4   1   1   3   45   C   W   D   P   F   C   W   D   P   F   1.384   2.36   3.488   2.59   3.329
4   1   1   3   46   D   Z   S   L   F   D   Z   S   L   F   1.372   3.851   2.523   2.296   2.523
4   1   1   0   47   S   D   J   B   M   S   D   J   B   M   1.384   0.83   2.055   0.856   0.335
4   1   1   0   48   X   K   J   P   F   X   K   J   P   F   1.062   0.617   0.523   0.725   0.614
4   1   1   13   49   C   Z   M   T   R   C   Z   M   T   R   1.719   3.368   2.685   2.897   2.631
4   1   1   1   50   L   P   R   T   J   L   P   R   T   J   1.428   2.404   1.715   2.307   2.954
4   1   1   13   51   N   Z   P   V   L   N   L   P   Z   J   1.358   4.403   3.075   3.637   2.837
4   1   1   11   52   F   H   M   G   K   F   H   M   G   K   1.346   2.443   2.198   2.792   2
4   1   1   13   53   J   X   G   F   B   J   X   G   H   P   2.083   3.057   3.598   3.103   3.396
4   1   1   13   54   T   D   L   N   G   T   D   L   N   G   1.896   2.791   3.344   2.896   2.725
4   1   1   0   55   H   D   S   X   R   H   D   S   X   R   1.506   0.17   0.413   0.227   0.132
4   1   1   13   56   C   S   K   P   X   C   S   K   P   R   1.585   3.461   4.016   3.69   3.515
4   1   1   0   57   D   F   L   K   J   D   F   L   K   J   0.914   0.86   0.724   1.581   0.16
4   1   1   11   58   T   N   R   V   B   T   N   R   V   B   1.763   2.27   2.054   1.877   2.456
4   1   1   3   59   X   D   G   H   M   X   D   G   M   L   1.88   4.378   3.96   2.884   2.673
4   1   1   0   60   F   G   L   M   C   F   G   L   M   C   1.197   0.816   0.512   0.375   0.253
5   2   1   0   1   N   K   W   L   D   N   K   W   L   D   0.577   0.664   0.87   0.66   0.642
5   2   1   0   2   X   P   L   M   S   X   P   L   M   S   0.701   1.22   0.912   0.751   0.95
5   2   1   0   3   S   N   X   J   R   S   N   X   J   R   1.082   0.752   1.15   1.207   0.722
5   2   1   13   4   H   C   X   M   D   H   X   C   M   D   1.04   3.018   2.626   4.762   2.319
5   2   1   1   5   J   D   W   C   R   J   D   W   C   R   1.3   1.487   1.622   1.406   1.274
5   2   1   13   6   Z   L   B   G   R   Z   L   B   G   R   1.844   3.089   3.688   2.641   2.629
5   2   1   3   7   H   L   Z   N   X   H   L   Z   N   X   1.082   2.469   4.262   2.429   2.436
5   2   1   13   8   C   R   S   X   Z   C   S   X   R   C   1.79   2.557   3.11   3.315   3.379
5   2   1   13   9   J   K   X   D   R   J   K   X   D   R   1.163   2.709   2.79   2.814   3.232
5   2   1   0   10   T   B   K   L   R   T   B   K   L   R   0.987   0.725   0.63   0.655   0.48
5   2   1   1   11   P   W   J   M   G   P   W   J   M   G   1.126   1.552   4.442   1.784   1.502
5   2   1   11   12   P   L   Z   N   F   P   Z   L   N   F   1.66   2.345   1.799   1.514   1.434
5   2   1   1   13   V   B   W   T   N   V   W   B   T   N   1.407   1.649   2.01   1.878   1.598
5   2   1   3   14   R   C   F   B   P   R   C   W   P   T   1.431   2.91   3.971   3.639   2.481
5   2   1   11   15   S   G   F   M   V   S   G   F   M   V   1.005   1.756   1.662   1.397   1.526
5   2   1   3   16   R   D   F   W   T   R   D   F   W   T   1.181   2.334   3.273   2.559   2.239
5   2   1   3   17   T   R   K   M   D   T   R   K   M   D   1.083   2.657   2.883   3.687   2.614
5   2   1   13   18   F   K   B   R   S   F   K   B   R   D   1.556   2.748   2.707   2.507   2.627
5   2   1   13   19   W   S   T   R   C   W   S   R   T   C   1.593   2.614   3.621   2.832   2.401
5   2   1   3   20   K   G   Z   J   V   K   G   K   J   V   1.53   3.003   2.965   4.949   2.573
5   2   1   11   21   F   D   K   B   J   F   D   K   B   J   1.622   1.405   1.599   2.187   2.642
5   2   1   13   22   M   F   L   P   R   M   L   F   P   R   1.139   2.778   3.003   2.737   2.614
5   2   1   1   23   K   W   L   P   S   K   W   L   P   S   1.328   1.744   1.53   2.146   1.257
5   2   1   3   24   J   Z   S   W   T   J   Z   S   W   T   1.64   3.014   2.443   2.346   2.281
5   2   1   1   25   K   X   L   C   H   K   X   L   C   H   1.452   1.594   1.598   1.394   1.304
5   2   1   13   26   W   S   V   T   K   W   S   T   V   K   1.542   3.085   3.285   3.46   2.214
5   2   1   1   27   L   W   N   V   X   L   W   N   V   X   1.516   1.515   1.677   1.634   1.593
5   2   1   1   28   G   M   L   X   H   G   M   L   X   H   1.315   1.503   1.194   1.715   1.503
