  4  1     13  12  K C T V H   2.045   2.190   1.806   1.710   1.695  V  W  L  R  H    4.114    1.159    4.462    1.969    1.246 
  4  1     13  13  C P F B J   1.935   2.638   1.950   1.855   1.814  C  P  F  M  J    2.136    0.631    2.825    3.162    1.366 
  4  1      4  14  C X M G R   2.190   1.926   1.831   1.830   1.759  C  X  M  J  R    1.723    0.789    0.592    3.583    0.633 
  4  1      4  15  B V J N X   2.094   2.047   2.063   1.935   1.950  J  B  M  X  J    3.258    0.802    2.135    1.418    1.826 
  4  1     13  16  J L R K N   2.094   2.094   2.094   1.975   1.806  J  K  L  M  R    2.592    2.824    1.154    3.374    4.534 
  4  1      0  17  X L K C M   0.000   0.000   0.000   0.000   0.000  X  L  C  K  M    1.636    0.535    1.352    0.417    0.536 
  4  1      0  18  C V G Z P   0.000   0.000   0.000   0.000   0.000  C  G  V  Z  P    1.465    1.255    0.558    1.587    0.678 
  4  1      0  19  B N M W L   0.000   0.000   0.000   0.000   0.000  B  N  M  W  L    1.872    0.633    0.535    1.182    0.511 
  4  1     13  20  P J N D M   1.734   1.926   1.998   1.879   1.742  P  J  N  D  L    2.945    0.966    1.114    7.054    3.350 
  4  1      0  21  C D F L Z   0.000   0.000   0.000   0.000   0.000  C  D  F  L  Z    1.515    0.801    0.798    0.560    0.390 
  4  1     13  22  T V L Z X   2.526   1.975   1.877   1.927   1.878  T  V  Z  X  X    2.785    1.062    1.896    1.367    2.994 
  4  1      1  23  F R C G N   1.422   1.046   1.022   0.927   0.951  F  R  C  G  N    1.664    0.470    0.682    1.198    0.751 
  4  1      4  24  X S D V Z   2.070   1.903   1.806   1.854   1.767  C  S  M  Z  Z    4.448    5.850    3.245    1.184    2.562 
  4  1      1  25  G K H T F   1.034   0.900   0.951   0.974   0.783  G  H  K  T  F    1.792    1.032    0.558    0.944    1.251 
  4  1      1  26  H T W K V   0.959   0.927   0.879   0.974   0.830  H  T  K  V  W    1.740    0.726    0.849    1.080    0.631 
  4  1     13  27  X K S D J   2.046   1.878   1.951   1.998   1.719  X  D  S  B  J    2.812    2.753    0.962    1.205    1.369 
  4  1      0  28  H J P N M   0.000   0.000   0.000   0.000   0.000  H  J  P  M  N    1.449    0.774    1.865    0.970    0.442 
  4  1      1  29  G H C T J   1.023   0.999   0.927   0.742   0.711  G  H  C  T  J    2.522    0.518    1.496    0.961    0.545 
  4  1      0  30  L H W V Z   0.000   0.000   0.000   0.000   0.000  L  H  V  W  Z    1.324    0.465    1.162    0.823    0.681 
  4  1      1  31  N H B Z P   1.302   1.022   1.095   0.830   0.695  N  H  P  B  W    2.183    0.683    1.354    2.032    1.303 
  4  1      1  32  B K N X R   0.974   0.902   0.855   0.758   0.855  N  M  R  L  X    4.881    3.876    1.233    5.200    0.895 
  4  1      4  33  L K M C G   1.878   1.854   1.878   1.879   1.903  L  K  G  L  L    4.022    0.682    2.202    8.561    0.019 
  4  1      0  34  S P R F G   0.000   0.000   0.000   0.000   0.000  S  P  R  F  G    1.427    0.489    0.512    0.534    0.416 
  4  1      0  35  F B X K R   0.000   0.000   0.000   0.000   0.000  F  B  K  X  R    1.450    0.511    0.991    0.537    0.390 
  4  1      0  36  Z T R K S   0.000   0.000   0.000   0.000   0.000  Z  T  R  K  S    1.399    0.521    0.862    0.570    0.343 
  4  1      1  37  B T N G W   0.984   0.830   0.902   0.927   0.766  B  T  N  W  G    2.259    0.512    0.707    1.210    0.557 
  4  1     13  38  R M P C Z   2.566   2.022   2.286   1.710   1.599  C  N  M  P  Z    6.091    1.068    2.632    2.824    1.114 
  4  1      4  39  F L D T K   1.902   1.999   1.830   1.999   1.902  F  L  D  T  K    1.690    0.413    0.635    3.895    0.897 
  4  1      1  40  R F T H G   1.166   0.950   0.927   0.878   0.662  R  F  T  G  H    1.788    0.657    0.703    1.090    0.467 
  4  1      4  41  Z C H M J   2.094   1.903   1.807   2.503   2.398  Z  C  B  N  J    2.481    0.594    7.586    1.127    1.115 
