4     4     1     6     3     20     W     T     J     C     M     W     T     S     V     N     1.489     1.38     1.012     1.636     1.461
4     4     1     6     3     21     M     H     C     X     F     M     H     S     V     B     0.302     1.299     1.416     1.948     1.325
4     4     1     6     11     22     L     B     F     P     G     L     B     N     S     N     1.479     1.404     1.473     1.849     1.349
4     4     1     6     0     23     Z     B     T     G     M     Z     B     T     G     L     0.935     0.622     0.579     1.025     3.33
4     4     1     6     1     24     D     W     P     S     G     W     B     T     S     L     1.841     0.662     1.673     1.687     1.096
4     4     1     6     0     25     P     J     K     S     V     P     J     K     S     T     0.103     0.498     0.393     0.766     0.81
4     4     1     6     1     26     X     C     G     D     W     X     J     N     S     T     0.441     1.352     1.052     1.037     1.189
4     4     1     6     3     27     R     X     F     K     T     R     X     T     N     B     1.116     3.349     1.473     1.635     3.081
4     4     1     6     13     28     W     R     X     C     P     W     X     T     V     P     1.438     1.5     1.92     2.353     1.987
4     4     1     6     1     29     M     W     K     H     G     M     X     N     T     N     0.262     1.684     1.421     1.256     2.094
4     4     1     6     13     30     G     L     R     W     J     G     R     X     N     T     0.871     1.594     2.469     1.891     1.488
4     4     1     6     11     31     B     H     P     G     N     B     H     P     N     P     0.408     1.146     1.47     1.202     1.499
4     4     1     6     0     32     V     P     W     M     G     V     P     M     X     T     0.45     0.649     0.726     1.05     0.687
4     4     1     6     3     33     M     X     B     P     D     M     X     P     S     T     0.334     1.555     1.545     1.242     1.435
4     4     1     6     11     34     T     G     N     F     H     T     G     N     P     M     0.333     1.554     1.542     1.285     1.659
4     4     1     6     0     35     T     V     C     G     N     T     V     N     G     C     0.735     1.107     0.566     0.767     0.781
4     4     1     6     3     36     M     C     X     T     K     M     C     X     S     T     1.358     1.593     1.932     1.514     1.584
4     4     1     6     13     37     C     X     H     K     Z     C     H     X     P     T     0.859     1.043     2.158     2.379     1.457
4     4     1     6     1     38     T     H     G     J     P     T     H     S     N     P     0.683     0.998     1.552     1.34     1.23
4     4     1     6     11     39     Z     L     F     K     J     Z     H     M     P     N     1.585     1.188     1.541     1.475     1.391
4     4     1     6     1     40     R     X     C     Z     V     R     X     N     C     P     1.075     1.564     1.162     1.77     1.216
4     4     1     6     13     41     P     J     V     X     R     G     P     X     N     A     1.679     1.475     1.955     1.733     2.104
4     4     1     6     11     42     G     K     V     M     X     G     P     N     X     P     0.455     1.31     1.928     1.427     1.596
4     4     1     6     1     43     K     D     V     L     G     K     L     P     N     C     0.805     2.121     1.542     1.563     1.162
4     4     1     6     11     44     G     P     Z     R     D     G     P     D     G     N     0.371     1.058     1.173     1.81     1.58
4     4     1     6     3     45     C     W     D     P     F     C     W     D     S     P     0.734     1.854     1.085     1.435     1.582
4     4     1     6     3     46     D     Z     S     L     F     D     Z     S     N     P     0.207     1.797     1.055     1.326     1.245
4     4     1     6     0     47     S     D     J     B     M     S     G     D     J     B     0.423     1.132     0.536     1.393     0.904
4     4     1     6     0     48     X     K     J     P     F     X     J     K     M     P     0.251     0.552     0.633     0.673     0.566
4     4     1     6     13     49     C     Z     M     T     R     X     M     T     P     S     1.287     1.517     1.931     2.151     1.324
4     4     1     6     1     50     L     P     R     T     J     L     R     S     P     T     1.075     1.565     1.12     1.515     1.28
4     4     1     6     13     51     N     Z     P     V     L     J     N     V     N     B     1.763     1.341     2.176     2.002     1.541
4     4     1     6     11     52     F     H     M     G     K     F     H     M     J     P     0.833     1.067     1.402     1.311     1.838
