    6     55      1      2      2    138      2      3      1      1      0     1.144     0.477     0.947      1      1      0    999    999    999  
    6     55      1      3      1     27      1      3      0      0      1     1.742     1.024     0.480      0      0      1    999    999    999  
    6     56      1      1      1     22      3      1      1      1      1     0.977     1.016     0.405      1      1      1    999    999    999  
    6     56      1      2      2    107      2      1      1      1      1     1.416     0.496     0.463      1      1      1    999    999    999  
    6     56      1      3      2    104      1      1      0      0      0     2.485     0.424     0.784      0      1      0    999     -1    999  
    6     57      1      1      2    164      1      2      1      1      1     1.391     0.584     0.384      1      1      1    999    999    999  
    6     57      1      2      1     29      2      2      1      1      1     0.926     0.458     0.440      1      1      1    999    999    999  
    6     57      1      3      2    130      3      2      1      0      0     1.693     0.555     0.472      1      0      1    999    999      1  
    6     58      1      1      1     17      2      1      1      1      1     2.177     0.431     0.470      1      1      1    999    999    999  
    6     58      1      2      2    151      3      1      1      1      1     1.001     0.608     0.413      1      1      1    999    999    999  
    6     58      1      3      2    157      1      1      0      1      1     2.516     0.496     0.320      0      1      1    999    999    999  
    6     59      1      1      2    183      1      2      1      1      1     2.513     0.584     0.480      1      1      1    999    999    999  
    6     59      1      2      1      8      2      2      1      1      1     1.144     0.520     0.665      1      1      1    999    999    999  
    6     59      1      3      2    124      3      2      0      0      0     1.222     1.877     0.507      1      1      1     -1     -1      2  
    6     60      1      1      2    178      1      3      1      1      1     1.424     0.373     0.842      1      1      1    999    999    999  
    6     60      1      2      2    177      3      3      0      1      1     0.559     1.273     0.501      0      1      1    999    999    999  
    6     60      1      3      1     10      2      3      0      0      0     1.312     0.886     0.499      0      0      0    999    999    999  
    6     61      1      1      2    119      3      2      1      1      1     1.291     0.565     0.816      1      1      1    999    999    999  
    6     61      1      2      1     12      2      2      1      0      1     2.117     0.259     1.693      1      0      1    999    999    999  
    6     61      1      3      2    169      1      2      1      1      0     2.073     0.331     0.440      1      1      0    999    999    999  
    6     62      1      1      2    163      1      2      1      1      1     1.151     0.752     1.587      1      1      1    999    999    999  
    6     62      1      2      1      9      2      2      1      1      1     0.848     0.520     0.552      1      1      1    999    999    999  
    6     62      1      3      2    102      3      2      1      1      1     0.856     0.552     0.421      1      1      1    999    999    999  
    6     63      0      1      2    152      3      4      0      0      1     2.545     0.606     0.414      0      0      1    999    999    999  
    6     63      0      2      2    131      2      4      1      1      1     1.035     0.496     0.448      1      1      1    999    999    999  
    6     63      0      3      2    125      1      4      1      1      1     1.967     0.448     0.357      1      1      1    999    999    999  
    6     64      1      1      1     13      1      1      1      1      1     1.535     0.997     0.368      1      1      1    999    999    999  
    6     64      1      2      2    140      2      1      1      1      1     1.032     0.299     0.277      1      1      1    999    999    999  
    6     64      1      3      2    120      3      1      1      1      1     0.947     0.264     0.336      1      1      1    999    999    999  
    6     65      1      1      2    132      3      3      1      1      0     1.000     0.507     0.776      1      1      0    999    999    999  
    6     65      1      2      2    158      2      3      1      0      0     2.777     0.520     0.349      1      0      0    999    999    999  
    6     65      1      3      1     21      1      3      0      0      0     1.660     0.368     0.306      0      0      0    999    999    999  
    6     66      0      1      2    147      3      4      1      1      1     0.897     0.320     0.344      1      1      1    999    999    999  
    6     66      0      2      2    142      1      4      1      1      1     2.054     0.392     0.376      1      1      1    999    999    999  
    6     66      0      3      2    170      2      4      0      0      0     1.024     0.320     0.511      0      0      0    999    999    999  
    6     67      0      1      2    163      3      4      1      1      1     1.082     0.344     0.509      1      1      1    999    999    999  
    6     67      0      2      2    136      1      4      1      1      0     1.776     0.898     0.373      1      1      0    999    999    999  
    6     67      0      3      2    145      2      4      0      0      0     1.016     0.344     0.448      0      0      0    999    999    999  
    6     68      1      1      1     25      2      1      1      1      1     1.347     0.637     0.378      1      1      1    999    999    999  
    6     68      1      2      2    117      1      1      1      1      0     5.607     0.776     0.341      1      1      0    999    999    999  
    6     68      1      3      2    113      3      1      1      1      1     0.800     0.600     1.456      1      1      1    999    999    999  
    6     69      1      1      2    175      1      2      1      1      1     1.527     0.395     0.639      1      1      1    999    999    999  
    6     69      1      2      1     12      3      2      1      1      1     0.923     0.448     0.845      1      1      1    999    999    999  
    6     69      1      3      2    186      2      2      0      0      0     1.377     0.464     0.277      0      0      0    999    999    999  
    6     70      1      1      2    144      1      3      1      1      1     1.552     0.539     0.355      1      1      1    999    999    999  
    6     70      1      2      2    141      2      3      1      1      1     0.877     0.330     0.333      1      1      1    999    999    999  
    6     70      1      3      1     24      3      3      1      0      0     1.098     1.182     0.304      1      0      0    999    999    999  
    6     71      0      1      2    159      1      4      1      1      1     1.504     0.325     0.935      1      1      1    999    999    999  
    6     71      0      2      2    133      3      4      1      1      0     0.883     0.381     0.290      1      1      0    999    999    999  
    6     71      0      3      2    115      2      4      0      0      1     0.979     0.287     0.502      0      0      1    999    999    999  
    6     72      1      1      1      4      3      1      1      1      1     0.771     0.245     0.424      1      1      1    999    999    999  
    6     72      1      2      2    153      1      1      1      1      1     1.645     0.356     0.348      1      1      1    999    999    999  
    6     72      1      3      2    126      2      1      1      1      1     0.984     0.309     0.296      1      1      1    999    999    999  
    6     73      0      1      2    187      2      4      1      1      1     1.142     0.394     0.288      1      1      1    999    999    999  
    6     73      0      2      2    124      3      4      1      0      0     0.864     0.462     0.322      1      1      1    999     -1      1  
    6     73      0      3      2    188      1      4      0      1      1     1.784     0.501     0.502      0      1      1    999    999    999  
