Subject	Age	Sex	Trial	gap1	gap2	gap3	gap4	gap5	gap6	gap7	gap8	position	Accuracy	CorrectR	Resp	RT	Type	pre	post	TotalIsolation	TotalTime
6	49	female	101	1	7	5	2	3	6	0	4	4	1	ur	r	1579	yes	5	2	7	11400
6	49	female	102	6	2	7	4	0	3	5	1	4	1	ur	r	1532	yes	7	4	11	10300
6	49	female	44	6	0	3	4	1	5	2	7	4	1	ur	u	2266	yes	3	4	7	13600
6	49	female	19	7	4	1	3	6	5	2	0	5	1	ur	r	1940	yes	3	6	9	9750
6	49	female	67	5	1	0	7	6	4	2	3	5	1	ur	r	1437	yes	7	6	13	10850
6	49	female	88	3	7	6	2	5	0	4	1	5	1	ur	r	1700	yes	2	5	7	8100
6	49	female	100	3	0	4	2	6	1	7	5	5	1	ur	r	1750	yes	2	6	8	13050
6	49	female	105	2	3	6	4	0	7	1	5	5	1	ur	r	1680	yes	4	0	4	9750
6	49	female	84	5	2	6	1	3	7	4	0	5	1	ur	u	4621	yes	1	3	4	10300
6	49	female	21	3	7	0	6	1	4	5	2	6	1	ur	r	1686	yes	1	4	5	8100
6	49	female	51	7	5	0	3	1	6	2	4	6	1	ur	r	1548	yes	1	6	7	8650
6	49	female	58	2	6	4	7	5	3	0	1	6	1	ur	r	1525	yes	5	3	8	4250
6	49	female	81	6	0	1	3	4	5	2	7	6	1	ur	r	1470	yes	4	5	9	9750
6	49	female	82	2	1	7	0	5	3	6	4	6	1	ur	r	1466	yes	5	3	8	9200
6	49	female	96	2	1	4	0	3	5	6	7	6	1	ur	r	1326	yes	3	5	8	11950
6	49	female	7	0	1	7	6	2	5	3	4	7	0	ur	p	1606	yes	5	3	8	5350
6	49	female	18	5	4	2	3	7	6	0	1	7	1	ur	r	1980	yes	6	0	6	2050
6	49	female	31	4	1	6	5	3	2	7	0	7	1	ur	r	1912	yes	2	7	9	5350
6	49	female	94	7	2	0	3	4	5	6	1	7	1	ur	r	1395	yes	5	6	11	5350
6	49	female	110	5	4	3	6	0	2	7	1	7	1	ur	r	1616	yes	2	7	9	5900
6	49	female	20	6	3	1	5	0	4	2	7	7	1	ur	u	2100	yes	4	2	6	6450
6	49	female	50	4	0	1	6	7	2	5	3	8	1	ur	r	1838	yes	5	3	8	2600
6	49	female	78	5	3	0	7	4	2	1	6	8	1	ur	r	1482	yes	1	6	7	4250
6	49	female	83	0	4	5	1	3	6	2	7	8	1	ur	r	1467	yes	2	7	9	4800
6	49	female	86	3	6	4	5	2	0	7	1	8	1	ur	r	1553	yes	7	1	8	1500
6	49	female	92	4	1	6	5	3	7	0	2	8	1	ur	r	1434	yes	0	2	2	2050
6	49	female	62	6	2	1	7	3	5	0	4	8	1	ur	u	2399	yes	0	4	4	3150
6	49	female	11	4	2	0	5	1	3	6	7	9	1	ur	r	1715	yes	7	-	7	400
6	49	female	34	5	3	1	4	7	6	2	0	9	1	ur	r	1719	yes	0	-	0	400
6	49	female	71	6	1	7	5	2	4	3	0	9	1	ur	r	1743	yes	0	-	0	400
6	49	female	85	5	2	1	3	7	6	4	0	9	1	ur	r	1280	yes	0	-	0	400
6	49	female	103	4	1	6	5	2	7	0	3	9	1	ur	r	1451	yes	3	-	3	400
6	49	female	104	1	5	6	2	3	4	7	0	9	1	ur	r	1344	yes	0	-	0	400
7	21	female	7	5	6	1	0	3	7	4	2	1	1	ur	r	2576	yes	-	5	5	20200
7	21	female	18	5	7	4	3	6	0	1	2	1	1	ur	r	1700	yes	-	5	5	20200
7	21	female	34	3	7	0	2	1	4	5	6	1	1	ur	r	1440	yes	-	3	3	20200
7	21	female	95	6	3	4	0	1	5	2	7	1	1	ur	r	1244	yes	-	6	6	20200
7	21	female	39	1	4	3	2	7	0	6	5	1	1	ur	u	3083	yes	-	1	1	20200
7	21	female	60	0	6	3	4	2	1	5	7	1	1	ur	u	2091	yes	-	0	0	20200
7	21	female	41	1	2	4	5	6	7	3	0	2	0	ur	p	1419	yes	1	2	3	19100
7	21	female	48	3	4	6	1	0	2	7	5	2	1	ur	r	2756	yes	3	4	7	18000
7	21	female	73	2	4	1	6	5	3	7	0	2	1	ur	r	1321	yes	2	4	6	18550
7	21	female	77	3	7	2	4	5	0	1	6	2	1	ur	r	1325	yes	3	7	10	18000
7	21	female	46	2	4	5	6	1	7	3	0	2	1	ur	u	3771	yes	2	4	6	18550
7	21	female	49	5	4	2	0	1	6	3	7	2	1	ur	u	3143	yes	5	4	9	16900
7	21	female	55	0	4	7	3	6	1	2	5	3	1	ur	r	2894	yes	4	7	11	16900
7	21	female	58	7	4	0	3	2	1	5	6	3	1	ur	r	1262	yes	4	0	4	13050
7	21	female	90	7	6	3	4	5	0	2	1	3	1	ur	r	1520	yes	6	3	9	11950
7	21	female	103	3	4	6	5	2	1	0	7	3	1	ur	r	1787	yes	4	6	10	15250
7	21	female	110	7	4	0	3	6	5	1	2	3	1	ur	r	1192	yes	4	0	4	13050
7	21	female	16	3	2	6	5	4	7	0	1	3	1	ur	u	3161	yes	2	6	8	16350
7	21	female	61	3	0	6	2	7	4	1	5	4	0	ur	p	2195	yes	6	2	8	13600
7	21	female	13	5	4	1	6	0	7	2	3	4	1	ur	r	2760	yes	1	6	7	13050
7	21	female	92	3	4	6	5	2	0	1	7	4	1	ur	r	1540	yes	6	5	11	11400
7	21	female	106	4	6	7	3	5	1	0	2	4	1	ur	r	1228	yes	7	3	10	9200
7	21	female	107	6	5	2	0	7	1	4	3	4	1	ur	r	1229	yes	2	0	2	11400
7	21	female	32	3	6	2	4	5	1	7	0	4	1	ur	u	4063	yes	2	4	6	12500
7	21	female	17	3	5	0	1	4	7	2	6	5	1	ur	r	1556	yes	1	4	5	13050
7	21	female	26	6	5	0	7	4	1	2	3	5	1	ur	r	1437	yes	7	4	11	8100
7	21	female	36	3	6	7	1	0	5	2	4	5	1	ur	r	1313	yes	1	0	1	8650
7	21	female	68	7	2	1	6	0	5	4	3	5	1	ur	r	1811	yes	6	0	6	9200
7	21	female	69	3	0	5	2	7	4	6	1	5	1	ur	r	1311	yes	2	7	9	12500
7	21	female	82	3	4	2	1	6	0	7	5	5	1	ur	u	2177	yes	1	6	7	12500
7	21	female	6	4	3	0	2	7	1	5	6	6	1	ur	r	2309	yes	7	1	8	8650
7	21	female	21	1	7	4	6	0	2	3	5	6	1	ur	r	1463	yes	0	2	2	7550
7	21	female	52	4	6	5	7	3	2	1	0	6	1	ur	r	1221	yes	3	2	5	3700
7	21	female	71	1	4	7	6	0	3	5	2	6	1	ur	r	1342	yes	0	3	3	7550
7	21	female	86	0	7	5	3	6	4	2	1	6	1	ur	r	1364	yes	6	4	10	5900
7	21	female	89	4	5	7	3	0	6	1	2	6	1	ur	r	1220	yes	0	6	6	7000
7	21	female	38	5	7	4	3	2	0	6	1	7	1	ur	r	1333	yes	0	6	6	5350
7	21	female	45	7	5	0	1	2	3	4	6	7	1	ur	r	1433	yes	3	4	7	7000
7	21	female	51	4	6	0	2	7	5	1	3	7	1	ur	r	1312	yes	5	1	6	3700
7	21	female	74	4	7	3	6	1	2	5	0	7	1	ur	r	1423	yes	2	5	7	4250
7	21	female	76	6	1	5	4	2	0	7	3	7	1	ur	r	1394	yes	0	7	7	7000
7	21	female	102	4	0	1	2	7	3	5	6	7	1	ur	r	1142	yes	3	5	8	7550
7	21	female	14	2	5	7	0	4	6	3	1	8	1	ur	r	1951	yes	3	1	4	1500
7	21	female	23	1	6	5	0	3	7	2	4	8	1	ur	r	1811	yes	2	4	6	3150
7	21	female	57	5	4	7	1	2	3	0	6	8	1	ur	r	1272	yes	0	6	6	4250
7	21	female	59	6	4	1	7	0	3	5	2	8	1	ur	r	1241	yes	5	2	7	2050
7	21	female	72	2	0	1	5	4	6	7	3	8	1	ur	r	1255	yes	7	3	10	2600
7	21	female	108	0	2	6	5	4	1	7	3	8	1	ur	r	1310	yes	7	3	10	2600
7	21	female	22	2	0	7	5	1	4	3	6	9	1	ur	r	1987	yes	6	-	6	400
7	21	female	47	2	0	3	1	6	5	4	7	9	1	ur	r	1303	yes	7	-	7	400
7	21	female	63	2	7	6	1	0	4	5	3	9	1	ur	r	1317	yes	3	-	3	400
7	21	female	85	1	7	4	5	3	0	6	2	9	1	ur	r	1335	yes	2	-	2	400
7	21	female	88	1	4	5	7	2	0	6	3	9	1	ur	r	1302	yes	3	-	3	400
7	21	female	112	7	1	4	6	3	5	0	2	9	1	ur	r	1132	yes	2	-	2	400
8	20	female	44	0	7	3	6	2	1	5	4	1	0	ur	p	1726	yes	-	0	0	20200
8	20	female	7	7	0	4	2	3	1	5	6	1	1	ur	r	1959	yes	-	7	7	20200
8	20	female	18	7	0	4	6	1	5	2	3	1	1	ur	r	1872	yes	-	7	7	20200
8	20	female	63	5	2	4	3	6	0	7	1	1	1	ur	r	1535	yes	-	5	5	20200
8	20	female	71	6	4	1	5	3	0	2	7	1	1	ur	r	1674	yes	-	6	6	20200
8	20	female	73	3	6	2	7	1	5	0	4	1	1	ur	r	1439	yes	-	3	3	20200
8	20	female	31	1	7	4	2	5	3	6	0	2	1	ur	r	2039	yes	1	7	8	19100
8	20	female	41	1	7	6	0	3	4	5	2	2	1	ur	r	1549	yes	1	7	8	19100
8	20	female	56	3	5	1	2	6	7	4	0	2	1	ur	r	2269	yes	3	5	8	18000
8	20	female	60	6	7	5	3	0	2	1	4	2	1	ur	r	1550	yes	6	7	13	16350
8	20	female	62	1	5	4	3	0	2	7	6	2	1	ur	r	1534	yes	1	5	6	19100
8	20	female	11	4	1	6	5	7	3	0	2	2	1	ur	u	4879	yes	4	1	5	17450
8	20	female	47	7	5	6	3	2	4	0	1	3	1	ur	r	1593	yes	5	6	11	12500
8	20	female	52	5	2	3	7	0	4	1	6	3	1	ur	r	1641	yes	2	3	5	15250
8	20	female	86	5	7	3	4	1	2	0	6	3	1	ur	r	1488	yes	7	3	10	12500
8	20	female	107	1	3	7	0	6	2	4	5	3	1	ur	r	1619	yes	3	7	10	16900
8	20	female	33	3	1	5	7	2	0	6	4	3	1	ur	u	3918	yes	1	5	6	16900
8	20	female	90	0	1	5	2	4	3	7	6	3	1	ur	u	3178	yes	1	5	6	18550
8	20	female	19	4	6	0	2	7	5	1	3	4	1	ur	r	2697	yes	0	2	2	13050
8	20	female	82	1	5	0	3	2	7	4	6	4	1	ur	r	1594	yes	0	3	3	15250
8	20	female	85	2	1	6	7	0	4	5	3	4	1	ur	r	1907	yes	6	7	13	13600
8	20	female	95	6	3	1	5	7	4	0	2	4	1	ur	r	1899	yes	1	5	6	13050
8	20	female	102	2	5	1	6	0	4	3	7	4	1	ur	r	1507	yes	1	6	7	14150
8	20	female	42	2	5	6	7	0	3	4	1	4	1	ur	u	3423	yes	6	7	13	11400
8	20	female	6	0	5	1	4	6	7	3	2	5	0	ur	p	8514	yes	4	6	10	12500
8	20	female	70	6	1	3	7	2	0	5	4	5	1	ur	r	1534	yes	7	2	9	8650
8	20	female	78	5	1	4	3	0	6	2	7	5	1	ur	r	1392	yes	3	0	3	10850
8	20	female	106	4	1	7	3	0	5	2	6	5	1	ur	r	1615	yes	3	0	3	9750
8	20	female	108	3	4	6	1	0	7	5	2	5	1	ur	r	1826	yes	1	0	1	10300
8	20	female	109	1	5	6	7	3	0	2	4	5	1	ur	r	1530	yes	7	3	10	7550
8	20	female	17	7	0	3	6	5	4	1	2	6	1	ur	r	1676	yes	5	4	9	5900
8	20	female	37	3	1	6	5	0	2	4	7	6	1	ur	r	1764	yes	0	2	2	9200
8	20	female	38	1	6	3	4	7	2	5	0	6	1	ur	r	1447	yes	7	2	9	5900
8	20	female	46	6	3	0	5	4	7	2	1	6	1	ur	r	1748	yes	4	7	11	7550
8	20	female	74	0	2	4	5	1	6	7	3	6	1	ur	r	1709	yes	1	6	7	10850
8	20	female	89	1	3	5	4	6	0	7	2	6	1	ur	r	1420	yes	6	0	6	7000
8	20	female	27	1	0	3	7	2	4	5	6	7	1	ur	r	1814	yes	4	5	9	7550
8	20	female	72	1	5	7	0	4	6	3	2	7	1	ur	r	1410	yes	6	3	9	4250
8	20	female	77	2	5	4	0	7	6	3	1	7	1	ur	r	1341	yes	6	3	9	3700
8	20	female	80	2	3	1	5	7	6	4	0	7	1	ur	r	1393	yes	6	4	10	3700
8	20	female	98	6	1	2	7	3	0	4	5	7	1	ur	u	2150	yes	0	4	4	6450
8	20	female	100	1	6	4	0	7	2	5	3	7	1	ur	u	4180	yes	2	5	7	5900
8	20	female	20	5	1	0	3	6	7	2	4	8	1	ur	r	1360	yes	2	4	6	3150
8	20	female	22	4	5	2	1	3	6	0	7	8	1	ur	r	1574	yes	0	7	7	4800
8	20	female	28	4	6	7	1	5	3	2	0	8	1	ur	r	1332	yes	2	0	2	950
8	20	female	40	5	4	6	2	3	1	0	7	8	1	ur	r	1504	yes	0	7	7	4800
8	20	female	67	2	6	5	3	7	1	4	0	8	1	ur	r	1223	yes	4	0	4	950
8	20	female	97	6	4	7	5	1	3	2	0	8	1	ur	r	1340	yes	2	0	2	950
8	20	female	29	6	0	3	5	2	4	7	1	9	1	ur	r	1522	yes	1	-	1	400
8	20	female	36	6	2	7	3	4	0	5	1	9	1	ur	r	1237	yes	1	-	1	400
8	20	female	57	6	3	2	0	1	7	4	5	9	1	ur	r	1226	yes	5	-	5	400
8	20	female	76	5	1	3	0	2	6	7	4	9	1	ur	r	1240	yes	4	-	4	400
8	20	female	84	5	7	2	1	3	4	6	0	9	1	ur	r	1297	yes	0	-	0	400
8	20	female	112	7	2	4	1	6	5	3	0	9	1	ur	r	1234	yes	0	-	0	400
9	19	male	31	3	4	2	7	0	5	6	1	1	0	ur	p	2855	yes	-	3	3	20200
9	19	male	56	4	3	7	0	2	6	5	1	1	0	ur	p	2723	yes	-	4	4	20200
9	19	male	7	6	0	7	1	4	3	2	5	1	1	ur	r	2052	yes	-	6	6	20200
9	19	male	55	6	7	1	4	3	0	2	5	1	1	ur	r	3222	yes	-	6	6	20200
9	19	male	45	6	3	0	1	2	4	5	7	1	1	ur	u	2201	yes	-	6	6	20200
9	19	male	78	3	7	5	4	0	6	2	1	1	1	ur	u	2233	yes	-	3	3	20200
9	19	male	35	6	2	1	0	4	7	5	3	2	0	ur	p	6595	yes	6	2	8	16350
9	19	male	36	7	5	6	2	3	4	1	0	2	0	ur	p	5938	yes	7	5	12	15800
9	19	male	63	6	7	3	2	1	0	4	5	2	0	ur	p	2167	yes	6	7	13	16350
9	19	male	32	6	7	2	0	3	5	1	4	2	1	ur	u	5140	yes	6	7	13	16350
9	19	male	65	5	2	3	0	6	4	7	1	2	1	ur	u	1698	yes	5	2	7	16900
9	19	male	94	2	1	5	3	4	6	7	0	2	1	ur	u	2335	yes	2	1	3	18550
9	19	male	109	6	4	1	7	5	0	2	3	3	0	ur	p	1562	yes	4	1	5	13600
9	19	male	29	6	7	4	1	5	3	2	0	3	1	ur	r	3033	yes	7	4	11	11950
9	19	male	69	6	0	1	4	2	5	3	7	3	1	ur	r	1538	yes	0	1	1	15800
9	19	male	62	1	6	2	4	0	5	3	7	3	1	ur	u	4292	yes	6	2	8	15250
9	19	male	77	6	5	4	3	0	7	1	2	3	1	ur	u	2392	yes	5	4	9	13050
9	19	male	81	3	0	5	4	7	2	6	1	3	1	ur	u	1811	yes	0	5	5	17450
9	19	male	68	2	7	4	3	0	6	1	5	4	1	ur	r	1634	yes	4	3	7	11400
9	19	male	95	7	3	1	2	4	0	6	5	4	1	ur	r	3083	yes	1	2	3	12500
9	19	male	8	2	4	6	5	1	3	7	0	4	1	ur	u	3243	yes	6	5	11	11950
9	19	male	19	3	5	2	0	1	6	4	7	4	1	ur	u	3015	yes	2	0	2	13050
9	19	male	30	5	0	4	3	1	7	2	6	4	1	ur	u	3701	yes	4	3	7	13600
9	19	male	103	7	0	2	5	4	6	3	1	4	1	ur	u	1806	yes	2	5	7	13600
9	19	male	64	2	5	1	0	7	6	4	3	5	0	ur	p	7838	yes	0	7	7	13600
9	19	male	9	0	7	4	2	1	5	6	3	5	1	ur	r	2528	yes	2	1	3	10850
9	19	male	97	3	4	6	7	0	5	1	2	5	1	ur	r	1455	yes	7	0	7	7000
9	19	male	105	4	0	1	6	2	7	5	3	5	1	ur	r	1624	yes	6	2	8	11950
9	19	male	53	6	7	4	5	3	0	1	2	5	1	ur	u	2335	yes	5	3	8	5900
9	19	male	71	7	6	3	0	4	1	2	5	5	1	ur	u	1926	yes	0	4	4	9200
9	19	male	6	1	5	4	3	0	7	6	2	6	0	ur	p	2196	yes	0	7	7	10300
9	19	male	57	6	7	3	5	2	1	0	4	6	1	ur	r	2093	yes	2	1	3	4800
9	19	male	67	3	2	7	4	5	1	0	6	6	1	ur	r	3063	yes	5	1	6	5900
9	19	male	79	1	0	5	3	7	6	4	2	6	1	ur	r	1787	yes	7	6	13	8650
9	19	male	93	1	7	2	6	0	5	4	3	6	1	ur	u	4057	yes	0	5	5	8650
9	19	male	110	7	4	2	0	5	1	3	6	6	1	ur	u	1631	yes	5	1	6	7550
9	19	male	50	4	0	2	1	5	6	3	7	7	0	ur	p	2980	yes	6	3	9	7000
9	19	male	10	1	2	5	7	0	3	6	4	7	1	ur	r	4334	yes	3	6	9	7000
9	19	male	20	2	3	5	6	4	7	1	0	7	1	ur	r	2724	yes	7	1	8	2050
9	19	male	38	0	4	6	7	1	3	2	5	7	1	ur	r	2464	yes	3	2	5	5350
9	19	male	91	0	3	7	1	2	5	4	6	7	1	ur	r	1545	yes	5	4	9	7000
9	19	male	111	7	1	2	0	6	5	3	4	7	1	ur	r	2368	yes	5	3	8	5350
9	19	male	22	1	4	3	5	0	6	2	7	8	1	ur	r	2787	yes	2	7	9	4800
9	19	male	28	1	5	3	0	4	7	6	2	8	1	ur	r	2323	yes	6	2	8	2050
9	19	male	41	0	4	3	5	2	1	6	7	8	1	ur	r	2130	yes	6	7	13	4800
9	19	male	89	6	7	2	1	5	4	0	3	8	1	ur	r	2032	yes	0	3	3	2600
9	19	male	100	1	3	5	7	6	4	2	0	8	1	ur	r	1821	yes	2	0	2	950
9	19	male	18	5	0	2	7	6	3	1	4	8	1	ur	u	2227	yes	1	4	5	3150
9	19	male	42	2	1	7	5	4	0	6	3	9	1	ur	r	1621	yes	3	-	3	400
9	19	male	87	2	3	0	7	4	5	6	1	9	1	ur	r	1410	yes	1	-	1	400
9	19	male	99	5	1	0	4	6	2	3	7	9	1	ur	r	1475	yes	7	-	7	400
9	19	male	104	1	0	3	6	7	2	5	4	9	1	ur	r	1289	yes	4	-	4	400
9	19	male	107	3	2	6	5	7	1	0	4	9	1	ur	r	1464	yes	4	-	4	400
9	19	male	16	7	3	2	5	6	1	0	4	9	1	ur	u	2149	yes	4	-	4	400
10	20	female	11	5	4	2	7	1	0	3	6	1	0	ur	p	2276	yes	-	5	5	20200
10	20	female	93	0	3	2	6	5	1	4	7	1	1	ur	r	1642	yes	-	0	0	20200
10	20	female	105	2	6	3	7	1	5	4	0	1	1	ur	r	1990	yes	-	2	2	20200
10	20	female	106	5	0	1	4	6	7	3	2	1	1	ur	r	1891	yes	-	5	5	20200
10	20	female	109	7	0	3	4	2	1	5	6	1	1	ur	r	1943	yes	-	7	7	20200
10	20	female	16	0	7	4	1	5	6	2	3	1	1	ur	u	2968	yes	-	0	0	20200
10	20	female	63	2	5	4	3	6	0	7	1	2	0	ur	p	2678	yes	2	5	7	18550
10	20	female	20	7	0	4	5	6	2	3	1	2	1	ur	r	2205	yes	7	0	7	15800
10	20	female	24	1	3	2	5	7	4	6	0	2	1	ur	r	2948	yes	1	3	4	19100
10	20	female	32	1	4	2	7	5	6	0	3	2	1	ur	r	3019	yes	1	4	5	19100
10	20	female	68	1	3	2	0	6	4	7	5	2	1	ur	r	1743	yes	1	3	4	19100
10	20	female	84	2	6	4	7	5	0	3	1	2	1	ur	u	3418	yes	2	6	8	18550
10	20	female	96	2	4	7	6	1	3	0	5	3	0	ur	p	2978	yes	4	7	11	15800
10	20	female	65	5	6	7	2	3	4	0	1	3	1	ur	r	2870	yes	6	7	13	13050
10	20	female	82	2	3	1	4	6	7	5	0	3	1	ur	r	1973	yes	3	1	4	16350
10	20	female	98	6	7	4	5	2	1	0	3	3	1	ur	r	1944	yes	7	4	11	11950
10	20	female	112	3	0	5	4	1	7	6	2	3	1	ur	r	1752	yes	0	5	5	17450
10	20	female	76	3	2	0	6	4	7	5	1	3	1	ur	u	3784	yes	2	0	2	16350
10	20	female	14	6	1	5	4	3	2	0	7	4	1	ur	r	2019	yes	5	4	9	11950
10	20	female	29	5	3	1	0	7	4	2	6	4	1	ur	r	2539	yes	1	0	1	13600
10	20	female	81	1	0	3	2	4	5	6	7	4	1	ur	r	1606	yes	3	2	5	16350
10	20	female	39	1	3	6	4	5	2	7	0	4	1	ur	u	4200	yes	6	4	10	13050
10	20	female	79	5	6	0	1	4	7	2	3	4	1	ur	u	3690	yes	0	1	1	12500
10	20	female	97	7	4	6	1	5	3	0	2	4	1	ur	u	3454	yes	6	1	7	9200
10	20	female	53	4	2	0	1	3	5	6	7	5	0	ur	p	2374	yes	1	3	4	14150
10	20	female	5	5	3	4	1	6	0	2	7	5	1	ur	r	3498	yes	1	6	7	10850
10	20	female	19	1	2	5	4	3	7	0	6	5	1	ur	r	4177	yes	4	3	7	11400
10	20	female	52	5	7	4	0	6	3	2	1	5	1	ur	r	2053	yes	0	6	6	9200
10	20	female	99	7	0	2	5	1	6	3	4	5	1	ur	r	1833	yes	5	1	6	10300
10	20	female	101	1	3	7	0	2	6	4	5	5	1	ur	r	1577	yes	0	2	2	11950
10	20	female	23	4	2	6	5	0	1	7	3	6	0	ur	p	2815	yes	0	1	1	8100
10	20	female	60	1	3	2	4	7	6	5	0	6	1	ur	r	2244	yes	7	6	13	8100
10	20	female	89	7	4	0	3	5	6	1	2	6	1	ur	r	1785	yes	5	6	11	7000
10	20	female	12	6	2	7	4	5	1	0	3	6	1	ur	u	2780	yes	5	1	6	4250
10	20	female	33	2	1	7	0	6	5	3	4	6	1	ur	u	3825	yes	6	5	11	8650
10	20	female	49	3	4	5	2	1	7	6	0	6	1	ur	u	4261	yes	1	7	8	9200
10	20	female	18	2	3	5	4	6	0	1	7	7	1	ur	r	2708	yes	0	1	1	5900
10	20	female	43	6	0	3	2	4	1	7	5	7	1	ur	r	2683	yes	1	7	8	8100
10	20	female	44	1	5	7	6	2	4	0	3	7	1	ur	r	2175	yes	4	0	4	3150
10	20	female	47	3	1	6	7	0	5	4	2	7	1	ur	r	1971	yes	5	4	9	4800
10	20	female	74	4	7	5	0	1	3	6	2	7	1	ur	r	1669	yes	3	6	9	5900
10	20	female	36	6	1	0	3	2	4	5	7	7	1	ur	u	4433	yes	4	5	9	8100
10	20	female	38	3	4	7	0	6	5	2	1	8	1	ur	r	2061	yes	2	1	3	1500
10	20	female	48	1	2	4	3	5	0	7	6	8	1	ur	r	3236	yes	7	6	13	4250
10	20	female	50	3	6	5	2	7	1	4	0	8	1	ur	r	2725	yes	4	0	4	950
10	20	female	88	7	5	0	3	6	4	2	1	8	1	ur	r	1441	yes	2	1	3	1500
10	20	female	91	2	5	1	0	3	7	6	4	8	1	ur	r	1733	yes	6	4	10	3150
10	20	female	8	4	1	3	0	5	2	7	6	8	1	ur	u	4270	yes	7	6	13	4250
10	20	female	6	3	7	1	5	4	0	2	6	9	1	ur	r	2529	yes	6	-	6	400
10	20	female	10	2	5	1	7	4	6	3	0	9	1	ur	r	2458	yes	0	-	0	400
10	20	female	21	5	4	0	7	3	2	1	6	9	1	ur	r	2316	yes	6	-	6	400
10	20	female	46	6	5	3	0	2	4	1	7	9	1	ur	r	2038	yes	7	-	7	400
10	20	female	100	0	5	4	1	2	7	3	6	9	1	ur	r	1886	yes	6	-	6	400
10	20	female	104	7	1	3	0	5	6	4	2	9	1	ur	r	1424	yes	2	-	2	400
11	20	female	18	2	3	6	4	7	5	1	0	1	0	ur	p	6527	yes	-	2	2	20200
11	20	female	33	1	5	4	2	6	3	7	0	1	0	ur	p	4015	yes	-	1	1	20200
11	20	female	12	7	2	0	1	5	3	6	4	1	1	ur	r	4576	yes	-	7	7	20200
11	20	female	7	5	1	2	6	0	7	3	4	1	1	ur	u	3094	yes	-	5	5	20200
11	20	female	63	7	1	3	6	2	5	4	0	1	1	ur	u	4005	yes	-	7	7	20200
11	20	female	68	3	6	5	2	7	4	1	0	1	1	ur	u	2864	yes	-	3	3	20200
11	20	female	36	2	3	4	5	6	1	0	7	2	0	ur	p	4456	yes	2	3	5	18550
11	20	female	97	1	5	4	0	7	3	2	6	2	0	ur	p	4646	yes	1	5	6	19100
11	20	female	31	5	3	4	7	0	6	2	1	2	1	ur	r	2068	yes	5	3	8	16900
11	20	female	70	4	3	5	1	2	6	7	0	2	1	ur	r	2296	yes	4	3	7	17450
11	20	female	50	5	0	7	3	1	4	2	6	2	1	ur	u	2932	yes	5	0	5	16900
11	20	female	105	0	7	3	2	4	5	1	6	2	1	ur	u	3666	yes	0	7	7	19650
11	20	female	30	0	4	1	2	7	3	5	6	3	0	ur	p	5772	yes	4	1	5	16900
11	20	female	78	3	6	5	2	0	7	4	1	3	1	ur	r	1936	yes	6	5	11	14150
11	20	female	22	7	5	6	0	2	1	3	4	3	1	ur	u	2680	yes	5	6	11	12500
11	20	female	47	1	4	6	2	7	5	0	3	3	1	ur	u	2189	yes	4	6	10	16350
11	20	female	90	2	4	0	6	3	7	5	1	3	1	ur	u	1993	yes	4	0	4	15800
11	20	female	94	1	2	7	6	4	3	5	0	3	1	ur	u	2880	yes	2	7	9	17450
11	20	female	19	3	1	0	6	2	7	5	4	4	0	ur	p	7994	yes	0	6	6	16350
11	20	female	23	5	4	2	6	1	3	0	7	4	1	ur	r	1902	yes	2	6	8	12500
11	20	female	57	4	7	5	6	0	1	3	2	4	1	ur	r	1691	yes	5	6	11	9750
11	20	female	61	5	0	7	6	4	3	2	1	4	1	ur	r	1654	yes	7	6	13	11950
11	20	female	75	7	4	0	2	1	5	3	6	4	1	ur	u	2299	yes	0	2	2	12500
11	20	female	92	0	5	6	3	7	4	2	1	4	1	ur	u	3652	yes	6	3	9	12500
11	20	female	21	6	2	3	0	5	1	7	4	5	1	ur	r	2029	yes	0	5	5	11950
11	20	female	73	5	6	3	4	1	7	2	0	5	1	ur	r	2304	yes	4	1	5	8100
11	20	female	106	7	4	1	3	6	0	5	2	5	1	ur	r	1604	yes	3	6	9	9750
11	20	female	69	6	1	5	2	7	0	3	4	5	1	ur	u	3465	yes	2	7	9	10300
11	20	female	100	6	7	0	5	2	3	4	1	5	1	ur	u	2978	yes	5	2	7	8100
11	20	female	107	5	4	6	3	7	2	1	0	5	1	ur	u	3616	yes	3	7	10	8100
11	20	female	40	3	7	6	5	4	0	2	1	6	1	ur	r	2373	yes	4	0	4	3700
11	20	female	42	0	6	5	4	3	1	2	7	6	1	ur	r	1763	yes	3	1	4	7550
11	20	female	84	1	7	2	0	3	6	5	4	6	1	ur	r	2333	yes	3	6	9	10300
11	20	female	9	6	7	3	1	0	4	5	2	6	1	ur	u	6109	yes	0	4	4	8100
11	20	female	14	4	2	1	5	0	3	6	7	6	1	ur	u	6212	yes	0	3	3	10850
11	20	female	74	0	2	7	4	3	6	5	1	6	1	ur	u	3838	yes	3	6	9	8650
11	20	female	10	0	1	2	5	7	6	3	4	7	0	ur	p	5799	yes	6	3	9	5350
11	20	female	80	2	0	3	5	4	6	7	1	7	1	ur	r	2525	yes	6	7	13	5900
11	20	female	34	4	0	5	3	6	2	7	1	7	1	ur	u	3673	yes	2	7	9	5900
11	20	female	81	4	7	2	0	6	1	5	3	7	1	ur	u	2996	yes	1	5	6	5900
11	20	female	82	4	3	6	7	0	2	1	5	7	1	ur	u	3004	yes	2	1	3	4800
