"TaskType" "subj" "block" "list" "trialnumber" "length" "serpos" "word" "writtenSP" "outputorder" "TaskTypeKnow"
"Unknown" 14 3 4 52 12 8 "dreadful" -1 -1 0
"Unknown" 14 3 4 52 12 9 "concern" -1 -1 0
"Unknown" 14 3 4 52 12 10 "instant" 10 1 0
"Unknown" 14 3 4 52 12 11 "admit" 11 2 0
"Unknown" 14 3 4 52 12 12 "couple" 12 3 0
"Unknown" 14 3 5 53 15 1 "slumber" -1 -1 0
"Unknown" 14 3 5 53 15 2 "organ" -1 -1 0
"Unknown" 14 3 5 53 15 3 "railway" -1 -1 0
"Unknown" 14 3 5 53 15 4 "handle" -1 -1 0
"Unknown" 14 3 5 53 15 5 "extreme" -1 -1 0
"Unknown" 14 3 5 53 15 6 "mother" -1 -1 0
"Unknown" 14 3 5 53 15 7 "sacred" -1 -1 0
"Unknown" 14 3 5 53 15 8 "support" -1 -1 0
"Unknown" 14 3 5 53 15 9 "income" -1 -1 0
"Unknown" 14 3 5 53 15 10 "even" -1 -1 0
"Unknown" 14 3 5 53 15 11 "preserve" 11 1 0
"Unknown" 14 3 5 53 15 12 "hatred" 12 2 0
"Unknown" 14 3 5 53 15 13 "feeling" 14 4 0
"Unknown" 14 3 5 53 15 14 "angel" 13 3 0
"Unknown" 14 3 5 53 15 15 "castle" 15 5 0
"Unknown" 14 3 6 54 4 1 "worthy" 1 1 0
"Unknown" 14 3 6 54 4 2 "chairman" 2 2 0
"Unknown" 14 3 6 54 4 3 "congress" 3 3 0
"Unknown" 14 3 6 54 4 4 "squirrel" 4 4 0
"Unknown" 14 3 7 55 1 1 "afford" 1 1 0
"Unknown" 14 3 8 56 4 1 "program" 1 1 0
"Unknown" 14 3 8 56 4 2 "creature" 2 2 0
"Unknown" 14 3 8 56 4 3 "liquor" 3 3 0
"Unknown" 14 3 8 56 4 4 "stomach" 4 4 0
"Unknown" 14 3 9 57 5 1 "human" 1 1 0
"Unknown" 14 3 9 57 5 2 "amount" 2 2 0
"Unknown" 14 3 9 57 5 3 "forget" 3 3 0
"Unknown" 14 3 9 57 5 4 "salad" 4 4 0
"Unknown" 14 3 9 57 5 5 "assault" 5 5 0
"Unknown" 14 3 10 58 6 1 "surface" 1 1 0
"Unknown" 14 3 10 58 6 2 "medal" -1 -1 0
"Unknown" 14 3 10 58 6 3 "master" 2 2 0
"Unknown" 14 3 10 58 6 4 "costume" 3 3 0
"Unknown" 14 3 10 58 6 5 "foreign" 5 4 0
"Unknown" 14 3 10 58 6 6 "daylight" 6 5 0
"Unknown" 14 3 11 59 8 1 "mostly" 1 1 0
"Unknown" 14 3 11 59 8 2 "money" 2 2 0
"Unknown" 14 3 11 59 8 3 "monarch" 3 3 0
"Unknown" 14 3 11 59 8 4 "argue" -1 -1 0
"Unknown" 14 3 11 59 8 5 "wonder" -1 -1 0
"Unknown" 14 3 11 59 8 6 "express" 6 4 0
"Unknown" 14 3 11 59 8 7 "render" 7 5 0
"Unknown" 14 3 11 59 8 8 "custom" 8 6 0
"Unknown" 14 3 12 60 2 1 "today" 1 1 0
"Unknown" 14 3 12 60 2 2 "expose" 2 2 0
"Unknown" 14 3 13 61 1 1 "flourish" 1 1 0
"Unknown" 14 3 14 62 7 1 "battle" 1 1 0
"Unknown" 14 3 14 62 7 2 "upward" 2 2 0
"Unknown" 14 3 14 62 7 3 "deserve" -1 -1 0
"Unknown" 14 3 14 62 7 4 "parlor" -1 -1 0
"Unknown" 14 3 14 62 7 5 "platform" -1 -1 0
"Unknown" 14 3 14 62 7 6 "blanket" -1 -1 0
"Unknown" 14 3 14 62 7 7 "control" 7 4 0
"Unknown" 14 3 15 63 6 1 "nation" -1 -1 0
"Unknown" 14 3 15 63 6 2 "pocket" -1 -1 0
"Unknown" 14 3 15 63 6 3 "purchase" 3 1 0
"Unknown" 14 3 15 63 6 4 "invent" 4 2 0
"Unknown" 14 3 15 63 6 5 "renew" 5 3 0
"Unknown" 14 3 15 63 6 6 "berry" 6 4 0
"Unknown" 14 3 16 64 3 1 "backward" 1 1 0
"Unknown" 14 3 16 64 3 2 "banner" 2 2 0
"Unknown" 14 3 16 64 3 3 "effort" 3 3 0
"Unknown" 14 3 17 65 5 1 "many" 1 1 0
"Unknown" 14 3 17 65 5 2 "southern" 2 2 0
"Unknown" 14 3 17 65 5 3 "cannot" 3 3 0
"Unknown" 14 3 17 65 5 4 "cable" 4 4 0
"Unknown" 14 3 17 65 5 5 "finish" 5 5 0
"Unknown" 14 3 18 66 15 1 "sparrow" -1 -1 0
"Unknown" 14 3 18 66 15 2 "canoe" -1 -1 0
"Unknown" 14 3 18 66 15 3 "native" -1 -1 0
"Unknown" 14 3 18 66 15 4 "allow" -1 -1 0
"Unknown" 14 3 18 66 15 5 "pursuit" -1 -1 0
"Unknown" 14 3 18 66 15 6 "legend" -1 -1 0
"Unknown" 14 3 18 66 15 7 "gentle" -1 -1 0
"Unknown" 14 3 18 66 15 8 "embrace" -1 -1 0
"Unknown" 14 3 18 66 15 9 "jealous" -1 -1 0
"Unknown" 14 3 18 66 15 10 "diet" -1 -1 0
"Unknown" 14 3 18 66 15 11 "assume" -1 -1 0
"Unknown" 14 3 18 66 15 12 "madam" 12 1 0
"Unknown" 14 3 18 66 15 13 "resort" 13 2 0
"Unknown" 14 3 18 66 15 14 "given" 14 3 0
"Unknown" 14 3 18 66 15 15 "invite" 15 4 0
"Unknown" 14 3 19 67 10 1 "butter" -1 -1 0
"Unknown" 14 3 19 67 10 2 "enough" -1 -1 0
"Unknown" 14 3 19 67 10 3 "leather" -1 -1 0
"Unknown" 14 3 19 67 10 4 "accuse" -1 -1 0
"Unknown" 14 3 19 67 10 5 "lily" -1 -1 0
"Unknown" 14 3 19 67 10 6 "senate" -1 -1 0
"Unknown" 14 3 19 67 10 7 "condense" 7 1 0
"Unknown" 14 3 19 67 10 8 "golden" 8 2 0
"Unknown" 14 3 19 67 10 9 "lumber" 9 3 0
"Unknown" 14 3 19 67 10 10 "spider" 10 4 0
"Unknown" 14 3 20 68 6 1 "women" 1 1 0
"Unknown" 14 3 20 68 6 2 "punish" -1 -1 0
"Unknown" 14 3 20 68 6 3 "approach" 2 2 0
"Unknown" 14 3 20 68 6 4 "nephew" 4 4 0
"Unknown" 14 3 20 68 6 5 "funny" 3 3 0
"Unknown" 14 3 20 68 6 6 "velvet" 6 6 0
"Unknown" 14 3 21 69 1 1 "forgive" 1 1 0
"Unknown" 14 3 22 70 3 1 "active" 1 1 0
"Unknown" 14 3 22 70 3 2 "friendly" 2 2 0
"Unknown" 14 3 22 70 3 3 "maybe" 3 3 0
"Unknown" 14 3 23 71 12 1 "oblige" -1 -1 0
"Unknown" 14 3 23 71 12 2 "until" -1 -1 0
"Unknown" 14 3 23 71 12 3 "attack" -1 -1 0
"Unknown" 14 3 23 71 12 4 "compare" -1 -1 0
"Unknown" 14 3 23 71 12 5 "artist" -1 -1 0
"Unknown" 14 3 23 71 12 6 "firmly" 1 1 0
"Unknown" 14 3 23 71 12 7 "outside" -1 -1 0
"Unknown" 14 3 23 71 12 8 "navy" -1 -1 0
"Unknown" 14 3 23 71 12 9 "become" -1 -1 0
"Unknown" 14 3 23 71 12 10 "abuse" 11 2 0
"Unknown" 14 3 23 71 12 11 "impose" -1 -1 0
"Unknown" 14 3 23 71 12 12 "absent" 12 3 0
"Unknown" 14 3 24 72 7 1 "occur" -1 -1 0
"Unknown" 14 3 24 72 7 2 "event" -1 -1 0
"Unknown" 14 3 24 72 7 3 "failure" 3 1 0
"Unknown" 14 3 24 72 7 4 "lively" -1 -1 0
"Unknown" 14 3 24 72 7 5 "lovely" 5 2 0
"Unknown" 14 3 24 72 7 6 "science" 6 3 0
"Unknown" 14 3 24 72 7 7 "worker" 7 4 0
"Unknown" 14 4 1 73 4 1 "possess" 1 1 0
"Unknown" 14 4 1 73 4 2 "duty" 2 2 0
"Unknown" 14 4 1 73 4 3 "merit" 3 3 0
"Unknown" 14 4 1 73 4 4 "really" 4 4 0
"Unknown" 14 4 2 74 15 1 "aboard" -1 -1 0
"Unknown" 14 4 2 74 15 2 "whistle" -1 -1 0
"Unknown" 14 4 2 74 15 3 "jacket" -1 -1 0
"Unknown" 14 4 2 74 15 4 "handsome" -1 -1 0
"Unknown" 14 4 2 74 15 5 "fiercely" -1 -1 0
"Unknown" 14 4 2 74 15 6 "extra" -1 -1 0
"Unknown" 14 4 2 74 15 7 "procure" -1 -1 0
"Unknown" 14 4 2 74 15 8 "hostile" -1 -1 0
"Unknown" 14 4 2 74 15 9 "table" -1 -1 0
"Unknown" 14 4 2 74 15 10 "hero" -1 -1 0
"Unknown" 14 4 2 74 15 11 "inside" -1 -1 0
"Unknown" 14 4 2 74 15 12 "elbow" -1 -1 0
"Unknown" 14 4 2 74 15 13 "frontier" -1 -1 0
"Unknown" 14 4 2 74 15 14 "painter" 14 1 0
"Unknown" 14 4 2 74 15 15 "despair" 15 2 0
"Unknown" 14 4 3 75 8 1 "other" -1 -1 0
"Unknown" 14 4 3 75 8 2 "coffee" -1 -1 0
"Unknown" 14 4 3 75 8 3 "temple" -1 -1 0
"Unknown" 14 4 3 75 8 4 "muscle" -1 -1 0
"Unknown" 14 4 3 75 8 5 "dislike" 5 1 0
"Unknown" 14 4 3 75 8 6 "always" 6 2 0
"Unknown" 14 4 3 75 8 7 "sunset" 7 3 0
"Unknown" 14 4 3 75 8 8 "pony" 8 4 0
"Unknown" 14 4 4 76 3 1 "happy" 1 1 0
"Unknown" 14 4 4 76 3 2 "football" 2 2 0
"Unknown" 14 4 4 76 3 3 "sorrow" 3 3 0
"Unknown" 14 4 5 77 15 1 "assure" -1 -1 0
"Unknown" 14 4 5 77 15 2 "wedding" -1 -1 0
"Unknown" 14 4 5 77 15 3 "crystal" -1 -1 0
"Unknown" 14 4 5 77 15 4 "summer" -1 -1 0
"Unknown" 14 4 5 77 15 5 "envy" -1 -1 0
"Unknown" 14 4 5 77 15 6 "powder" -1 -1 0
"Unknown" 14 4 5 77 15 7 "cottage" -1 -1 0
"Unknown" 14 4 5 77 15 8 "olive" -1 -1 0
"Unknown" 14 4 5 77 15 9 "lazy" -1 -1 0
"Unknown" 14 4 5 77 15 10 "carriage" -1 -1 0
"Unknown" 14 4 5 77 15 11 "scatter" -1 -1 0
"Unknown" 14 4 5 77 15 12 "except" 12 1 0
"Unknown" 14 4 5 77 15 13 "enforce" 13 2 0
"Unknown" 14 4 5 77 15 14 "lying" 14 3 0
"Unknown" 14 4 5 77 15 15 "soldier" 15 4 0
"Unknown" 14 4 6 78 10 1 "tumble" -1 -1 0
"Unknown" 14 4 6 78 10 2 "partner" -1 -1 0
"Unknown" 14 4 6 78 10 3 "novel" -1 -1 0
"Unknown" 14 4 6 78 10 4 "perfect" -1 -1 0
"Unknown" 14 4 6 78 10 5 "courage" -1 -1 0
"Unknown" 14 4 6 78 10 6 "function" -1 -1 0
"Unknown" 14 4 6 78 10 7 "student" 6 1 0
"Unknown" 14 4 6 78 10 8 "relief" 8 2 0
"Unknown" 14 4 6 78 10 9 "display" 9 3 0
"Unknown" 14 4 6 78 10 10 "cellar" 10 4 0
"Unknown" 14 4 7 79 12 1 "poem" -1 -1 0
"Unknown" 14 4 7 79 12 2 "revenge" -1 -1 0
"Unknown" 14 4 7 79 12 3 "simple" -1 -1 0
"Unknown" 14 4 7 79 12 4 "erect" -1 -1 0
"Unknown" 14 4 7 79 12 5 "kindly" -1 -1 0
"Unknown" 14 4 7 79 12 6 "sparkle" -1 -1 0
"Unknown" 14 4 7 79 12 7 "aside" -1 -1 0
"Unknown" 14 4 7 79 12 8 "virtue" -1 -1 0
"Unknown" 14 4 7 79 12 9 "commerce" -1 -1 0
"Unknown" 14 4 7 79 12 10 "shaken" 10 2 0
"Unknown" 14 4 7 79 12 11 "famous" 11 3 0
"Unknown" 14 4 7 79 12 12 "connect" 12 4 0
"Unknown" 14 4 8 80 5 1 "happen" 1 1 0
"Unknown" 14 4 8 80 5 2 "fever" 2 2 0
"Unknown" 14 4 8 80 5 3 "arrive" 3 3 0
"Unknown" 14 4 8 80 5 4 "summon" 4 4 0
"Unknown" 14 4 8 80 5 5 "image" 5 5 0
"Unknown" 14 4 9 81 6 1 "letter" 1 1 0
"Unknown" 14 4 9 81 6 2 "canal" 2 2 0
"Unknown" 14 4 9 81 6 3 "although" -1 -1 0
"Unknown" 14 4 9 81 6 4 "thunder" 3 3 0
"Unknown" 14 4 9 81 6 5 "planet" -1 -1 0
"Unknown" 14 4 9 81 6 6 "servant" 6 4 0
"Unknown" 14 4 10 82 7 1 "surely" -1 -1 0
"Unknown" 14 4 10 82 7 2 "advise" -1 -1 0
"Unknown" 14 4 10 82 7 3 "offence" -1 -1 0
"Unknown" 14 4 10 82 7 4 "reckless" -1 -1 0
"Unknown" 14 4 10 82 7 5 "farther" 5 1 0
"Unknown" 14 4 10 82 7 6 "distance" 6 2 0
"Unknown" 14 4 10 82 7 7 "monster" 7 3 0
"Unknown" 14 4 11 83 2 1 "confine" 1 1 0
"Unknown" 14 4 11 83 2 2 "weapon" 2 2 0
"Unknown" 14 4 12 84 5 1 "over" 1 1 0
"Unknown" 14 4 12 84 5 2 "precious" 2 2 0
"Unknown" 14 4 12 84 5 3 "induce" 3 3 0
"Unknown" 14 4 12 84 5 4 "direct" 4 4 0
"Unknown" 14 4 12 84 5 5 "single" 5 5 0
"Unknown" 14 4 13 85 1 1 "liquid" 1 1 0
"Unknown" 14 4 14 86 8 1 "project" -1 -1 0
"Unknown" 14 4 14 86 8 2 "nothing" -1 -1 0
"Unknown" 14 4 14 86 8 3 "inner" 5 1 0
"Unknown" 14 4 14 86 8 4 "orange" -1 -1 0
"Unknown" 14 4 14 86 8 5 "danger" -1 -1 0
"Unknown" 14 4 14 86 8 6 "lightly" 6 2 0
"Unknown" 14 4 14 86 8 7 "fairly" 7 3 0
"Unknown" 14 4 14 86 8 8 "northern" 8 4 0
"Unknown" 14 4 15 87 4 1 "lucky" 1 1 0
"Unknown" 14 4 15 87 4 2 "endure" 2 2 0
"Unknown" 14 4 15 87 4 3 "building" 3 3 0
"Unknown" 14 4 15 87 4 4 "dispose" 4 4 0
"Unknown" 14 4 16 88 2 1 "private" 1 1 0
"Unknown" 14 4 16 88 2 2 "mighty" 2 2 0
"Unknown" 15 1 1 1 4 1 "stocking" 1 1 0
"Unknown" 15 1 1 1 4 2 "player" 2 2 0
"Unknown" 15 1 1 1 4 3 "genius" 3 3 0
"Unknown" 15 1 1 1 4 4 "scarcely" 4 4 0
"Unknown" 15 1 2 2 12 1 "charming" -1 -1 0
"Unknown" 15 1 2 2 12 2 "swallow" 1 1 0
"Unknown" 15 1 2 2 12 3 "marriage" 2 2 0
"Unknown" 15 1 2 2 12 4 "excess" -1 -1 0
"Unknown" 15 1 2 2 12 5 "plainly" -1 -1 0
"Unknown" 15 1 2 2 12 6 "practice" -1 -1 0
"Unknown" 15 1 2 2 12 7 "inquire" -1 -1 0
"Unknown" 15 1 2 2 12 8 "ascend" -1 -1 0
"Unknown" 15 1 2 2 12 9 "welfare" -1 -1 0
"Unknown" 15 1 2 2 12 10 "gallant" -1 -1 0
"Unknown" 15 1 2 2 12 11 "regret" 12 3 0
"Unknown" 15 1 2 2 12 12 "chapter" 13 4 0
"Unknown" 15 1 3 3 5 1 "grateful" 1 1 0
"Unknown" 15 1 3 3 5 2 "partner" 2 2 0
"Unknown" 15 1 3 3 5 3 "closet" 3 3 0
"Unknown" 15 1 3 3 5 4 "captive" 4 4 0
"Unknown" 15 1 3 3 5 5 "heaven" 5 5 0
"Unknown" 15 1 4 4 1 1 "entire" 1 1 0
"Unknown" 15 1 5 5 8 1 "robin" 1 1 0
"Unknown" 15 1 5 5 8 2 "mother" 2 2 0
"Unknown" 15 1 5 5 8 3 "movie" 3 3 0
"Unknown" 15 1 5 5 8 4 "early" -1 -1 0
"Unknown" 15 1 5 5 8 5 "suspect" -1 -1 0
"Unknown" 15 1 5 5 8 6 "costly" -1 -1 0
"Unknown" 15 1 5 5 8 7 "olive" -1 -1 0
"Unknown" 15 1 5 5 8 8 "cheerful" 8 4 0
"Unknown" 15 1 6 6 1 1 "senate" 1 1 0
"Unknown" 15 1 7 7 8 1 "almost" 1 1 0
"Unknown" 15 1 7 7 8 2 "digest" 3 3 0
"Unknown" 15 1 7 7 8 3 "candy" 4 4 0
"Unknown" 15 1 7 7 8 4 "steamer" 7 5 0
"Unknown" 15 1 7 7 8 5 "labor" -1 -1 0
"Unknown" 15 1 7 7 8 6 "empty" 2 2 0
"Unknown" 15 1 7 7 8 7 "project" -1 -1 0
"Unknown" 15 1 7 7 8 8 "complain" 8 6 0
"Unknown" 15 1 8 8 7 1 "protest" 1 1 0
"Unknown" 15 1 8 8 7 2 "daylight" -1 -1 0
"Unknown" 15 1 8 8 7 3 "contents" -1 -1 0
"Unknown" 15 1 8 8 7 4 "climate" 2 2 0
"Unknown" 15 1 8 8 7 5 "achieve" 5 3 0
"Unknown" 15 1 8 8 7 6 "degree" 6 4 0
"Unknown" 15 1 8 8 7 7 "impose" 7 5 0
"Unknown" 15 1 9 9 6 1 "daughter" 1 1 0
"Unknown" 15 1 9 9 6 2 "crazy" 2 2 0
"Unknown" 15 1 9 9 6 3 "differ" 3 3 0
"Unknown" 15 1 9 9 6 4 "kitchen" -1 -1 0
"Unknown" 15 1 9 9 6 5 "debate" -1 -1 0
"Unknown" 15 1 9 9 6 6 "package" 6 4 0
"Unknown" 15 1 10 10 15 1 "conceal" -1 -1 0
"Unknown" 15 1 10 10 15 2 "velvet" -1 -1 0
"Unknown" 15 1 10 10 15 3 "women" -1 -1 0
"Unknown" 15 1 10 10 15 4 "above" -1 -1 0
"Unknown" 15 1 10 10 15 5 "mountain" -1 -1 0
"Unknown" 15 1 10 10 15 6 "candle" -1 -1 0
"Unknown" 15 1 10 10 15 7 "canal" -1 -1 0
"Unknown" 15 1 10 10 15 8 "prevent" -1 -1 0
"Unknown" 15 1 10 10 15 9 "artist" -1 -1 0
"Unknown" 15 1 10 10 15 10 "platform" -1 -1 0
"Unknown" 15 1 10 10 15 11 "creature" -1 -1 0
"Unknown" 15 1 10 10 15 12 "locate" -1 -1 0
"Unknown" 15 1 10 10 15 13 "western" 13 1 0
"Unknown" 15 1 10 10 15 14 "apart" 15 3 0
"Unknown" 15 1 10 10 15 15 "voyage" 14 2 0
"Unknown" 15 1 11 11 7 1 "notion" 1 1 0
"Unknown" 15 1 11 11 7 2 "ideal" 3 3 0
"Unknown" 15 1 11 11 7 3 "protect" 2 2 0
"Unknown" 15 1 11 11 7 4 "chosen" -1 -1 0
"Unknown" 15 1 11 11 7 5 "invade" -1 -1 0
"Unknown" 15 1 11 11 7 6 "hardly" 7 4 0
"Unknown" 15 1 11 11 7 7 "jolly" -1 -1 0
"Unknown" 15 1 12 12 2 1 "prayer" 1 1 0
"Unknown" 15 1 12 12 2 2 "fallen" 2 2 0
"Unknown" 15 1 13 13 10 1 "instinct" 1 1 0
"Unknown" 15 1 13 13 10 2 "person" -1 -1 0
"Unknown" 15 1 13 13 10 3 "worship" 4 2 0
"Unknown" 15 1 13 13 10 4 "below" -1 -1 0
"Unknown" 15 1 13 13 10 5 "mainly" -1 -1 0
"Unknown" 15 1 13 13 10 6 "hammer" -1 -1 0
"Unknown" 15 1 13 13 10 7 "desire" -1 -1 0
"Unknown" 15 1 13 13 10 8 "exclaim" -1 -1 0
"Unknown" 15 1 13 13 10 9 "modern" 9 3 0
"Unknown" 15 1 13 13 10 10 "member" 10 4 0
"Unknown" 15 1 14 14 5 1 "wagon" 1 1 0
"Unknown" 15 1 14 14 5 2 "against" 2 2 0
"Unknown" 15 1 14 14 5 3 "hostile" 3 3 0
"Unknown" 15 1 14 14 5 4 "deadly" 4 4 0
"Unknown" 15 1 14 14 5 5 "offer" 5 5 0
"Unknown" 15 1 15 15 12 1 "career" 1 1 0
"Unknown" 15 1 15 15 12 2 "police" 2 2 0
"Unknown" 15 1 15 15 12 3 "abuse" -1 -1 0
"Unknown" 15 1 15 15 12 4 "punish" 3 3 0
"Unknown" 15 1 15 15 12 5 "ticket" -1 -1 0
"Unknown" 15 1 15 15 12 6 "renew" -1 -1 0
"Unknown" 15 1 15 15 12 7 "busy" -1 -1 0
"Unknown" 15 1 15 15 12 8 "rival" -1 -1 0
"Unknown" 15 1 15 15 12 9 "frozen" -1 -1 0
"Unknown" 15 1 15 15 12 10 "willow" -1 -1 0
"Unknown" 15 1 15 15 12 11 "although" -1 -1 0
"Unknown" 15 1 15 15 12 12 "diamond" 12 4 0
"Unknown" 15 1 16 16 2 1 "passion" 1 1 0
"Unknown" 15 1 16 16 2 2 "kindness" 2 2 0
"Unknown" 15 1 17 17 10 1 "supreme" 1 1 0
"Unknown" 15 1 17 17 10 2 "behold" 2 2 0
"Unknown" 15 1 17 17 10 3 "painter" -1 -1 0
"Unknown" 15 1 17 17 10 4 "summer" -1 -1 0
"Unknown" 15 1 17 17 10 5 "spider" 3 3 0
"Unknown" 15 1 17 17 10 6 "swiftly" -1 -1 0
"Unknown" 15 1 17 17 10 7 "revenge" -1 -1 0
"Unknown" 15 1 17 17 10 8 "upon" -1 -1 0
"Unknown" 15 1 17 17 10 9 "berry" 9 4 0
"Unknown" 15 1 17 17 10 10 "jersey" 10 5 0
"Unknown" 15 1 18 18 3 1 "exhaust" 1 1 0
"Unknown" 15 1 18 18 3 2 "body" 2 2 0
"Unknown" 15 1 18 18 3 3 "pitcher" 3 3 0
"Unknown" 15 1 19 19 3 1 "angle" 1 1 0
"Unknown" 15 1 19 19 3 2 "harvest" 2 2 0
"Unknown" 15 1 19 19 3 3 "offence" 3 3 0
"Unknown" 15 1 20 20 6 1 "inside" 1 1 0
"Unknown" 15 1 20 20 6 2 "valley" 2 2 0
"Unknown" 15 1 20 20 6 3 "eagle" 4 4 0
"Unknown" 15 1 20 20 6 4 "captain" 3 3 0
"Unknown" 15 1 20 20 6 5 "defend" 5 5 0
"Unknown" 15 1 20 20 6 6 "fatal" -1 -1 0
"Unknown" 15 1 21 21 4 1 "permit" 1 1 0
"Unknown" 15 1 21 21 4 2 "parent" 2 2 0
"Unknown" 15 1 21 21 4 3 "perish" 3 3 0
"Unknown" 15 1 21 21 4 4 "whistle" 4 4 0
"Unknown" 15 1 22 22 15 1 "happen" 1 1 0
"Unknown" 15 1 22 22 15 2 "conflict" -1 -1 0
"Unknown" 15 1 22 22 15 3 "reckon" -1 -1 0
"Unknown" 15 1 22 22 15 4 "teacher" 2 2 0
"Unknown" 15 1 22 22 15 5 "collar" -1 -1 0
"Unknown" 15 1 22 22 15 6 "rabbit" -1 -1 0
"Unknown" 15 1 22 22 15 7 "dispose" -1 -1 0
"Unknown" 15 1 22 22 15 8 "better" -1 -1 0
"Unknown" 15 1 22 22 15 9 "awhile" -1 -1 0
"Unknown" 15 1 22 22 15 10 "alter" -1 -1 0
"Unknown" 15 1 22 22 15 11 "summon" -1 -1 0
"Unknown" 15 1 22 22 15 12 "football" -1 -1 0
"Unknown" 15 1 22 22 15 13 "novel" -1 -1 0
"Unknown" 15 1 22 22 15 14 "slowly" 14 3 0
"Unknown" 15 1 22 22 15 15 "preserve" 15 4 0
"Unknown" 15 1 23 23 7 1 "naked" 1 1 0
"Unknown" 15 1 23 23 7 2 "listen" -1 -1 0
"Unknown" 15 1 23 23 7 3 "resolve" -1 -1 0
"Unknown" 15 1 23 23 7 4 "lecture" 2 2 0
"Unknown" 15 1 23 23 7 5 "perceive" 5 3 0
"Unknown" 15 1 23 23 7 6 "wonder" 6 4 0
"Unknown" 15 1 23 23 7 7 "admit" 7 5 0
"Unknown" 15 1 24 24 12 1 "expose" -1 -1 0
"Unknown" 15 1 24 24 12 2 "present" -1 -1 0
"Unknown" 15 1 24 24 12 3 "many" -1 -1 0
"Unknown" 15 1 24 24 12 4 "suppose" -1 -1 0
"Unknown" 15 1 24 24 12 5 "major" 10 1 0
"Unknown" 15 1 24 24 12 6 "often" -1 -1 0
"Unknown" 15 1 24 24 12 7 "rubber" -1 -1 0
"Unknown" 15 1 24 24 12 8 "oblige" -1 -1 0
"Unknown" 15 1 24 24 12 9 "perfect" -1 -1 0
"Unknown" 15 1 24 24 12 10 "maintain" -1 -1 0
"Unknown" 15 1 24 24 12 11 "other" 11 2 0
"Unknown" 15 1 24 24 12 12 "largely" 12 3 0
"Unknown" 15 2 1 25 10 1 "pony" 1 1 0
"Unknown" 15 2 1 25 10 2 "attack" -1 -1 0
"Unknown" 15 2 1 25 10 3 "rattle" 2 2 0
"Unknown" 15 2 1 25 10 4 "beyond" -1 -1 0
"Unknown" 15 2 1 25 10 5 "odor" -1 -1 0
"Unknown" 15 2 1 25 10 6 "engage" -1 -1 0
"Unknown" 15 2 1 25 10 7 "prison" -1 -1 0
"Unknown" 15 2 1 25 10 8 "business" 8 3 0
"Unknown" 15 2 1 25 10 9 "reckless" 9 4 0
"Unknown" 15 2 1 25 10 10 "submit" 10 5 0
"Unknown" 15 2 2 26 2 1 "portion" 1 1 0
"Unknown" 15 2 2 26 2 2 "justice" 2 2 0
"Unknown" 15 2 3 27 6 1 "ago" 1 1 0
"Unknown" 15 2 3 27 6 2 "delight" 2 2 0
"Unknown" 15 2 3 27 6 3 "sacred" 3 3 0
"Unknown" 15 2 3 27 6 4 "series" 4 4 0
"Unknown" 15 2 3 27 6 5 "dirty" -1 -1 0
"Unknown" 15 2 3 27 6 6 "figure" 6 5 0
"Unknown" 15 2 4 28 2 1 "money" 1 1 0
"Unknown" 15 2 4 28 2 2 "master" 2 2 0
"Unknown" 15 2 5 29 1 1 "number" 1 1 0
"Unknown" 15 2 6 30 8 1 "kitten" 1 1 0
"Unknown" 15 2 6 30 8 2 "inspire" 2 2 0
"Unknown" 15 2 6 30 8 3 "confirm" -1 -1 0
"Unknown" 15 2 6 30 8 4 "approach" 6 3 0
"Unknown" 15 2 6 30 8 5 "saddle" -1 -1 0
"Unknown" 15 2 6 30 8 6 "paper" -1 -1 0
"Unknown" 15 2 6 30 8 7 "belief" 7 4 0
"Unknown" 15 2 6 30 8 8 "muscle" 8 5 0
"Unknown" 15 2 7 31 7 1 "distance" 1 1 0
"Unknown" 15 2 7 31 7 2 "occur" -1 -1 0
"Unknown" 15 2 7 31 7 3 "afford" 5 3 0
"Unknown" 15 2 7 31 7 4 "error" 2 2 0
"Unknown" 15 2 7 31 7 5 "able" -1 -1 0
"Unknown" 15 2 7 31 7 6 "luster" 6 4 0
"Unknown" 15 2 7 31 7 7 "proclaim" 7 5 0
"Unknown" 15 2 8 32 5 1 "prospect" 1 1 0
"Unknown" 15 2 8 32 5 2 "receipt" 2 2 0
"Unknown" 15 2 8 32 5 3 "message" -1 -1 0
"Unknown" 15 2 8 32 5 4 "foolish" 4 3 0
"Unknown" 15 2 8 32 5 5 "devil" 5 4 0
"Unknown" 15 2 9 33 4 1 "immense" 1 1 0
"Unknown" 15 2 9 33 4 2 "upper" 2 2 0
"Unknown" 15 2 9 33 4 3 "powder" 3 3 0
"Unknown" 15 2 9 33 4 4 "bureau" 4 4 0
"Unknown" 15 2 10 34 5 1 "party" 1 1 0
"Unknown" 15 2 10 34 5 2 "public" 2 2 0
"Unknown" 15 2 10 34 5 3 "being" 3 3 0
"Unknown" 15 2 10 34 5 4 "normal" 4 4 0
"Unknown" 15 2 10 34 5 5 "travel" 5 5 0
"Unknown" 15 2 11 35 10 1 "trifle" 1 1 0
"Unknown" 15 2 11 35 10 2 "advance" -1 -1 0
"Unknown" 15 2 11 35 10 3 "perfume" -1 -1 0
"Unknown" 15 2 11 35 10 4 "sunset" -1 -1 0
"Unknown" 15 2 11 35 10 5 "awful" -1 -1 0
"Unknown" 15 2 11 35 10 6 "oppose" -1 -1 0
