"Knownlength" "subj" "block" "list" "trialnumber" "length" "serpos" "word" "outputorder" "LengthKnow"
"Known" 1 4 13 85 15 1 "present" -1 1
"Known" 1 4 13 85 15 2 "disease" -1 1
"Known" 1 4 13 85 15 3 "impose" -1 1
"Known" 1 4 13 85 15 4 "rural" -1 1
"Known" 1 4 13 85 15 5 "luster" 3 1
"Known" 1 4 13 85 15 6 "friendly" 5 1
"Known" 1 4 13 85 15 7 "afford" -1 1
"Known" 1 4 13 85 15 8 "master" -1 1
"Known" 1 4 13 85 15 9 "locate" -1 1
"Known" 1 4 13 85 15 10 "insult" -1 1
"Known" 1 4 13 85 15 11 "liquor" -1 1
"Known" 1 4 13 85 15 12 "await" 4 1
"Known" 1 4 13 85 15 13 "except" -1 1
"Known" 1 4 13 85 15 14 "powder" 2 1
"Known" 1 4 13 85 15 15 "blessing" 1 1
"Known" 1 4 14 86 15 1 "acre" 6 1
"Known" 1 4 14 86 15 2 "divine" -1 1
"Known" 1 4 14 86 15 3 "cattle" -1 1
"Known" 1 4 14 86 15 4 "person" -1 1
"Known" 1 4 14 86 15 5 "advise" -1 1
"Known" 1 4 14 86 15 6 "linger" -1 1
"Known" 1 4 14 86 15 7 "open" -1 1
"Known" 1 4 14 86 15 8 "college" 5 1
"Known" 1 4 14 86 15 9 "frozen" 4 1
"Known" 1 4 14 86 15 10 "turkey" 2 1
"Known" 1 4 14 86 15 11 "confine" -1 1
"Known" 1 4 14 86 15 12 "arrest" -1 1
"Known" 1 4 14 86 15 13 "pasture" 3 1
"Known" 1 4 14 86 15 14 "reason" -1 1
"Known" 1 4 14 86 15 15 "pigeon" 1 1
"Known" 1 4 15 87 15 1 "pretty" 4 1
"Known" 1 4 15 87 15 2 "procure" -1 1
"Known" 1 4 15 87 15 3 "twinkle" -1 1
"Known" 1 4 15 87 15 4 "motion" -1 1
"Known" 1 4 15 87 15 5 "distinct" -1 1
"Known" 1 4 15 87 15 6 "novel" -1 1
"Known" 1 4 15 87 15 7 "unknown" -1 1
"Known" 1 4 15 87 15 8 "lower" -1 1
"Known" 1 4 15 87 15 9 "liquid" -1 1
"Known" 1 4 15 87 15 10 "mention" -1 1
"Known" 1 4 15 87 15 11 "linen" -1 1
"Known" 1 4 15 87 15 12 "product" -1 1
"Known" 1 4 15 87 15 13 "inquire" 1 1
"Known" 1 4 15 87 15 14 "moral" 2 1
"Known" 1 4 15 87 15 15 "hunter" 3 1
"Known" 1 4 16 88 15 1 "busy" -1 1
"Known" 1 4 16 88 15 2 "argue" 6 1
"Known" 1 4 16 88 15 3 "forget" 5 1
"Known" 1 4 16 88 15 4 "distress" -1 1
"Known" 1 4 16 88 15 5 "double" -1 1
"Known" 1 4 16 88 15 6 "costly" -1 1
"Known" 1 4 16 88 15 7 "menace" -1 1
"Known" 1 4 16 88 15 8 "farmer" -1 1
"Known" 1 4 16 88 15 9 "berry" -1 1
"Known" 1 4 16 88 15 10 "reflect" -1 1
"Known" 1 4 16 88 15 11 "campaign" -1 1
"Known" 1 4 16 88 15 12 "absent" -1 1
"Known" 1 4 16 88 15 13 "oyster" 1 1
"Known" 1 4 16 88 15 14 "elbow" 2 1
"Known" 1 4 16 88 15 15 "bargain" 3 1
"Known" 2 1 1 1 10 1 "vessel" -1 1
"Known" 2 1 1 1 10 2 "country" -1 1
"Known" 2 1 1 1 10 3 "gently" -1 1
"Known" 2 1 1 1 10 4 "infant" -1 1
"Known" 2 1 1 1 10 5 "bitter" -1 1
"Known" 2 1 1 1 10 6 "unit" -1 1
"Known" 2 1 1 1 10 7 "deserve" 1 1
"Known" 2 1 1 1 10 8 "rubber" -1 1
"Known" 2 1 1 1 10 9 "depart" -1 1
"Known" 2 1 1 1 10 10 "engine" 2 1
"Known" 2 1 2 2 10 1 "lying" 1 1
"Known" 2 1 2 2 10 2 "inquire" -1 1
"Known" 2 1 2 2 10 3 "linger" -1 1
"Known" 2 1 2 2 10 4 "finger" 5 1
"Known" 2 1 2 2 10 5 "offence" 2 1
"Known" 2 1 2 2 10 6 "ocean" -1 1
"Known" 2 1 2 2 10 7 "distress" -1 1
"Known" 2 1 2 2 10 8 "complain" -1 1
"Known" 2 1 2 2 10 9 "sentence" 3 1
"Known" 2 1 2 2 10 10 "province" 4 1
"Known" 2 1 3 3 10 1 "status" -1 1
"Known" 2 1 3 3 10 2 "rocky" 5 1
"Known" 2 1 3 3 10 3 "partner" -1 1
"Known" 2 1 3 3 10 4 "western" 7 1
"Known" 2 1 3 3 10 5 "jolly" 4 1
"Known" 2 1 3 3 10 6 "advise" -1 1
"Known" 2 1 3 3 10 7 "receipt" 3 1
"Known" 2 1 3 3 10 8 "practice" -1 1
"Known" 2 1 3 3 10 9 "orange" 1 1
"Known" 2 1 3 3 10 10 "public" 2 1
"Known" 2 1 4 4 10 1 "answer" -1 1
"Known" 2 1 4 4 10 2 "blessing" 3 1
"Known" 2 1 4 4 10 3 "tumble" -1 1
"Known" 2 1 4 4 10 4 "resign" -1 1
"Known" 2 1 4 4 10 5 "center" -1 1
"Known" 2 1 4 4 10 6 "backward" 2 1
"Known" 2 1 4 4 10 7 "neglect" -1 1
"Known" 2 1 4 4 10 8 "lonely" 1 1
"Known" 2 1 4 4 10 9 "reading" -1 1
"Known" 2 1 4 4 10 10 "minute" -1 1
"Known" 2 1 5 5 10 1 "evening" 4 1
"Known" 2 1 5 5 10 2 "season" 3 1
"Known" 2 1 5 5 10 3 "poem" -1 1
"Known" 2 1 5 5 10 4 "dissolve" -1 1
"Known" 2 1 5 5 10 5 "event" -1 1
"Known" 2 1 5 5 10 6 "compass" -1 1
"Known" 2 1 5 5 10 7 "relief" -1 1
"Known" 2 1 5 5 10 8 "hardly" -1 1
"Known" 2 1 5 5 10 9 "concert" 1 1
"Known" 2 1 5 5 10 10 "rival" 2 1
"Known" 2 1 6 6 10 1 "robber" 6 1
"Known" 2 1 6 6 10 2 "water" -1 1
"Known" 2 1 6 6 10 3 "motor" -1 1
"Known" 2 1 6 6 10 4 "ticket" 5 1
"Known" 2 1 6 6 10 5 "marriage" 3 1
"Known" 2 1 6 6 10 6 "meadow" -1 1
"Known" 2 1 6 6 10 7 "dealer" -1 1
"Known" 2 1 6 6 10 8 "product" 4 1
"Known" 2 1 6 6 10 9 "amid" 1 1
"Known" 2 1 6 6 10 10 "wisdom" 2 1
"Known" 2 1 7 7 10 1 "credit" -1 1
"Known" 2 1 7 7 10 2 "severe" -1 1
"Known" 2 1 7 7 10 3 "exchange" -1 1
"Known" 2 1 7 7 10 4 "upon" -1 1
"Known" 2 1 7 7 10 5 "bottom" -1 1
"Known" 2 1 7 7 10 6 "city" 3 1
"Known" 2 1 7 7 10 7 "stormy" -1 1
"Known" 2 1 7 7 10 8 "basket" 4 1
"Known" 2 1 7 7 10 9 "sparkle" 1 1
"Known" 2 1 7 7 10 10 "suffer" 2 1
"Known" 2 1 8 8 10 1 "rifle" 7 1
"Known" 2 1 8 8 10 2 "control" -1 1
"Known" 2 1 8 8 10 3 "purple" 5 1
"Known" 2 1 8 8 10 4 "surround" -1 1
"Known" 2 1 8 8 10 5 "yellow" 4 1
"Known" 2 1 8 8 10 6 "former" -1 1
"Known" 2 1 8 8 10 7 "admit" -1 1
"Known" 2 1 8 8 10 8 "detail" -1 1
"Known" 2 1 8 8 10 9 "purely" 1 1
"Known" 2 1 8 8 10 10 "pocket" 2 1
"Known" 2 1 9 9 15 1 "daylight" 4 1
"Known" 2 1 9 9 15 2 "channel" -1 1
"Known" 2 1 9 9 15 3 "modest" -1 1
"Known" 2 1 9 9 15 4 "labor" -1 1
"Known" 2 1 9 9 15 5 "luster" -1 1
"Known" 2 1 9 9 15 6 "castle" -1 1
"Known" 2 1 9 9 15 7 "cherry" -1 1
"Known" 2 1 9 9 15 8 "naked" -1 1
"Known" 2 1 9 9 15 9 "absorb" -1 1
"Known" 2 1 9 9 15 10 "confess" -1 1
"Known" 2 1 9 9 15 11 "ago" -1 1
"Known" 2 1 9 9 15 12 "northern" -1 1
"Known" 2 1 9 9 15 13 "trifle" 3 1
"Known" 2 1 9 9 15 14 "single" 1 1
"Known" 2 1 9 9 15 15 "question" 2 1
"Known" 2 1 10 10 15 1 "uncle" -1 1
"Known" 2 1 10 10 15 2 "attain" -1 1
"Known" 2 1 10 10 15 3 "handle" -1 1
"Known" 2 1 10 10 15 4 "party" -1 1
"Known" 2 1 10 10 15 5 "prevent" -1 1
"Known" 2 1 10 10 15 6 "consist" -1 1
"Known" 2 1 10 10 15 7 "comfort" -1 1
"Known" 2 1 10 10 15 8 "swallow" -1 1
"Known" 2 1 10 10 15 9 "retreat" -1 1
"Known" 2 1 10 10 15 10 "summon" -1 1
"Known" 2 1 10 10 15 11 "crystal" 3 1
"Known" 2 1 10 10 15 12 "creature" -1 1
"Known" 2 1 10 10 15 13 "remind" -1 1
"Known" 2 1 10 10 15 14 "awake" 1 1
"Known" 2 1 10 10 15 15 "darling" 2 1
"Known" 2 1 11 11 15 1 "silver" -1 1
"Known" 2 1 11 11 15 2 "mayor" -1 1
"Known" 2 1 11 11 15 3 "sprinkle" -1 1
"Known" 2 1 11 11 15 4 "furnish" -1 1
"Known" 2 1 11 11 15 5 "message" -1 1
"Known" 2 1 11 11 15 6 "accord" -1 1
"Known" 2 1 11 11 15 7 "notion" -1 1
"Known" 2 1 11 11 15 8 "aside" -1 1
"Known" 2 1 11 11 15 9 "story" 1 1
"Known" 2 1 11 11 15 10 "maker" -1 1
"Known" 2 1 11 11 15 11 "unknown" 4 1
"Known" 2 1 11 11 15 12 "suspect" 2 1
"Known" 2 1 11 11 15 13 "simple" -1 1
"Known" 2 1 11 11 15 14 "begin" -1 1
"Known" 2 1 11 11 15 15 "stagger" 3 1
"Known" 2 1 12 12 15 1 "enough" -1 1
"Known" 2 1 12 12 15 2 "hostile" -1 1
"Known" 2 1 12 12 15 3 "member" -1 1
"Known" 2 1 12 12 15 4 "await" -1 1
"Known" 2 1 12 12 15 5 "better" -1 1
"Known" 2 1 12 12 15 6 "gravely" -1 1
"Known" 2 1 12 12 15 7 "delay" -1 1
"Known" 2 1 12 12 15 8 "hungry" 6 1
"Known" 2 1 12 12 15 9 "funeral" 2 1
"Known" 2 1 12 12 15 10 "station" -1 1
"Known" 2 1 12 12 15 11 "fallen" 1 1
"Known" 2 1 12 12 15 12 "even" 5 1
"Known" 2 1 12 12 15 13 "direct" 3 1
"Known" 2 1 12 12 15 14 "assure" -1 1
"Known" 2 1 12 12 15 15 "income" 4 1
"Known" 2 1 13 13 15 1 "exclaim" 7 1
"Known" 2 1 13 13 15 2 "publish" 4 1
"Known" 2 1 13 13 15 3 "climate" -1 1
"Known" 2 1 13 13 15 4 "under" -1 1
"Known" 2 1 13 13 15 5 "motion" 5 1
"Known" 2 1 13 13 15 6 "agent" -1 1
"Known" 2 1 13 13 15 7 "willow" -1 1
"Known" 2 1 13 13 15 8 "sailor" 8 1
"Known" 2 1 13 13 15 9 "busy" -1 1
"Known" 2 1 13 13 15 10 "darkness" -1 1
"Known" 2 1 13 13 15 11 "above" -1 1
"Known" 2 1 13 13 15 12 "future" 6 1
"Known" 2 1 13 13 15 13 "garment" 1 1
"Known" 2 1 13 13 15 14 "legend" 2 1
"Known" 2 1 13 13 15 15 "movie" 3 1
"Known" 2 1 14 14 15 1 "mistress" -1 1
"Known" 2 1 14 14 15 2 "wooden" -1 1
"Known" 2 1 14 14 15 3 "shortly" -1 1
"Known" 2 1 14 14 15 4 "indeed" 3 1
"Known" 2 1 14 14 15 5 "candle" -1 1
"Known" 2 1 14 14 15 6 "commerce" -1 1
"Known" 2 1 14 14 15 7 "destroy" -1 1
"Known" 2 1 14 14 15 8 "occur" -1 1
"Known" 2 1 14 14 15 9 "mention" 4 1
"Known" 2 1 14 14 15 10 "instant" -1 1
"Known" 2 1 14 14 15 11 "intend" -1 1
"Known" 2 1 14 14 15 12 "flourish" 5 1
"Known" 2 1 14 14 15 13 "away" -1 1
"Known" 2 1 14 14 15 14 "barely" 1 1
"Known" 2 1 14 14 15 15 "almost" 2 1
"Known" 2 1 15 15 15 1 "suggest" -1 1
"Known" 2 1 15 15 15 2 "senate" -1 1
"Known" 2 1 15 15 15 3 "digest" -1 1
"Known" 2 1 15 15 15 4 "earnest" -1 1
"Known" 2 1 15 15 15 5 "pasture" 3 1
"Known" 2 1 15 15 15 6 "enter" -1 1
"Known" 2 1 15 15 15 7 "balance" -1 1
"Known" 2 1 15 15 15 8 "union" -1 1
"Known" 2 1 15 15 15 9 "nephew" 4 1
"Known" 2 1 15 15 15 10 "carbon" -1 1
"Known" 2 1 15 15 15 11 "calmly" -1 1
"Known" 2 1 15 15 15 12 "island" -1 1
"Known" 2 1 15 15 15 13 "contest" 2 1
"Known" 2 1 15 15 15 14 "flatter" 5 1
"Known" 2 1 15 15 15 15 "prayer" 1 1
"Known" 2 1 16 16 15 1 "adopt" -1 1
"Known" 2 1 16 16 15 2 "cattle" 1 1
"Known" 2 1 16 16 15 3 "apart" -1 1
"Known" 2 1 16 16 15 4 "whistle" -1 1
"Known" 2 1 16 16 15 5 "distance" 4 1
"Known" 2 1 16 16 15 6 "vanish" -1 1
"Known" 2 1 16 16 15 7 "fairly" -1 1
"Known" 2 1 16 16 15 8 "sickness" -1 1
"Known" 2 1 16 16 15 9 "cluster" -1 1
"Known" 2 1 16 16 15 10 "assault" -1 1
"Known" 2 1 16 16 15 11 "appeal" -1 1
"Known" 2 1 16 16 15 12 "listen" -1 1
"Known" 2 1 16 16 15 13 "display" 2 1
"Known" 2 1 16 16 15 14 "pupil" 3 1
"Known" 2 1 16 16 15 15 "coffee" 6 1
"Known" 2 1 17 17 5 1 "distinct" -1 1
"Known" 2 1 17 17 5 2 "beaver" -1 1
"Known" 2 1 17 17 5 3 "sincere" -1 1
"Known" 2 1 17 17 5 4 "circuit" -1 1
"Known" 2 1 17 17 5 5 "dragon" 1 1
"Known" 2 1 18 18 5 1 "degree" 1 1
"Known" 2 1 18 18 5 2 "splendid" 3 1
"Known" 2 1 18 18 5 3 "clothing" 2 1
"Known" 2 1 18 18 5 4 "district" -1 1
"Known" 2 1 18 18 5 5 "traffic" 4 1
"Known" 2 1 19 19 5 1 "purchase" 1 1
"Known" 2 1 19 19 5 2 "pretty" 2 1
"Known" 2 1 19 19 5 3 "apply" 4 1
"Known" 2 1 19 19 5 4 "carriage" -1 1
"Known" 2 1 19 19 5 5 "regret" 3 1
"Known" 2 1 20 20 5 1 "goddess" 1 1
"Known" 2 1 20 20 5 2 "lumber" 5 1
"Known" 2 1 20 20 5 3 "legal" 2 1
"Known" 2 1 20 20 5 4 "hasten" 3 1
"Known" 2 1 20 20 5 5 "inform" 4 1
"Known" 2 1 21 21 5 1 "utmost" 1 1
"Known" 2 1 21 21 5 2 "navy" 3 1
"Known" 2 1 21 21 5 3 "cheerful" 2 1
"Known" 2 1 21 21 5 4 "railway" -1 1
"Known" 2 1 21 21 5 5 "jacket" 4 1
"Known" 2 1 22 22 5 1 "remove" 1 1
"Known" 2 1 22 22 5 2 "divine" 2 1
"Known" 2 1 22 22 5 3 "herald" 3 1
"Known" 2 1 22 22 5 4 "wagon" 4 1
"Known" 2 1 22 22 5 5 "asleep" 5 1
"Known" 2 1 23 23 5 1 "pursuit" 2 1
"Known" 2 1 23 23 5 2 "require" 3 1
"Known" 2 1 23 23 5 3 "enjoy" 4 1
"Known" 2 1 23 23 5 4 "laughter" 1 1
"Known" 2 1 23 23 5 5 "slender" -1 1
"Known" 2 1 24 24 5 1 "picture" 1 1
"Known" 2 1 24 24 5 2 "avoid" 2 1
"Known" 2 1 24 24 5 3 "stocking" -1 1
"Known" 2 1 24 24 5 4 "squirrel" 3 1
"Known" 2 1 24 24 5 5 "accept" -1 1
"Known" 2 2 1 25 6 1 "study" 1 1
"Known" 2 2 1 25 6 2 "sorrow" 3 1
"Known" 2 2 1 25 6 3 "river" -1 1
"Known" 2 2 1 25 6 4 "became" -1 1
"Known" 2 2 1 25 6 5 "within" -1 1
"Known" 2 2 1 25 6 6 "approach" 2 1
"Known" 2 2 2 26 6 1 "ancient" 1 1
"Known" 2 2 2 26 6 2 "likely" -1 1
"Known" 2 2 2 26 6 3 "renew" 2 1
"Known" 2 2 2 26 6 4 "monster" 3 1
"Known" 2 2 2 26 6 5 "football" 5 1
"Known" 2 2 2 26 6 6 "perfect" 4 1
"Known" 2 2 3 27 6 1 "basin" 1 1
"Known" 2 2 3 27 6 2 "paper" 2 1
"Known" 2 2 3 27 6 3 "survive" 3 1
"Known" 2 2 3 27 6 4 "husband" 4 1
"Known" 2 2 3 27 6 5 "image" -1 1
"Known" 2 2 3 27 6 6 "shaken" -1 1
"Known" 2 2 4 28 6 1 "ashore" -1 1
"Known" 2 2 4 28 6 2 "golden" -1 1
"Known" 2 2 4 28 6 3 "precious" -1 1
"Known" 2 2 4 28 6 4 "thunder" -1 1
"Known" 2 2 4 28 6 5 "rapid" 1 1
"Known" 2 2 4 28 6 6 "replace" 2 1
"Known" 2 2 5 29 6 1 "merit" -1 1
"Known" 2 2 5 29 6 2 "canoe" 3 1
"Known" 2 2 5 29 6 3 "favor" 1 1
"Known" 2 2 5 29 6 4 "honey" 2 1
"Known" 2 2 5 29 6 5 "taken" -1 1
"Known" 2 2 5 29 6 6 "sandwich" 4 1
"Known" 2 2 6 30 6 1 "clearly" 1 1
"Known" 2 2 6 30 6 2 "compare" 2 1
"Known" 2 2 6 30 6 3 "project" 3 1
"Known" 2 2 6 30 6 4 "survey" -1 1
"Known" 2 2 6 30 6 5 "loyal" -1 1
"Known" 2 2 6 30 6 6 "highly" -1 1
"Known" 2 2 7 31 6 1 "below" -1 1
"Known" 2 2 7 31 6 2 "discuss" -1 1
"Known" 2 2 7 31 6 3 "player" 1 1
"Known" 2 2 7 31 6 4 "million" 2 1
"Known" 2 2 7 31 6 5 "sister" 3 1
"Known" 2 2 7 31 6 6 "ever" -1 1
"Known" 2 2 8 32 6 1 "corner" -1 1
"Known" 2 2 8 32 6 2 "recent" -1 1
"Known" 2 2 8 32 6 3 "conflict" -1 1
"Known" 2 2 8 32 6 4 "awhile" -1 1
"Known" 2 2 8 32 6 5 "robin" 1 1
"Known" 2 2 8 32 6 6 "import" 2 1
"Known" 2 2 9 33 7 1 "trouble" -1 1
"Known" 2 2 9 33 7 2 "reflect" -1 1
"Known" 2 2 9 33 7 3 "arrow" 5 1
"Known" 2 2 9 33 7 4 "passion" -1 1
"Known" 2 2 9 33 7 5 "engage" 4 1
"Known" 2 2 9 33 7 6 "oppose" 1 1
"Known" 2 2 9 33 7 7 "victim" 3 1
"Known" 2 2 10 34 7 1 "estate" -1 1
"Known" 2 2 10 34 7 2 "afford" -1 1
"Known" 2 2 10 34 7 3 "fatal" -1 1
"Known" 2 2 10 34 7 4 "lightly" -1 1
"Known" 2 2 10 34 7 5 "assist" 1 1
"Known" 2 2 10 34 7 6 "luncheon" -1 1
"Known" 2 2 10 34 7 7 "ascend" -1 1
"Known" 2 2 11 35 7 1 "yonder" 1 1
"Known" 2 2 11 35 7 2 "puzzle" 3 1
"Known" 2 2 11 35 7 3 "chapter" -1 1
"Known" 2 2 11 35 7 4 "because" -1 1
"Known" 2 2 11 35 7 5 "guilty" -1 1
"Known" 2 2 11 35 7 6 "muscle" 2 1
"Known" 2 2 11 35 7 7 "dislike" 4 1
"Known" 2 2 12 36 7 1 "device" -1 1
"Known" 2 2 12 36 7 2 "pistol" -1 1
"Known" 2 2 12 36 7 3 "healthy" -1 1
"Known" 2 2 12 36 7 4 "stupid" 3 1
"Known" 2 2 12 36 7 5 "hammer" 4 1
"Known" 2 2 12 36 7 6 "highway" 1 1
"Known" 2 2 12 36 7 7 "amount" 2 1
"Known" 2 2 13 37 7 1 "surely" -1 1
"Known" 2 2 13 37 7 2 "fabric" -1 1
"Known" 2 2 13 37 7 3 "outline" 1 1
"Known" 2 2 13 37 7 4 "deadly" -1 1
"Known" 2 2 13 37 7 5 "given" 3 1
"Known" 2 2 13 37 7 6 "accuse" -1 1
"Known" 2 2 13 37 7 7 "dismiss" 2 1
"Known" 2 2 14 38 7 1 "autumn" 2 1
"Known" 2 2 14 38 7 2 "kindness" -1 1
"Known" 2 2 14 38 7 3 "battle" 5 1
"Known" 2 2 14 38 7 4 "teacher" 1 1
"Known" 2 2 14 38 7 5 "mistake" 4 1
"Known" 2 2 14 38 7 6 "remain" -1 1
"Known" 2 2 14 38 7 7 "platform" 3 1
"Known" 2 2 15 39 7 1 "lively" 6 1
"Known" 2 2 15 39 7 2 "funny" 5 1
"Known" 2 2 15 39 7 3 "moral" 1 1
"Known" 2 2 15 39 7 4 "carpet" 3 1
"Known" 2 2 15 39 7 5 "assign" 4 1
"Known" 2 2 15 39 7 6 "habit" -1 1
"Known" 2 2 15 39 7 7 "traitor" 2 1
"Known" 2 2 16 40 7 1 "beside" -1 1
"Known" 2 2 16 40 7 2 "maybe" -1 1
"Known" 2 2 16 40 7 3 "plainly" -1 1
"Known" 2 2 16 40 7 4 "mingle" 2 1
"Known" 2 2 16 40 7 5 "forward" -1 1
"Known" 2 2 16 40 7 6 "render" 1 1
"Known" 2 2 16 40 7 7 "about" 3 1
"Known" 2 2 17 41 8 1 "colonel" -1 1
"Known" 2 2 17 41 8 2 "safety" -1 1
"Known" 2 2 17 41 8 3 "empire" -1 1
"Known" 2 2 17 41 8 4 "lily" 3 1
"Known" 2 2 17 41 8 5 "duty" -1 1
"Known" 2 2 17 41 8 6 "impose" 4 1
"Known" 2 2 17 41 8 7 "explain" 2 1
"Known" 2 2 17 41 8 8 "steamer" 1 1
"Known" 2 2 18 42 8 1 "proudly" 4 1
"Known" 2 2 18 42 8 2 "program" -1 1
"Known" 2 2 18 42 8 3 "today" -1 1
"Known" 2 2 18 42 8 4 "failure" 1 1
"Known" 2 2 18 42 8 5 "judgment" 2 1
"Known" 2 2 18 42 8 6 "closet" -1 1
"Known" 2 2 18 42 8 7 "commence" 3 1
"Known" 2 2 18 42 8 8 "decide" -1 1
"Known" 2 2 19 43 8 1 "consult" -1 1
"Known" 2 2 19 43 8 2 "model" -1 1
"Known" 2 2 19 43 8 3 "shower" -1 1
"Known" 2 2 19 43 8 4 "chosen" -1 1
"Known" 2 2 19 43 8 5 "protect" -1 1
"Known" 2 2 19 43 8 6 "behold" 3 1
"Known" 2 2 19 43 8 7 "butter" 1 1
"Known" 2 2 19 43 8 8 "turkey" 2 1
"Known" 2 2 20 44 8 1 "measure" -1 1
"Known" 2 2 20 44 8 2 "combine" -1 1
"Known" 2 2 20 44 8 3 "slipper" -1 1
"Known" 2 2 20 44 8 4 "kingdom" 3 1
"Known" 2 2 20 44 8 5 "contain" -1 1
"Known" 2 2 20 44 8 6 "portion" -1 1
"Known" 2 2 20 44 8 7 "attend" 1 1
"Known" 2 2 20 44 8 8 "shelter" 2 1
"Known" 2 2 21 45 8 1 "reveal" -1 1
"Known" 2 2 21 45 8 2 "mischief" 1 1
"Known" 2 2 21 45 8 3 "shiver" -1 1
"Known" 2 2 21 45 8 4 "foolish" 3 1
"Known" 2 2 21 45 8 5 "patient" -1 1
"Known" 2 2 21 45 8 6 "perceive" 4 1
"Known" 2 2 21 45 8 7 "justice" 2 1
"Known" 2 2 21 45 8 8 "temple" -1 1
"Known" 2 2 22 46 8 1 "ashamed" -1 1
"Known" 2 2 22 46 8 2 "factor" 4 1
"Known" 2 2 22 46 8 3 "inside" -1 1
"Known" 2 2 22 46 8 4 "famous" -1 1
"Known" 2 2 22 46 8 5 "oblige" 1 1
"Known" 2 2 22 46 8 6 "sunset" -1 1
"Known" 2 2 22 46 8 7 "dismay" 2 1
"Known" 2 2 22 46 8 8 "cannot" 3 1
"Known" 2 2 23 47 8 1 "painter" -1 1
"Known" 2 2 23 47 8 2 "effect" -1 1
"Known" 2 2 23 47 8 3 "include" -1 1
"Known" 2 2 23 47 8 4 "pattern" 3 1
"Known" 2 2 23 47 8 5 "remote" -1 1
"Known" 2 2 23 47 8 6 "courage" -1 1
"Known" 2 2 23 47 8 7 "shallow" 2 1
"Known" 2 2 23 47 8 8 "salute" 1 1
"Known" 2 2 24 48 8 1 "garden" -1 1
"Known" 2 2 24 48 8 2 "export" -1 1
"Known" 2 2 24 48 8 3 "convert" -1 1
"Known" 2 2 24 48 8 4 "mental" -1 1
"Known" 2 2 24 48 8 5 "consume" -1 1
"Known" 2 2 24 48 8 6 "angry" 1 1
"Known" 2 2 24 48 8 7 "arrive" 2 1
"Known" 2 2 24 48 8 8 "active" 3 1
"Known" 2 3 1 49 2 1 "hither" 1 1
"Known" 2 3 1 49 2 2 "forget" 2 1
"Known" 2 3 2 50 2 1 "letter" 1 1
"Known" 2 3 2 50 2 2 "disgust" 2 1
"Known" 2 3 3 51 2 1 "extra" 1 1
"Known" 2 3 3 51 2 2 "complete" 2 1
"Known" 2 3 4 52 2 1 "sulphur" 1 1
"Known" 2 3 4 52 2 2 "reckless" 2 1
"Known" 2 3 5 53 2 1 "disguise" 1 1
"Known" 2 3 5 53 2 2 "create" 2 1
"Known" 2 3 6 54 2 1 "eastern" 1 1
"Known" 2 3 6 54 2 2 "building" 2 1
"Known" 2 3 7 55 2 1 "exist" 1 1
"Known" 2 3 7 55 2 2 "youthful" 2 1
"Known" 2 3 8 56 2 1 "prairie" 1 1
"Known" 2 3 8 56 2 2 "menace" 2 1
"Known" 2 3 9 57 1 1 "invite" 1 1
"Known" 2 3 10 58 1 1 "weary" 1 1
"Known" 2 3 11 59 1 1 "describe" 1 1
"Known" 2 3 12 60 1 1 "maiden" 1 1
"Known" 2 3 13 61 1 1 "madam" 1 1
"Known" 2 3 14 62 1 1 "separate" 1 1
"Known" 2 3 15 63 1 1 "hidden" 1 1
"Known" 2 3 16 64 1 1 "offer" 1 1
"Known" 2 3 17 65 12 1 "beggar" 5 1
"Known" 2 3 17 65 12 2 "wedding" -1 1
"Known" 2 3 17 65 12 3 "hunter" -1 1
"Known" 2 3 17 65 12 4 "insect" -1 1
"Known" 2 3 17 65 12 5 "lovely" -1 1
"Known" 2 3 17 65 12 6 "refuse" -1 1
"Known" 2 3 17 65 12 7 "liquid" 3 1
"Known" 2 3 17 65 12 8 "captive" -1 1
"Known" 2 3 17 65 12 9 "endless" -1 1
"Known" 2 3 17 65 12 10 "prefer" 2 1
"Known" 2 3 17 65 12 11 "item" 1 1
"Known" 2 3 17 65 12 12 "faithful" 4 1
"Known" 2 3 18 66 12 1 "foreign" 4 1
"Known" 2 3 18 66 12 2 "instruct" -1 1
"Known" 2 3 18 66 12 3 "upward" -1 1
"Known" 2 3 18 66 12 4 "assume" -1 1
"Known" 2 3 18 66 12 5 "motive" -1 1
"Known" 2 3 18 66 12 6 "success" 6 1
"Known" 2 3 18 66 12 7 "entire" -1 1
"Known" 2 3 18 66 12 8 "heavy" -1 1
"Known" 2 3 18 66 12 9 "valley" -1 1
"Known" 2 3 18 66 12 10 "condense" -1 1
"Known" 2 3 18 66 12 11 "beyond" 1 1
"Known" 2 3 18 66 12 12 "gracious" 2 1
"Known" 2 3 19 67 12 1 "revenge" -1 1
"Known" 2 3 19 67 12 2 "genius" -1 1
"Known" 2 3 19 67 12 3 "harness" -1 1
"Known" 2 3 19 67 12 4 "despise" -1 1
"Known" 2 3 19 67 12 5 "sparrow" 4 1
"Known" 2 3 19 67 12 6 "passage" -1 1
"Known" 2 3 19 67 12 7 "belong" -1 1
"Known" 2 3 19 67 12 8 "stomach" 6 1
"Known" 2 3 19 67 12 9 "affair" 1 1
"Known" 2 3 19 67 12 10 "illness" -1 1
"Known" 2 3 19 67 12 11 "folly" 2 1
"Known" 2 3 19 67 12 12 "acquaint" -1 1
"Known" 2 3 20 68 12 1 "slumber" -1 1
