"Knownlength" "subj" "block" "list" "trialnumber" "length" "serpos" "word" "outputorder" "LengthKnow"
"Unknown" 3 2 4 28 15 13 "endless" -1 0
"Unknown" 3 2 4 28 15 14 "water" 1 0
"Unknown" 3 2 4 28 15 15 "market" 2 0
"Unknown" 3 2 5 29 2 1 "absence" 1 0
"Unknown" 3 2 5 29 2 2 "union" 2 0
"Unknown" 3 2 6 30 6 1 "major" 2 0
"Unknown" 3 2 6 30 6 2 "welfare" -1 0
"Unknown" 3 2 6 30 6 3 "digest" -1 0
"Unknown" 3 2 6 30 6 4 "conflict" 3 0
"Unknown" 3 2 6 30 6 5 "accept" -1 0
"Unknown" 3 2 6 30 6 6 "require" 1 0
"Unknown" 3 2 7 31 5 1 "willow" -1 0
"Unknown" 3 2 7 31 5 2 "shower" -1 0
"Unknown" 3 2 7 31 5 3 "tumble" 3 0
"Unknown" 3 2 7 31 5 4 "forward" 1 0
"Unknown" 3 2 7 31 5 5 "daylight" 2 0
"Unknown" 3 2 8 32 3 1 "commence" 1 0
"Unknown" 3 2 8 32 3 2 "useful" 2 0
"Unknown" 3 2 8 32 3 3 "belong" 3 0
"Unknown" 3 2 9 33 10 1 "campaign" -1 0
"Unknown" 3 2 9 33 10 2 "acid" -1 0
"Unknown" 3 2 9 33 10 3 "thereby" -1 0
"Unknown" 3 2 9 33 10 4 "reflect" -1 0
"Unknown" 3 2 9 33 10 5 "export" 4 0
"Unknown" 3 2 9 33 10 6 "extra" 5 0
"Unknown" 3 2 9 33 10 7 "regret" -1 0
"Unknown" 3 2 9 33 10 8 "outside" 1 0
"Unknown" 3 2 9 33 10 9 "create" 2 0
"Unknown" 3 2 9 33 10 10 "elect" 3 0
"Unknown" 3 2 10 34 10 1 "every" -1 0
"Unknown" 3 2 10 34 10 2 "render" -1 0
"Unknown" 3 2 10 34 10 3 "immense" -1 0
"Unknown" 3 2 10 34 10 4 "proclaim" -1 0
"Unknown" 3 2 10 34 10 5 "hammer" -1 0
"Unknown" 3 2 10 34 10 6 "preserve" -1 0
"Unknown" 3 2 10 34 10 7 "effort" -1 0
"Unknown" 3 2 10 34 10 8 "slipper" 2 0
"Unknown" 3 2 10 34 10 9 "player" 3 0
"Unknown" 3 2 10 34 10 10 "carbon" 1 0
"Unknown" 3 2 11 35 12 1 "pillow" -1 0
"Unknown" 3 2 11 35 12 2 "answer" -1 0
"Unknown" 3 2 11 35 12 3 "robin" 5 0
"Unknown" 3 2 11 35 12 4 "shiver" -1 0
"Unknown" 3 2 11 35 12 5 "final" -1 0
"Unknown" 3 2 11 35 12 6 "secure" -1 0
"Unknown" 3 2 11 35 12 7 "carriage" -1 0
"Unknown" 3 2 11 35 12 8 "cradle" -1 0
"Unknown" 3 2 11 35 12 9 "pepper" 4 0
"Unknown" 3 2 11 35 12 10 "invite" 1 0
"Unknown" 3 2 11 35 12 11 "patient" 2 0
"Unknown" 3 2 11 35 12 12 "because" 3 0
"Unknown" 3 2 12 36 8 1 "conceal" 3 0
"Unknown" 3 2 12 36 8 2 "velvet" -1 0
"Unknown" 3 2 12 36 8 3 "crystal" -1 0
"Unknown" 3 2 12 36 8 4 "paper" -1 0
"Unknown" 3 2 12 36 8 5 "precious" -1 0
"Unknown" 3 2 12 36 8 6 "really" -1 0
"Unknown" 3 2 12 36 8 7 "receipt" 2 0
"Unknown" 3 2 12 36 8 8 "temper" 1 0
"Unknown" 3 2 13 37 7 1 "invade" -1 0
"Unknown" 3 2 13 37 7 2 "ticket" -1 0
"Unknown" 3 2 13 37 7 3 "horror" -1 0
"Unknown" 3 2 13 37 7 4 "without" -1 0
"Unknown" 3 2 13 37 7 5 "patience" 1 0
"Unknown" 3 2 13 37 7 6 "error" 2 0
"Unknown" 3 2 13 37 7 7 "weapon" 3 0
"Unknown" 3 2 14 38 1 1 "liquid" 1 0
"Unknown" 3 2 15 39 8 1 "earnest" 2 0
"Unknown" 3 2 15 39 8 2 "distance" -1 0
"Unknown" 3 2 15 39 8 3 "women" -1 0
"Unknown" 3 2 15 39 8 4 "cheerful" -1 0
"Unknown" 3 2 15 39 8 5 "being" -1 0
"Unknown" 3 2 15 39 8 6 "simple" -1 0
"Unknown" 3 2 15 39 8 7 "sparkle" 1 0
"Unknown" 3 2 15 39 8 8 "bedroom" 3 0
"Unknown" 3 2 16 40 1 1 "column" 1 0
"Unknown" 3 2 17 41 2 1 "fiercely" 1 0
"Unknown" 3 2 17 41 2 2 "bargain" 2 0
"Unknown" 3 2 18 42 7 1 "wonder" -1 0
"Unknown" 3 2 18 42 7 2 "disgust" -1 0
"Unknown" 3 2 18 42 7 3 "middle" -1 0
"Unknown" 3 2 18 42 7 4 "contest" -1 0
"Unknown" 3 2 18 42 7 5 "mental" 2 0
"Unknown" 3 2 18 42 7 6 "revenge" 3 0
"Unknown" 3 2 18 42 7 7 "assure" 1 0
"Unknown" 3 2 19 43 5 1 "differ" -1 0
"Unknown" 3 2 19 43 5 2 "canvas" -1 0
"Unknown" 3 2 19 43 5 3 "consume" -1 0
"Unknown" 3 2 19 43 5 4 "pressure" 1 0
"Unknown" 3 2 19 43 5 5 "little" 2 0
"Unknown" 3 2 20 44 4 1 "many" 1 0
"Unknown" 3 2 20 44 4 2 "climate" 2 0
"Unknown" 3 2 20 44 4 3 "sudden" 3 0
"Unknown" 3 2 20 44 4 4 "cherry" 4 0
"Unknown" 3 2 21 45 4 1 "jewel" 1 0
"Unknown" 3 2 21 45 4 2 "riches" 2 0
"Unknown" 3 2 21 45 4 3 "merit" 3 0
"Unknown" 3 2 21 45 4 4 "banner" 4 0
"Unknown" 3 2 22 46 7 1 "refer" -1 0
"Unknown" 3 2 22 46 7 2 "private" -1 0
"Unknown" 3 2 22 46 7 3 "moisture" -1 0
"Unknown" 3 2 22 46 7 4 "habit" -1 0
"Unknown" 3 2 22 46 7 5 "wrinkle" 3 0
"Unknown" 3 2 22 46 7 6 "condense" 2 0
"Unknown" 3 2 22 46 7 7 "marriage" 1 0
"Unknown" 3 2 23 47 2 1 "gravely" 1 0
"Unknown" 3 2 23 47 2 2 "permit" 2 0
"Unknown" 3 2 24 48 8 1 "funny" 4 0
"Unknown" 3 2 24 48 8 2 "member" -1 0
"Unknown" 3 2 24 48 8 3 "legal" 5 0
"Unknown" 3 2 24 48 8 4 "culture" -1 0
"Unknown" 3 2 24 48 8 5 "incline" -1 0
"Unknown" 3 2 24 48 8 6 "likewise" 2 0
"Unknown" 3 2 24 48 8 7 "attract" 1 0
"Unknown" 3 2 24 48 8 8 "nothing" 3 0
"Unknown" 3 3 1 49 6 1 "voyage" 1 0
"Unknown" 3 3 1 49 6 2 "achieve" 2 0
"Unknown" 3 3 1 49 6 3 "method" -1 0
"Unknown" 3 3 1 49 6 4 "inside" -1 0
"Unknown" 3 3 1 49 6 5 "cellar" 3 0
"Unknown" 3 3 1 49 6 6 "effect" -1 0
"Unknown" 3 3 2 50 2 1 "barely" 1 0
"Unknown" 3 3 2 50 2 2 "instinct" 2 0
"Unknown" 3 3 3 51 3 1 "recall" 3 0
"Unknown" 3 3 3 51 3 2 "derive" 2 0
"Unknown" 3 3 3 51 3 3 "butcher" 1 0
"Unknown" 3 3 4 52 5 1 "oven" 1 0
"Unknown" 3 3 4 52 5 2 "winter" -1 0
"Unknown" 3 3 4 52 5 3 "fortune" 2 0
"Unknown" 3 3 4 52 5 4 "salute" 3 0
"Unknown" 3 3 4 52 5 5 "honey" 4 0
"Unknown" 3 3 5 53 4 1 "confess" -1 0
"Unknown" 3 3 5 53 4 2 "perceive" 2 0
"Unknown" 3 3 5 53 4 3 "frighten" 1 0
"Unknown" 3 3 5 53 4 4 "except" -1 0
"Unknown" 3 3 6 54 8 1 "maintain" -1 0
"Unknown" 3 3 6 54 8 2 "enter" -1 0
"Unknown" 3 3 6 54 8 3 "linger" 3 0
"Unknown" 3 3 6 54 8 4 "circle" -1 0
"Unknown" 3 3 6 54 8 5 "angry" -1 0
"Unknown" 3 3 6 54 8 6 "present" 1 0
"Unknown" 3 3 6 54 8 7 "wanting" 2 0
"Unknown" 3 3 6 54 8 8 "excite" 4 0
"Unknown" 3 3 7 55 12 1 "dispute" -1 0
"Unknown" 3 3 7 55 12 2 "elbow" -1 0
"Unknown" 3 3 7 55 12 3 "summer" -1 0
"Unknown" 3 3 7 55 12 4 "harbor" -1 0
"Unknown" 3 3 7 55 12 5 "series" -1 0
"Unknown" 3 3 7 55 12 6 "sincere" -1 0
"Unknown" 3 3 7 55 12 7 "latter" -1 0
"Unknown" 3 3 7 55 12 8 "picture" -1 0
"Unknown" 3 3 7 55 12 9 "disguise" -1 0
"Unknown" 3 3 7 55 12 10 "butter" 2 0
"Unknown" 3 3 7 55 12 11 "nation" 1 0
"Unknown" 3 3 7 55 12 12 "aware" 3 0
"Unknown" 3 3 8 56 12 1 "lower" 3 0
"Unknown" 3 3 8 56 12 2 "locate" -1 0
"Unknown" 3 3 8 56 12 3 "public" -1 0
"Unknown" 3 3 8 56 12 4 "embrace" -1 0
"Unknown" 3 3 8 56 12 5 "basis" -1 0
"Unknown" 3 3 8 56 12 6 "deny" -1 0
"Unknown" 3 3 8 56 12 7 "matter" -1 0
"Unknown" 3 3 8 56 12 8 "inquire" -1 0
"Unknown" 3 3 8 56 12 9 "owner" -1 0
"Unknown" 3 3 8 56 12 10 "devil" -1 0
"Unknown" 3 3 8 56 12 11 "survive" 2 0
"Unknown" 3 3 8 56 12 12 "kitten" 1 0
"Unknown" 3 3 9 57 5 1 "angel" 1 0
"Unknown" 3 3 9 57 5 2 "tribute" 2 0
"Unknown" 3 3 9 57 5 3 "purely" -1 0
"Unknown" 3 3 9 57 5 4 "sugar" -1 0
"Unknown" 3 3 9 57 5 5 "remove" 4 0
"Unknown" 3 3 10 58 3 1 "hostile" 1 0
"Unknown" 3 3 10 58 3 2 "season" 2 0
"Unknown" 3 3 10 58 3 3 "letter" 3 0
"Unknown" 3 3 11 59 6 1 "mother" 3 0
"Unknown" 3 3 11 59 6 2 "forehead" 4 0
"Unknown" 3 3 11 59 6 3 "bushel" 5 0
"Unknown" 3 3 11 59 6 4 "teacher" -1 0
"Unknown" 3 3 11 59 6 5 "servant" 2 0
"Unknown" 3 3 11 59 6 6 "entire" 1 0
"Unknown" 3 3 12 60 7 1 "agent" -1 0
"Unknown" 3 3 12 60 7 2 "unlike" -1 0
"Unknown" 3 3 12 60 7 3 "movie" 3 0
"Unknown" 3 3 12 60 7 4 "income" -1 0
"Unknown" 3 3 12 60 7 5 "journal" -1 0
"Unknown" 3 3 12 60 7 6 "distinct" 2 0
"Unknown" 3 3 12 60 7 7 "failure" 1 0
"Unknown" 3 3 13 61 15 1 "rocky" -1 0
"Unknown" 3 3 13 61 15 2 "prayer" -1 0
"Unknown" 3 3 13 61 15 3 "judgment" -1 0
"Unknown" 3 3 13 61 15 4 "perfect" -1 0
"Unknown" 3 3 13 61 15 5 "instruct" -1 0
"Unknown" 3 3 13 61 15 6 "berry" 4 0
"Unknown" 3 3 13 61 15 7 "fury" 5 0
"Unknown" 3 3 13 61 15 8 "renew" -1 0
"Unknown" 3 3 13 61 15 9 "danger" -1 0
"Unknown" 3 3 13 61 15 10 "double" -1 0
"Unknown" 3 3 13 61 15 11 "upset" -1 0
"Unknown" 3 3 13 61 15 12 "sorrow" -1 0
"Unknown" 3 3 13 61 15 13 "mountain" 3 0
"Unknown" 3 3 13 61 15 14 "luster" 2 0
"Unknown" 3 3 13 61 15 15 "credit" 1 0
"Unknown" 3 3 14 62 10 1 "hidden" -1 0
"Unknown" 3 3 14 62 10 2 "possess" 4 0
"Unknown" 3 3 14 62 10 3 "twilight" 5 0
"Unknown" 3 3 14 62 10 4 "button" -1 0
"Unknown" 3 3 14 62 10 5 "enjoy" -1 0
"Unknown" 3 3 14 62 10 6 "talent" -1 0
"Unknown" 3 3 14 62 10 7 "outline" -1 0
"Unknown" 3 3 14 62 10 8 "baby" 2 0
"Unknown" 3 3 14 62 10 9 "farmer" 3 0
"Unknown" 3 3 14 62 10 10 "discuss" 1 0
"Unknown" 3 3 15 63 1 1 "rifle" 1 0
"Unknown" 3 3 16 64 15 1 "empire" -1 0
"Unknown" 3 3 16 64 15 2 "deceive" -1 0
"Unknown" 3 3 16 64 15 3 "pleasure" -1 0
"Unknown" 3 3 16 64 15 4 "endure" -1 0
"Unknown" 3 3 16 64 15 5 "flatter" -1 0
"Unknown" 3 3 16 64 15 6 "beggar" 3 0
"Unknown" 3 3 16 64 15 7 "inspire" -1 0
"Unknown" 3 3 16 64 15 8 "wealthy" -1 0
"Unknown" 3 3 16 64 15 9 "dispose" -1 0
"Unknown" 3 3 16 64 15 10 "minute" -1 0
"Unknown" 3 3 16 64 15 11 "madam" -1 0
"Unknown" 3 3 16 64 15 12 "affair" -1 0
"Unknown" 3 3 16 64 15 13 "exist" -1 0
"Unknown" 3 3 16 64 15 14 "problem" 2 0
"Unknown" 3 3 16 64 15 15 "mission" 1 0
"Unknown" 3 3 17 65 1 1 "deserve" 1 0
"Unknown" 3 3 18 66 10 1 "sprinkle" -1 0
"Unknown" 3 3 18 66 10 2 "college" -1 0
"Unknown" 3 3 18 66 10 3 "rattle" -1 0
"Unknown" 3 3 18 66 10 4 "consist" -1 0
"Unknown" 3 3 18 66 10 5 "master" 4 0
"Unknown" 3 3 18 66 10 6 "proudly" -1 0
"Unknown" 3 3 18 66 10 7 "civil" 2 0
"Unknown" 3 3 18 66 10 8 "suffer" -1 0
"Unknown" 3 3 18 66 10 9 "coffee" 3 0
"Unknown" 3 3 18 66 10 10 "await" 1 0
"Unknown" 3 3 19 67 12 1 "reckon" -1 0
"Unknown" 3 3 19 67 12 2 "improve" -1 0
"Unknown" 3 3 19 67 12 3 "artist" -1 0
"Unknown" 3 3 19 67 12 4 "handsome" -1 0
"Unknown" 3 3 19 67 12 5 "jolly" -1 0
"Unknown" 3 3 19 67 12 6 "remind" -1 0
"Unknown" 3 3 19 67 12 7 "import" -1 0
"Unknown" 3 3 19 67 12 8 "southern" 4 0
"Unknown" 3 3 19 67 12 9 "protect" 3 0
"Unknown" 3 3 19 67 12 10 "disturb" -1 0
"Unknown" 3 3 19 67 12 11 "beauty" 2 0
"Unknown" 3 3 19 67 12 12 "sentence" 1 0
"Unknown" 3 3 20 68 3 1 "couple" 1 0
"Unknown" 3 3 20 68 3 2 "ashore" 2 0
"Unknown" 3 3 20 68 3 3 "husband" 3 0
"Unknown" 3 3 21 69 10 1 "carry" 3 0
"Unknown" 3 3 21 69 10 2 "scarcely" 4 0
"Unknown" 3 3 21 69 10 3 "creature" -1 0
"Unknown" 3 3 21 69 10 4 "complete" -1 0
"Unknown" 3 3 21 69 10 5 "peaceful" -1 0
"Unknown" 3 3 21 69 10 6 "faithful" -1 0
"Unknown" 3 3 21 69 10 7 "eagle" -1 0
"Unknown" 3 3 21 69 10 8 "pilot" -1 0
"Unknown" 3 3 21 69 10 9 "liquor" 1 0
"Unknown" 3 3 21 69 10 10 "medal" 2 0
"Unknown" 3 3 22 70 2 1 "boundary" 1 0
"Unknown" 3 3 22 70 2 2 "inner" 2 0
"Unknown" 3 3 23 71 3 1 "yonder" 1 0
"Unknown" 3 3 23 71 3 2 "busy" 2 0
"Unknown" 3 3 23 71 3 3 "journey" 3 0
"Unknown" 3 3 24 72 1 1 "alone" 1 0
"Unknown" 3 4 1 73 1 1 "lying" 1 0
"Unknown" 3 4 2 74 10 1 "building" -1 0
"Unknown" 3 4 2 74 10 2 "visit" -1 0
"Unknown" 3 4 2 74 10 3 "extreme" 3 0
"Unknown" 3 4 2 74 10 4 "attain" -1 0
"Unknown" 3 4 2 74 10 5 "basket" -1 0
"Unknown" 3 4 2 74 10 6 "current" -1 0
"Unknown" 3 4 2 74 10 7 "express" -1 0
"Unknown" 3 4 2 74 10 8 "correct" -1 0
"Unknown" 3 4 2 74 10 9 "purchase" 1 0
"Unknown" 3 4 2 74 10 10 "approach" 2 0
"Unknown" 3 4 3 75 15 1 "awake" -1 0
"Unknown" 3 4 3 75 15 2 "business" -1 0
"Unknown" 3 4 3 75 15 3 "reading" -1 0
"Unknown" 3 4 3 75 15 4 "odor" 6 0
"Unknown" 3 4 3 75 15 5 "swiftly" -1 0
"Unknown" 3 4 3 75 15 6 "event" -1 0
"Unknown" 3 4 3 75 15 7 "hither" -1 0
"Unknown" 3 4 3 75 15 8 "pupil" -1 0
"Unknown" 3 4 3 75 15 9 "daughter" 3 0
"Unknown" 3 4 3 75 15 10 "contain" -1 0
"Unknown" 3 4 3 75 15 11 "cattle" 5 0
"Unknown" 3 4 3 75 15 12 "oppose" -1 0
"Unknown" 3 4 3 75 15 13 "belief" 4 0
"Unknown" 3 4 3 75 15 14 "mirror" 2 0
"Unknown" 3 4 3 75 15 15 "invent" 1 0
"Unknown" 3 4 4 76 2 1 "island" 1 0
"Unknown" 3 4 4 76 2 2 "parlor" 2 0
"Unknown" 3 4 5 77 5 1 "custom" -1 0
"Unknown" 3 4 5 77 5 2 "quiver" -1 0
"Unknown" 3 4 5 77 5 3 "among" 3 0
"Unknown" 3 4 5 77 5 4 "shepherd" 1 0
"Unknown" 3 4 5 77 5 5 "fever" 2 0
"Unknown" 3 4 6 78 4 1 "maybe" 1 0
"Unknown" 3 4 6 78 4 2 "resist" 2 0
"Unknown" 3 4 6 78 4 3 "million" 3 0
"Unknown" 3 4 6 78 4 4 "further" 4 0
"Unknown" 3 4 7 79 6 1 "football" 3 0
"Unknown" 3 4 7 79 6 2 "partner" 4 0
"Unknown" 3 4 7 79 6 3 "patent" -1 0
"Unknown" 3 4 7 79 6 4 "future" -1 0
"Unknown" 3 4 7 79 6 5 "arouse" 2 0
"Unknown" 3 4 7 79 6 6 "avoid" 1 0
"Unknown" 3 4 8 80 7 1 "prairie" 3 0
"Unknown" 3 4 8 80 7 2 "above" -1 0
"Unknown" 3 4 8 80 7 3 "until" -1 0
"Unknown" 3 4 8 80 7 4 "unknown" -1 0
"Unknown" 3 4 8 80 7 5 "assist" 2 0
"Unknown" 3 4 8 80 7 6 "lumber" 4 0
"Unknown" 3 4 8 80 7 7 "doorway" 1 0
"Unknown" 3 4 9 81 5 1 "painting" -1 0
"Unknown" 3 4 9 81 5 2 "insult" -1 0
"Unknown" 3 4 9 81 5 3 "mostly" 2 0
"Unknown" 3 4 9 81 5 4 "wooden" 3 0
"Unknown" 3 4 9 81 5 5 "include" 4 0
"Unknown" 3 4 10 82 7 1 "manage" -1 0
"Unknown" 3 4 10 82 7 2 "enforce" -1 0
"Unknown" 3 4 10 82 7 3 "active" -1 0
"Unknown" 3 4 10 82 7 4 "stocking" 4 0
"Unknown" 3 4 10 82 7 5 "moment" 3 0
"Unknown" 3 4 10 82 7 6 "shortly" 1 0
"Unknown" 3 4 10 82 7 7 "allow" 2 0
"Unknown" 3 4 11 83 6 1 "admire" -1 0
"Unknown" 3 4 11 83 6 2 "dealer" -1 0
"Unknown" 3 4 11 83 6 3 "maker" 1 0
"Unknown" 3 4 11 83 6 4 "aboard" 3 0
"Unknown" 3 4 11 83 6 5 "sunset" 2 0
"Unknown" 3 4 11 83 6 6 "attach" 4 0
"Unknown" 3 4 12 84 8 1 "decrease" -1 0
"Unknown" 3 4 12 84 8 2 "mention" -1 0
"Unknown" 3 4 12 84 8 3 "neither" -1 0
"Unknown" 3 4 12 84 8 4 "passion" -1 0
"Unknown" 3 4 12 84 8 5 "parcel" -1 0
"Unknown" 3 4 12 84 8 6 "taken" 3 0
"Unknown" 3 4 12 84 8 7 "support" 2 0
"Unknown" 3 4 12 84 8 8 "stomach" 1 0
"Unknown" 3 4 13 85 4 1 "mingle" 1 0
"Unknown" 3 4 13 85 4 2 "frontier" -1 0
"Unknown" 3 4 13 85 4 3 "trouble" 2 0
"Unknown" 3 4 13 85 4 4 "despise" 3 0
"Unknown" 3 4 14 86 8 1 "surface" -1 0
"Unknown" 3 4 14 86 8 2 "twinkle" -1 0
"Unknown" 3 4 14 86 8 3 "stormy" -1 0
"Unknown" 3 4 14 86 8 4 "mighty" -1 0
"Unknown" 3 4 14 86 8 5 "rejoice" -1 0
"Unknown" 3 4 14 86 8 6 "farther" 3 0
"Unknown" 3 4 14 86 8 7 "study" 2 0
"Unknown" 3 4 14 86 8 8 "penny" 1 0
"Unknown" 3 4 15 87 15 1 "highway" -1 0
"Unknown" 3 4 15 87 15 2 "castle" -1 0
"Unknown" 3 4 15 87 15 3 "delight" -1 0
"Unknown" 3 4 15 87 15 4 "promptly" -1 0
"Unknown" 3 4 15 87 15 5 "chairman" -1 0
"Unknown" 3 4 15 87 15 6 "onion" -1 0
"Unknown" 3 4 15 87 15 7 "rabbit" 4 0
"Unknown" 3 4 15 87 15 8 "cruel" -1 0
"Unknown" 3 4 15 87 15 9 "painter" -1 0
"Unknown" 3 4 15 87 15 10 "pigeon" -1 0
"Unknown" 3 4 15 87 15 11 "wretched" 3 0
"Unknown" 3 4 15 87 15 12 "compass" -1 0
"Unknown" 3 4 15 87 15 13 "stupid" -1 0
"Unknown" 3 4 15 87 15 14 "cottage" 2 0
"Unknown" 3 4 15 87 15 15 "ribbon" 1 0
"Unknown" 3 4 16 88 12 1 "despair" -1 0
"Unknown" 3 4 16 88 12 2 "arrive" -1 0
"Unknown" 3 4 16 88 12 3 "cable" -1 0
"Unknown" 3 4 16 88 12 4 "mixture" -1 0
"Unknown" 3 4 16 88 12 5 "worker" -1 0
"Unknown" 3 4 16 88 12 6 "fallen" -1 0
"Unknown" 3 4 16 88 12 7 "pointed" -1 0
"Unknown" 3 4 16 88 12 8 "justice" -1 0
"Unknown" 3 4 16 88 12 9 "ocean" -1 0
"Unknown" 3 4 16 88 12 10 "sister" 2 0
"Unknown" 3 4 16 88 12 11 "traitor" 3 0
"Unknown" 3 4 16 88 12 12 "standard" 1 0
"Unknown" 4 1 1 1 15 1 "career" -1 0
"Unknown" 4 1 1 1 15 2 "whistle" -1 0
"Unknown" 4 1 1 1 15 3 "against" -1 0
"Unknown" 4 1 1 1 15 4 "silence" -1 0
"Unknown" 4 1 1 1 15 5 "heavy" -1 0
"Unknown" 4 1 1 1 15 6 "sheriff" -1 0
"Unknown" 4 1 1 1 15 7 "nervous" -1 0
"Unknown" 4 1 1 1 15 8 "shelter" 5 0
"Unknown" 4 1 1 1 15 9 "precious" 3 0
"Unknown" 4 1 1 1 15 10 "window" 6 0
"Unknown" 4 1 1 1 15 11 "errand" -1 0
"Unknown" 4 1 1 1 15 12 "daylight" -1 0
"Unknown" 4 1 1 1 15 13 "healthy" 4 0
"Unknown" 4 1 1 1 15 14 "depart" 2 0
"Unknown" 4 1 1 1 15 15 "consume" 1 0
"Unknown" 4 1 2 2 8 1 "scholar" 2 0
"Unknown" 4 1 2 2 8 2 "cabin" 3 0
"Unknown" 4 1 2 2 8 3 "cannot" 4 0
"Unknown" 4 1 2 2 8 4 "surround" -1 0
"Unknown" 4 1 2 2 8 5 "slipper" -1 0
"Unknown" 4 1 2 2 8 6 "feeling" 6 0
"Unknown" 4 1 2 2 8 7 "rural" 5 0
"Unknown" 4 1 2 2 8 8 "member" 1 0
"Unknown" 4 1 3 3 5 1 "merchant" 1 0
"Unknown" 4 1 3 3 5 2 "diet" 2 0
"Unknown" 4 1 3 3 5 3 "contract" 3 0
"Unknown" 4 1 3 3 5 4 "robin" -1 0
"Unknown" 4 1 3 3 5 5 "beggar" 4 0
"Unknown" 4 1 4 4 12 1 "market" -1 0
"Unknown" 4 1 4 4 12 2 "engage" -1 0
"Unknown" 4 1 4 4 12 3 "laughter" -1 0
"Unknown" 4 1 4 4 12 4 "illness" 5 0
"Unknown" 4 1 4 4 12 5 "until" -1 0
"Unknown" 4 1 4 4 12 6 "remove" -1 0
"Unknown" 4 1 4 4 12 7 "compel" -1 0
"Unknown" 4 1 4 4 12 8 "message" -1 0
"Unknown" 4 1 4 4 12 9 "paper" 3 0
"Unknown" 4 1 4 4 12 10 "dinner" 4 0
"Unknown" 4 1 4 4 12 11 "southern" 2 0
"Unknown" 4 1 4 4 12 12 "eager" 1 0
"Unknown" 4 1 5 5 4 1 "disguise" 1 0
"Unknown" 4 1 5 5 4 2 "wrinkle" 2 0
"Unknown" 4 1 5 5 4 3 "receipt" 3 0
"Unknown" 4 1 5 5 4 4 "system" 4 0
"Unknown" 4 1 6 6 2 1 "series" 1 0
"Unknown" 4 1 6 6 2 2 "hunter" 2 0
"Unknown" 4 1 7 7 8 1 "congress" -1 0
"Unknown" 4 1 7 7 8 2 "rapid" -1 0
"Unknown" 4 1 7 7 8 3 "patient" -1 0
"Unknown" 4 1 7 7 8 4 "linger" -1 0
"Unknown" 4 1 7 7 8 5 "briefly" -1 0
"Unknown" 4 1 7 7 8 6 "survive" -1 0
"Unknown" 4 1 7 7 8 7 "lily" -1 0
"Unknown" 4 1 7 7 8 8 "acquaint" -1 0
"Unknown" 4 1 8 8 7 1 "genius" 1 0
"Unknown" 4 1 8 8 7 2 "worship" 6 0
"Unknown" 4 1 8 8 7 3 "struggle" 2 0
"Unknown" 4 1 8 8 7 4 "final" -1 0
"Unknown" 4 1 8 8 7 5 "appear" 3 0
"Unknown" 4 1 8 8 7 6 "contrast" 4 0
"Unknown" 4 1 8 8 7 7 "conquest" 5 0
"Unknown" 4 1 9 9 3 1 "fury" 1 0
"Unknown" 4 1 9 9 3 2 "immense" 2 0
"Unknown" 4 1 9 9 3 3 "recent" 3 0
"Unknown" 4 1 10 10 15 1 "apple" 6 0
"Unknown" 4 1 10 10 15 2 "clever" 7 0
"Unknown" 4 1 10 10 15 3 "butcher" 8 0
"Unknown" 4 1 10 10 15 4 "lightly" -1 0
"Unknown" 4 1 10 10 15 5 "revenge" -1 0
"Unknown" 4 1 10 10 15 6 "wagon" -1 0
"Unknown" 4 1 10 10 15 7 "meadow" -1 0
"Unknown" 4 1 10 10 15 8 "muscle" -1 0
"Unknown" 4 1 10 10 15 9 "jewel" -1 0
"Unknown" 4 1 10 10 15 10 "explain" -1 0
"Unknown" 4 1 10 10 15 11 "account" 4 0
"Unknown" 4 1 10 10 15 12 "collect" -1 0
"Unknown" 4 1 10 10 15 13 "kindly" 2 0
"Unknown" 4 1 10 10 15 14 "away" 3 0
"Unknown" 4 1 10 10 15 15 "excess" 1 0
"Unknown" 4 1 11 11 2 1 "kitchen" 1 0
"Unknown" 4 1 11 11 2 2 "mischief" 2 0
"Unknown" 4 1 12 12 6 1 "opera" 1 0
"Unknown" 4 1 12 12 6 2 "servant" 3 0
"Unknown" 4 1 12 12 6 3 "youthful" 2 0
"Unknown" 4 1 12 12 6 4 "instead" -1 0
"Unknown" 4 1 12 12 6 5 "devote" 5 0
"Unknown" 4 1 12 12 6 6 "monarch" 4 0
"Unknown" 4 1 13 13 4 1 "squirrel" 1 0
"Unknown" 4 1 13 13 4 2 "conclude" 2 0
"Unknown" 4 1 13 13 4 3 "beaver" 3 0
"Unknown" 4 1 13 13 4 4 "city" 4 0
"Unknown" 4 1 14 14 5 1 "reason" 1 0
"Unknown" 4 1 14 14 5 2 "many" 2 0
"Unknown" 4 1 14 14 5 3 "lying" 3 0
"Unknown" 4 1 14 14 5 4 "menace" 5 0
"Unknown" 4 1 14 14 5 5 "barely" 4 0
"Unknown" 4 1 15 15 10 1 "marble" -1 0
"Unknown" 4 1 15 15 10 2 "advise" -1 0
"Unknown" 4 1 15 15 10 3 "courage" -1 0
"Unknown" 4 1 15 15 10 4 "purchase" -1 0
"Unknown" 4 1 15 15 10 5 "lion" 1 0
"Unknown" 4 1 15 15 10 6 "arise" -1 0
"Unknown" 4 1 15 15 10 7 "judgment" 5 0
"Unknown" 4 1 15 15 10 8 "among" 4 0
"Unknown" 4 1 15 15 10 9 "tiger" 2 0
"Unknown" 4 1 15 15 10 10 "partly" 3 0
