"" "" "Blk" "Trl" "SetSize" "Lag" "keyIdx" "CorrResp" "ACC" "RT" "use"
7 3 3 10 5 6 0 0 1 0.581 1
7 3 3 11 2 3 0 0 1 0.555 1
7 3 3 12 4 5 0 0 1 0.634 1
7 3 3 13 4 1 1 1 1 0.998 1
7 3 3 14 1 1 1 1 1 0.866 1
7 3 3 15 4 5 0 0 1 0.632 1
7 3 3 16 2 3 0 0 1 0.586 1
7 3 3 17 4 5 0 0 1 0.887 1
7 3 3 18 4 1 1 1 1 0.841 1
7 3 3 19 3 4 0 0 1 0.728 1
7 3 3 20 4 2 1 1 1 0.699 1
7 3 3 21 4 5 0 0 1 0.572 1
7 3 3 22 5 6 0 0 1 0.499 1
7 3 3 23 5 1 1 1 1 0.732 1
7 3 3 24 2 2 1 1 1 0.463 1
7 3 3 25 2 3 0 0 1 0.879 1
7 3 3 26 1 2 0 0 1 0.495 1
7 3 3 27 1 2 0 0 1 0.416 1
7 3 3 28 2 2 1 1 1 0.957 1
7 3 3 29 1 1 1 1 1 0.72 1
7 3 3 30 2 2 1 1 1 0.414 1
7 3 3 31 1 2 0 0 1 0.622 1
7 3 3 32 5 1 1 1 1 0.55 1
7 3 3 33 4 4 1 1 1 0.712 1
7 3 3 34 4 2 1 1 1 0.677 1
7 3 3 35 2 1 1 1 1 0.7 1
7 3 3 36 3 3 1 1 1 0.585 1
7 3 3 37 5 6 0 0 1 0.677 1
7 3 3 38 3 4 0 0 1 0.699 1
7 3 3 39 1 2 0 0 1 0.447 1
7 3 3 40 1 1 1 1 1 0.642 1
7 3 3 41 3 4 0 0 1 0.683 1
7 3 3 42 1 1 1 1 1 0.56 1
7 3 3 43 3 1 1 1 1 0.44 1
7 3 3 44 5 6 0 0 1 0.567 1
7 3 3 45 5 4 1 1 1 0.533 1
7 3 3 46 4 5 0 0 1 0.715 1
7 3 3 47 1 1 1 1 1 0.864 1
7 3 3 48 3 2 1 1 1 0.616 1
7 3 3 49 2 2 1 1 1 0.75 1
7 3 3 50 3 2 1 1 1 0.739 1
7 3 4 1 5 6 0 0 1 0.6 1
7 3 4 2 5 2 1 1 1 0.662 1
7 3 4 3 2 3 0 0 1 0.495 1
7 3 4 4 4 3 1 1 1 0.761 1
7 3 4 5 1 2 0 0 1 0.83 1
7 3 4 6 2 2 1 1 1 0.655 1
7 3 4 7 5 5 1 1 1 0.517 1
7 3 4 8 3 3 1 1 1 0.761 1
7 3 4 9 3 2 1 1 1 0.75 1
7 3 4 10 3 2 1 1 1 0.522 1
7 3 4 11 1 1 1 1 1 0.608 1
7 3 4 12 3 4 0 0 1 0.825 1
7 3 4 13 3 2 1 1 1 0.888 1
7 3 4 14 4 5 0 0 1 0.536 1
7 3 4 15 2 3 0 0 1 0.638 1
7 3 4 16 1 1 1 1 1 0.997 1
7 3 4 17 1 2 0 0 1 0.481 1
7 3 4 18 2 2 1 1 1 0.574 1
7 3 4 19 5 6 0 0 1 0.92 1
7 3 4 20 5 2 1 1 1 0.903 1
7 3 4 21 1 2 0 0 1 0.416 1
7 3 4 22 3 4 0 0 1 0.492 1
7 3 4 23 3 4 0 0 1 0.793 1
7 3 4 24 2 2 1 1 1 0.542 1
7 3 4 25 2 3 0 0 1 0.768 1
7 3 4 26 5 6 0 0 1 0.582 1
7 3 4 27 1 2 0 0 1 0.56 1
7 3 4 28 4 3 1 1 1 1.066 1
7 3 4 29 4 4 1 1 1 0.507 1
7 3 4 30 1 1 1 1 1 0.428 1
7 3 4 31 1 1 1 1 1 0.531 1
7 3 4 32 4 3 1 1 1 0.905 1
7 3 4 33 3 4 0 0 1 0.521 1
7 3 4 34 5 6 0 0 1 0.581 1
7 3 4 35 1 1 1 1 1 0.67 1
7 3 4 36 5 6 0 0 1 0.518 1
7 3 4 37 3 3 1 1 1 0.411 1
7 3 4 38 2 1 1 1 1 0.575 1
7 3 4 39 4 5 0 0 1 0.682 1
7 3 4 40 2 3 0 0 1 0.43 1
7 3 4 41 4 5 0 0 1 0.506 1
7 3 4 42 5 2 1 1 1 0.624 1
7 3 4 43 4 3 1 1 1 0.748 1
7 3 4 44 3 4 0 0 1 0.873 1
7 3 4 45 5 4 1 1 1 1.571 0
7 3 4 46 2 3 0 0 1 0.83 1
7 3 4 47 1 2 0 0 1 0.86 1
7 3 4 48 4 5 0 0 1 0.81 1
7 3 4 49 2 1 1 1 1 0.573 1
7 3 4 50 4 5 0 0 1 0.622 1
7 3 5 1 2 3 0 0 1 1.407 1
7 3 5 2 2 1 1 1 1 1.02 1
7 3 5 3 5 2 1 1 1 0.677 1
7 3 5 4 3 4 0 0 1 1.484 1
7 3 5 5 5 6 0 0 1 1.734 0
7 3 5 6 1 1 1 1 1 0.815 1
7 3 5 7 5 1 1 1 1 0.727 1
7 3 5 8 4 5 0 0 1 0.555 1
7 3 5 9 1 2 0 0 1 0.894 1
7 3 5 10 1 1 1 1 1 1.169 1
7 3 5 11 2 3 0 0 1 0.588 1
7 3 5 12 2 2 1 1 1 0.67 1
7 3 5 13 2 1 1 1 1 0.814 1
7 3 5 14 3 2 1 1 1 0.539 1
7 3 5 15 5 2 1 1 1 0.645 1
7 3 5 16 1 1 1 1 1 0.688 1
7 3 5 17 2 3 0 0 1 0.493 1
7 3 5 18 2 2 1 1 1 0.527 1
7 3 5 19 1 2 0 0 1 0.463 1
7 3 5 20 3 2 1 1 1 1.066 1
7 3 5 21 1 2 0 0 1 0.833 1
7 3 5 22 2 1 0 1 0 1.708 0
7 3 5 23 2 3 0 0 1 0.667 1
7 3 5 24 1 1 1 1 1 0.542 1
7 3 5 25 5 3 1 1 1 1.317 1
7 3 5 26 4 4 1 1 1 0.361 1
7 3 5 27 4 1 1 1 1 1.063 1
7 3 5 28 1 1 1 1 1 0.575 1
7 3 5 29 2 3 0 0 1 0.86 1
7 3 5 30 1 2 0 0 1 1.342 1
7 3 5 31 3 4 0 0 1 1.611 0
7 3 5 32 5 6 0 0 1 0.742 1
7 3 5 33 3 4 0 0 1 0.877 1
7 3 5 34 5 6 0 0 1 0.568 1
7 3 5 35 4 5 1 0 0 1.206 1
7 3 5 36 5 6 0 0 1 1.805 0
7 3 5 37 4 5 0 0 1 0.887 1
7 3 5 38 3 4 0 0 1 0.983 1
7 3 5 39 1 2 0 0 1 0.814 1
7 3 5 40 4 3 1 1 1 0.981 1
7 3 5 41 4 4 1 1 1 1.018 1
7 3 5 42 5 6 0 0 1 0.629 1
7 3 5 43 4 5 0 0 1 0.885 1
7 3 5 44 3 1 1 1 1 1.42 1
7 3 5 45 5 2 1 1 1 0.87 1
7 3 5 46 4 4 1 1 1 0.92 1
7 3 5 47 4 5 0 0 1 1.048 1
7 3 5 48 3 4 0 0 1 1.498 1
7 3 5 49 3 1 1 1 1 0.715 1
7 3 5 50 3 1 1 1 1 1.225 1
7 3 6 1 4 5 0 0 1 0.889 1
7 3 6 2 2 3 0 0 1 1.422 1
7 3 6 3 5 2 1 1 1 0.725 1
7 3 6 4 3 1 1 1 1 0.892 1
7 3 6 5 2 3 0 0 1 0.925 1
7 3 6 6 5 3 1 1 1 0.902 1
7 3 6 7 5 6 0 0 1 1.315 1
7 3 6 8 1 1 1 1 1 0.959 1
7 3 6 9 3 4 0 0 1 0.523 1
7 3 6 10 1 1 1 1 1 0.798 1
7 3 6 11 2 3 0 0 1 1.103 1
7 3 6 12 5 6 0 0 1 0.696 1
7 3 6 13 2 2 1 1 1 0.683 1
7 3 6 14 2 1 1 1 1 1.645 1
7 3 6 15 4 5 0 0 1 1.223 1
7 3 6 16 1 2 0 0 1 3.857 0
7 3 6 17 1 1 1 1 1 0.525 1
7 3 6 18 1 2 0 0 1 1.329 1
7 3 6 19 2 3 0 0 1 0.609 1
7 3 6 20 3 4 0 0 1 0.556 1
7 3 6 21 4 4 1 1 1 0.661 1
7 3 6 22 4 5 0 0 1 0.714 1
7 3 6 23 1 1 1 1 1 13.153 0
7 3 6 24 3 1 1 1 1 2.201 0
7 3 6 25 5 6 0 0 1 1.927 0
7 3 6 26 2 3 0 0 1 1.388 1
7 3 6 27 3 2 1 1 1 1.26 1
7 3 6 28 2 1 1 1 1 0.621 1
7 3 6 29 1 2 0 0 1 1.232 1
7 3 6 30 3 4 0 0 1 0.748 1
7 3 6 31 5 2 0 1 0 1.383 1
7 3 6 32 1 2 0 0 1 1.216 1
7 3 6 33 5 6 0 0 1 1.491 1
7 3 6 34 2 1 1 1 1 1.007 1
7 3 6 35 4 1 1 1 1 0.905 1
7 3 6 36 4 3 1 1 1 0.537 1
7 3 6 37 5 6 0 0 1 1.876 0
7 3 6 38 2 2 1 1 1 0.719 1
7 3 6 39 4 2 1 1 1 0.552 1
7 3 6 40 1 2 0 0 1 0.559 1
7 3 6 41 3 1 1 1 1 0.621 1
7 3 6 42 4 5 0 0 1 0.553 1
7 3 6 43 3 4 0 0 1 0.925 1
7 3 6 44 5 5 1 1 1 0.55 1
7 3 6 45 3 4 0 0 1 0.678 1
7 3 6 46 5 2 1 1 1 0.727 1
7 3 6 47 3 3 1 1 1 0.858 1
7 3 6 48 4 2 1 1 1 1.271 1
7 3 6 49 4 5 0 0 1 0.713 1
7 3 6 50 1 1 1 1 1 0.816 1
7 3 1 1 2 1 1 1 1 2.335 0
7 3 1 2 5 2 0 1 0 1.069 1
7 3 1 3 3 1 1 1 1 0.796 1
7 3 1 4 4 2 1 1 1 0.704 1
7 3 1 5 5 3 1 1 1 0.892 1
7 3 1 6 2 3 0 0 1 0.887 1
7 3 1 7 2 3 0 0 1 0.536 1
7 3 1 8 4 5 0 0 1 0.529 1
7 3 1 9 3 4 0 0 1 0.757 1
7 3 1 10 4 3 1 1 1 1.151 1
7 3 1 11 5 1 1 1 1 0.462 1
7 3 1 12 3 4 0 0 1 0.438 1
7 3 1 13 2 1 1 1 1 0.638 1
7 3 1 14 2 1 1 1 1 0.711 1
7 3 1 15 1 1 1 1 1 0.41 1
7 3 1 16 4 4 1 1 1 0.621 1
7 3 1 17 3 4 0 0 1 0.723 1
7 3 1 18 1 2 0 0 1 0.587 1
7 3 1 19 1 2 0 0 1 0.396 1
7 3 1 20 1 2 0 0 1 0.488 1
7 3 1 21 3 3 1 1 1 0.688 1
7 3 1 22 4 3 1 1 1 0.465 1
7 3 1 23 5 6 0 0 1 0.637 1
7 3 1 24 1 1 1 1 1 0.617 1
7 3 1 25 1 1 1 1 1 0.508 1
7 3 1 26 4 5 0 0 1 0.51 1
7 3 1 27 3 1 1 1 1 0.62 1
7 3 1 28 5 6 0 0 1 0.749 1
7 3 1 29 5 6 0 0 1 0.454 1
7 3 1 30 5 6 0 0 1 1.265 1
7 3 1 31 3 4 0 0 1 0.674 1
7 3 1 32 5 3 1 1 1 0.7 1
7 3 1 33 5 2 1 1 1 0.63 1
7 3 1 34 2 2 1 1 1 0.535 1
7 3 1 35 5 6 0 0 1 0.461 1
7 3 1 36 3 1 1 1 1 0.593 1
7 3 1 37 1 1 1 1 1 0.586 1
7 3 1 38 2 3 0 0 1 1.288 1
7 3 1 39 1 2 0 0 1 0.667 1
7 3 1 40 4 5 0 0 1 0.511 1
7 3 1 41 3 3 1 1 1 0.499 1
7 3 1 42 2 1 1 1 1 0.692 1
7 3 1 43 4 5 0 0 1 1.551 0
7 3 1 44 3 4 0 0 1 0.915 1
7 3 1 45 2 3 0 0 1 0.744 1
7 3 1 46 4 3 1 1 1 0.494 1
7 3 1 47 1 1 1 1 1 0.442 1
7 3 1 48 4 5 0 0 1 0.654 1
7 3 1 49 2 3 0 0 1 1.08 1
7 3 1 50 1 2 1 0 0 0.627 1
7 3 2 1 2 3 0 0 1 1.066 1
7 3 2 2 4 4 1 1 1 0.656 1
7 3 2 3 2 2 1 1 1 0.502 1
7 3 2 4 5 6 0 0 1 1.182 1
7 3 2 5 4 5 0 0 1 0.769 1
7 3 2 6 3 4 0 0 1 1.254 1
7 3 2 7 5 6 0 0 1 0.559 1
7 3 2 8 1 1 1 1 1 0.473 1
7 3 2 9 3 4 0 0 1 0.433 1
7 3 2 10 2 3 0 0 1 0.614 1
7 3 2 11 5 2 0 1 0 0.522 1
7 3 2 12 1 1 1 1 1 0.933 1
7 3 2 13 4 2 1 1 1 0.607 1
7 3 2 14 5 3 1 1 1 0.462 1
7 3 2 15 5 6 0 0 1 0.811 1
7 3 2 16 4 5 0 0 1 0.495 1
7 3 2 17 3 1 1 1 1 1.141 1
7 3 2 18 5 4 1 1 1 0.588 1
7 3 2 19 2 2 1 1 1 0.744 1
7 3 2 20 3 4 0 0 1 0.743 1
7 3 2 21 1 2 0 0 1 2.251 0
7 3 2 22 1 2 0 0 1 0.585 1
7 3 2 23 3 1 1 1 1 1.013 1
7 3 2 24 1 1 1 1 1 0.539 1
7 3 2 25 3 2 1 1 1 0.578 1
7 3 2 26 2 1 1 1 1 0.633 1
7 3 2 27 2 3 0 0 1 0.951 1
7 3 2 28 5 2 1 1 1 0.699 1
7 3 2 29 3 4 0 0 1 0.739 1
7 3 2 30 2 3 0 0 1 0.581 1
7 3 2 31 4 4 1 1 1 1.135 1
7 3 2 32 3 2 1 1 1 0.627 1
7 3 2 33 2 1 1 1 1 0.534 1
7 3 2 34 3 3 1 1 1 0.531 1
7 3 2 35 1 1 1 1 1 0.555 1
7 3 2 36 5 4 1 1 1 0.576 1
7 3 2 37 4 5 1 0 0 0.861 1
7 3 2 38 4 4 1 1 1 0.579 1
7 3 2 39 2 3 0 0 1 1 1
7 3 2 40 2 2 1 1 1 0.551 1
7 3 2 41 4 5 0 0 1 0.494 1
7 3 2 42 5 6 0 0 1 0.71 1
7 3 2 43 4 2 1 1 1 0.814 1
7 3 2 44 4 5 0 0 1 0.895 1
7 3 2 45 1 2 0 0 1 0.684 1
7 3 2 46 1 2 0 0 1 0.438 1
7 3 2 47 5 6 0 0 1 1.158 1
7 3 2 48 3 4 0 0 1 0.516 1
7 3 2 49 1 2 0 0 1 0.618 1
7 3 2 50 1 1 1 1 1 0.443 1
7 3 3 1 3 3 1 1 1 0.662 1
7 3 3 2 5 5 0 1 0 0.523 1
7 3 3 3 4 5 0 0 1 0.72 1
7 3 3 4 4 2 1 1 1 0.86 1
7 3 3 5 5 6 0 0 1 0.613 1
7 3 3 6 2 3 0 0 1 0.471 1
7 3 3 7 4 5 0 0 1 0.608 1
7 3 3 8 1 1 1 1 1 0.348 1
7 3 3 9 4 5 0 0 1 0.96 1
7 3 3 10 3 4 0 0 1 0.813 1
7 3 3 11 3 1 1 1 1 0.774 1
7 3 3 12 3 4 0 0 1 0.917 1
7 3 3 13 2 1 1 1 1 0.641 1
7 3 3 14 4 3 1 1 1 0.609 1
7 3 3 15 1 2 0 0 1 0.925 1
7 3 3 16 1 1 1 1 1 0.892 1
7 3 3 17 3 4 0 0 1 0.736 1
7 3 3 18 2 3 0 0 1 0.742 1
7 3 3 19 1 2 0 0 1 0.651 1
7 3 3 20 5 6 0 0 1 0.57 1
7 3 3 21 2 2 1 1 1 0.439 1
7 3 3 22 4 3 1 1 1 0.766 1
7 3 3 23 5 2 1 1 1 0.905 1
7 3 3 24 4 1 1 1 1 0.398 1
7 3 3 25 3 3 1 1 1 0.499 1
7 3 3 26 2 2 1 1 1 2.696 0
7 3 3 27 2 3 0 0 1 1.031 1
7 3 3 28 4 5 0 0 1 0.578 1
7 3 3 29 2 3 0 0 1 0.736 1
7 3 3 30 2 2 1 1 1 0.904 1
7 3 3 31 1 1 1 1 1 0.566 1
7 3 3 32 1 2 0 0 1 0.62 1
7 3 3 33 3 4 0 0 1 0.868 1
7 3 3 34 3 4 0 0 1 0.726 1
7 3 3 35 2 2 1 1 1 0.597 1
7 3 3 36 2 3 0 0 1 0.633 1
7 3 3 37 1 2 0 0 1 1.614 0
7 3 3 38 5 6 0 0 1 0.652 1
7 3 3 39 3 3 1 1 1 0.517 1
7 3 3 40 5 1 1 1 1 0.549 1
7 3 3 41 1 2 0 0 1 0.763 1
7 3 3 42 4 1 1 1 1 0.433 1
7 3 3 43 5 5 1 1 1 0.786 1
7 3 3 44 5 6 0 0 1 0.773 1
7 3 3 45 5 2 1 1 1 0.509 1
7 3 3 46 4 5 0 0 1 1.04 1
7 3 3 47 1 1 1 1 1 0.507 1
7 3 3 48 5 6 0 0 1 0.542 1
7 3 3 49 3 3 1 1 1 0.563 1
7 3 3 50 1 1 1 1 1 0.46 1
7 3 4 1 2 1 1 1 1 0.935 1
7 3 4 2 5 2 1 1 1 0.605 1
7 3 4 3 1 1 1 1 1 0.46 1
7 3 4 4 5 6 0 0 1 0.843 1
7 3 4 5 1 1 1 1 1 0.428 1
7 3 4 6 5 6 0 0 1 0.763 1
7 3 4 7 2 3 0 0 1 0.519 1
7 3 4 8 1 2 1 0 0 0.683 1
7 3 4 9 3 2 1 1 1 0.683 1
7 3 4 10 5 6 0 0 1 0.602 1
7 3 4 11 3 4 0 0 1 1.282 1
7 3 4 12 4 5 0 0 1 1.825 0
7 3 4 13 3 3 1 1 1 0.64 1
7 3 4 14 1 2 0 0 1 1.435 1
7 3 4 15 2 2 1 1 1 0.487 1
7 3 4 16 4 5 0 0 1 0.81 1
7 3 4 17 5 3 1 1 1 0.479 1
7 3 4 18 1 1 1 1 1 0.333 1
7 3 4 19 3 3 1 1 1 0.656 1
7 3 4 20 5 3 1 1 1 0.718 1
7 3 4 21 4 2 1 1 1 0.735 1
7 3 4 22 4 5 0 0 1 0.687 1
7 3 4 23 4 1 1 1 1 0.785 1
7 3 4 24 4 5 0 0 1 0.83 1
7 3 4 25 4 3 1 1 1 0.561 1
7 3 4 26 2 1 1 1 1 0.702 1
7 3 4 27 5 6 0 0 1 0.569 1
7 3 4 28 5 4 1 1 1 0.602 1
7 3 4 29 1 1 1 1 1 0.461 1
7 3 4 30 1 1 1 1 1 1.211 1
7 3 4 31 2 3 0 0 1 0.42 1
7 3 4 32 2 3 0 0 1 0.414 1
7 3 4 33 2 1 1 1 1 0.835 1
7 3 4 34 3 2 1 1 1 0.692 1
7 3 4 35 3 4 0 0 1 0.707 1
7 3 4 36 4 2 1 1 1 0.655 1
7 3 4 37 3 3 1 1 1 0.403 1
7 3 4 38 3 4 0 0 1 0.596 1
7 3 4 39 3 4 0 0 1 0.803 1
7 3 4 40 1 2 0 0 1 0.94 1
7 3 4 41 5 2 1 1 1 0.684 1
7 3 4 42 2 3 0 0 1 1.334 1
7 3 4 43 3 4 0 0 1 0.796 1
7 3 4 44 5 6 0 0 1 1.403 1
7 3 4 45 2 3 0 0 1 1.127 1
7 3 4 46 2 1 1 1 1 0.968 1
7 3 4 47 1 2 0 0 1 0.906 1
7 3 4 48 4 3 0 1 0 1.022 1
7 3 4 49 1 2 0 0 1 1.067 1
7 3 4 50 4 5 0 0 1 0.879 1
7 3 5 1 5 2 1 1 1 1.48 1
7 3 5 2 2 3 0 0 1 0.911 1
7 3 5 3 3 3 1 1 1 0.978 1
7 3 5 4 5 6 0 0 1 0.875 1
7 3 5 5 5 3 1 1 1 1.278 1
7 3 5 6 3 3 1 1 1 1.015 1
7 3 5 7 3 4 0 0 1 1.59 0
7 3 5 8 3 4 0 0 1 1.135 1
7 3 5 9 1 1 1 1 1 1.13 1
7 3 5 10 1 2 0 0 1 0.971 1
7 3 5 11 3 3 1 1 1 1.137 1
7 3 5 12 3 4 0 0 1 3.404 0
7 3 5 13 4 3 1 1 1 0.558 1
7 3 5 14 4 1 1 1 1 0.573 1
7 3 5 15 4 5 0 0 1 1.571 0
7 3 5 16 1 2 0 0 1 1.291 1
7 3 5 17 4 3 1 1 1 0.911 1
7 3 5 18 1 2 0 0 1 1.308 1
7 3 5 19 5 6 0 0 1 1.002 1
7 3 5 20 1 1 1 1 1 1.068 1
7 3 5 21 4 3 1 1 1 0.433 1
7 3 5 22 4 5 0 0 1 1.008 1
7 3 5 23 1 1 1 1 1 1.26 1
7 3 5 24 2 2 1 1 1 1.366 1
7 3 5 25 4 3 1 1 1 0.993 1
7 3 5 26 2 3 0 0 1 1.319 1
7 3 5 27 2 2 1 1 1 1.513 1
7 3 5 28 5 5 1 1 1 0.699 1
7 3 5 29 2 3 0 0 1 1.149 1
7 3 5 30 3 1 1 1 1 0.897 1
7 3 5 31 5 6 0 0 1 0.928 1
7 3 5 32 1 2 0 0 1 1.309 1
7 3 5 33 5 2 1 1 1 1.179 1
7 3 5 34 1 1 1 1 1 1.036 1
7 3 5 35 3 4 0 0 1 0.963 1
7 3 5 36 4 5 0 0 1 1.117 1
7 3 5 37 1 1 1 1 1 1.131 1
7 3 5 38 5 6 0 0 1 1.435 1
7 3 5 39 4 5 0 0 1 0.946 1
7 3 5 40 2 3 0 0 1 0.711 1
7 3 5 41 3 2 1 1 1 1.12 1
7 3 5 42 2 2 1 1 1 0.535 1
7 3 5 43 4 5 0 0 1 0.423 1
7 3 5 44 3 4 0 0 1 0.771 1
7 3 5 45 2 1 1 1 1 1.175 1
7 3 5 46 5 4 1 1 1 1.294 1
7 3 5 47 5 6 0 0 1 0.779 1
7 3 5 48 2 3 0 0 1 1.208 1
7 3 5 49 1 2 0 0 1 1.037 1
7 3 5 50 2 1 1 1 1 0.949 1
7 3 6 1 3 4 0 0 1 1.077 1
7 3 6 2 3 4 0 0 1 0.852 1
7 3 6 3 3 4 0 0 1 0.53 1
7 3 6 4 5 6 0 0 1 0.685 1
7 3 6 5 1 1 1 1 1 0.54 1
7 3 6 6 5 1 1 1 1 0.782 1
7 3 6 7 2 2 1 1 1 0.504 1
7 3 6 8 4 2 1 1 1 1.04 1
7 3 6 9 1 2 0 0 1 0.955 1
7 3 6 10 3 2 1 1 1 0.66 1
7 3 6 11 2 2 1 1 1 0.582 1
7 3 6 12 2 1 1 1 1 0.44 1
7 3 6 13 4 5 0 0 1 0.675 1
7 3 6 14 4 5 0 0 1 0.554 1
7 3 6 15 1 1 1 1 1 0.584 1
7 3 6 16 5 1 1 1 1 0.665 1
7 3 6 17 5 6 0 0 1 0.589 1
7 3 6 18 5 6 0 0 1 0.589 1
7 3 6 19 5 1 1 1 1 0.857 1
7 3 6 20 1 2 0 0 1 0.554 1
7 3 6 21 2 3 0 0 1 0.495 1
7 3 6 22 2 3 0 0 1 0.851 1
7 3 6 23 4 5 0 0 1 0.609 1
7 3 6 24 4 5 0 0 1 0.64 1
7 3 6 25 1 1 1 1 1 0.778 1
7 3 6 26 3 2 1 1 1 0.819 1
7 3 6 27 2 3 0 0 1 0.518 1
7 3 6 28 1 1 1 1 1 0.442 1
7 3 6 29 2 3 0 0 1 1.193 1
