subj_idx,CSI,size,probe,rt,correct,stim,response
18,No,2,pos,0.58,1,2,1
6,400,2,int,0.58,1,1,0
6,2000,4,int,0.58,1,1,0
17,2000,4,pos,0.58,1,2,1
13,2000,8,int,0.5801,1,1,0
2,2000,2,pos,0.5801,1,2,1
12,2000,6,pos,0.5801,1,2,1
8,400,4,pos,0.5801,1,2,1
8,400,6,neg,0.5801,1,1,0
17,400,2,pos,0.5801,1,2,1
7,2000,2,pos,0.5801,1,2,1
12,2000,4,int,0.5802,1,1,0
4,2000,6,neg,0.5802,0,1,1
11,400,6,neg,0.5802,1,1,0
6,400,8,neg,0.5802,1,1,0
6,2000,6,pos,0.5802,1,2,1
3,No,4,pos,0.5802,0,2,0
13,400,8,int,0.5802,1,1,0
21,400,4,int,0.5802,1,1,0
19,400,6,int,0.5803,1,1,0
12,400,2,int,0.5803,1,1,0
6,2000,6,neg,0.5803,0,1,1
19,2000,6,neg,0.5804,1,1,0
19,400,2,int,0.5804,1,1,0
6,400,8,pos,0.5804,1,2,1
6,400,2,pos,0.5804,1,2,1
16,400,4,pos,0.5804,1,2,1
16,400,2,pos,0.5804,1,2,1
1,400,4,pos,0.5805,1,2,1
16,400,2,neg,0.5805,1,1,0
6,400,6,int,0.5809,0,1,1
7,100,2,pos,0.5813,1,2,1
14,2000,6,neg,0.5813,1,1,0
21,2000,2,neg,0.5814,1,1,0
14,100,4,pos,0.5817,1,2,1
24,100,8,neg,0.5818,1,1,0
16,400,2,pos,0.5818,1,2,1
5,100,2,pos,0.5819,1,2,1
5,100,8,pos,0.5825,1,2,1
12,100,4,pos,0.5828,1,2,1
10,100,4,pos,0.583,1,2,1
12,100,4,pos,0.583,1,2,1
22,100,2,neg,0.583,1,1,0
5,100,8,pos,0.5831,1,2,1
22,100,6,pos,0.5831,1,2,1
7,100,2,neg,0.5831,1,1,0
7,100,2,pos,0.5832,1,2,1
5,100,2,pos,0.5833,1,2,1
22,100,4,pos,0.5833,1,2,1
4,100,8,pos,0.5834,1,2,1
5,100,4,neg,0.5835,0,1,1
8,100,2,pos,0.5836,0,2,0
7,100,8,neg,0.5836,1,1,0
8,100,2,neg,0.5837,1,1,0
23,100,8,pos,0.5838,1,2,1
7,100,2,pos,0.5839,1,2,1
4,400,4,pos,0.5839,0,2,0
11,100,4,int,0.5839,1,1,0
5,100,8,int,0.584,0,1,1
22,100,2,pos,0.584,1,2,1
22,100,4,pos,0.584,1,2,1
17,100,2,int,0.584,1,1,0
7,100,8,pos,0.584,1,2,1
12,100,6,pos,0.5841,1,2,1
24,100,4,int,0.5841,1,1,0
6,100,8,pos,0.5841,0,2,0
23,100,8,pos,0.5841,0,2,0
12,100,2,neg,0.5842,1,1,0
6,100,2,neg,0.5842,1,1,0
24,100,2,pos,0.5843,1,2,1
7,100,8,pos,0.5843,0,2,0
12,100,2,pos,0.5844,1,2,1
19,100,2,pos,0.5844,1,2,1
6,100,2,pos,0.5844,1,2,1
12,100,8,neg,0.5846,1,1,0
11,100,8,pos,0.5846,1,2,1
3,100,4,pos,0.5847,1,2,1
7,100,8,int,0.5847,0,1,1
22,No,6,neg,0.5848,1,1,0
18,400,8,int,0.5849,0,1,1
11,2000,8,int,0.5849,0,1,1
11,400,4,int,0.585,1,1,0
19,2000,8,neg,0.5851,1,1,0
22,No,2,pos,0.5851,1,2,1
3,2000,2,pos,0.5852,1,2,1
14,2000,4,pos,0.5856,0,2,0
10,No,2,pos,0.5857,1,2,1
11,400,4,int,0.5857,1,1,0
17,400,8,pos,0.5857,1,2,1
5,400,6,neg,0.5858,1,1,0
21,400,8,neg,0.5858,1,1,0
22,400,6,pos,0.5863,1,2,1
12,400,6,pos,0.5864,1,2,1
5,No,4,pos,0.5865,1,2,1
6,400,2,int,0.5865,1,1,0
5,2000,6,pos,0.5867,1,2,1
13,2000,6,neg,0.5867,1,1,0
14,400,2,pos,0.5867,0,2,0
22,400,6,pos,0.5868,1,2,1
14,400,6,int,0.5868,0,1,1
7,No,2,pos,0.5868,1,2,1
22,400,2,int,0.5869,1,1,0
10,2000,2,pos,0.5869,1,2,1
7,2000,8,pos,0.5869,0,2,0
7,No,2,pos,0.5869,1,2,1
11,2000,4,neg,0.5869,1,1,0
8,400,8,pos,0.5869,1,2,1
14,400,2,pos,0.5869,1,2,1
16,2000,8,pos,0.5869,1,2,1
16,400,8,pos,0.587,1,2,1
16,400,4,int,0.5871,0,1,1
13,2000,6,int,0.5872,1,1,0
22,400,8,neg,0.5872,1,1,0
7,No,4,pos,0.5872,1,2,1
3,2000,8,neg,0.5873,1,1,0
24,2000,4,pos,0.5873,1,2,1
22,2000,8,pos,0.5874,1,2,1
8,400,4,pos,0.5874,1,2,1
18,400,4,pos,0.5874,1,2,1
11,No,8,pos,0.5874,1,2,1
13,2000,4,pos,0.5875,1,2,1
13,2000,6,neg,0.5875,1,1,0
23,No,2,pos,0.5875,1,2,1
9,400,4,pos,0.5875,1,2,1
7,400,2,neg,0.5875,1,1,0
5,No,4,int,0.5876,0,1,1
24,2000,2,pos,0.5876,1,2,1
7,400,4,neg,0.5876,1,1,0
11,400,6,neg,0.5876,1,1,0
11,400,4,pos,0.5876,1,2,1
11,2000,2,neg,0.5876,1,1,0
6,No,6,int,0.5876,0,1,1
8,2000,8,int,0.5876,1,1,0
9,2000,4,neg,0.5876,1,1,0
24,400,4,neg,0.5877,1,1,0
24,400,8,neg,0.5877,1,1,0
6,No,2,neg,0.5877,1,1,0
6,2000,4,int,0.5877,0,1,1
6,No,2,int,0.5877,1,1,0
17,No,8,pos,0.5877,1,2,1
8,400,6,pos,0.5877,1,2,1
8,400,6,int,0.5877,1,1,0
13,400,4,pos,0.5877,1,2,1
12,2000,6,neg,0.5878,1,1,0
22,2000,4,neg,0.5878,1,1,0
24,2000,4,pos,0.5878,1,2,1
23,2000,6,pos,0.5878,1,2,1
6,400,8,int,0.5878,1,1,0
11,400,6,int,0.5878,1,1,0
6,2000,2,neg,0.5878,1,1,0
9,400,6,pos,0.5878,1,2,1
13,400,2,pos,0.5879,1,2,1
23,2000,2,pos,0.5879,1,2,1
24,400,8,pos,0.5879,0,2,0
12,400,4,pos,0.5879,1,2,1
6,No,8,pos,0.588,1,2,1
3,No,6,pos,0.588,0,2,0
13,400,2,neg,0.588,1,1,0
7,400,8,pos,0.588,1,2,1
21,2000,6,pos,0.588,1,2,1
2,2000,6,pos,0.5881,1,2,1
12,2000,6,pos,0.5881,1,2,1
13,2000,4,neg,0.5881,1,1,0
7,400,6,neg,0.5881,1,1,0
1,400,6,int,0.5882,1,1,0
20,2000,6,pos,0.5882,1,2,1
7,400,8,pos,0.5882,1,2,1
21,400,2,pos,0.5883,1,2,1
19,400,4,neg,0.5884,1,1,0
21,2000,4,pos,0.5884,1,2,1
19,400,4,neg,0.5886,1,1,0
3,400,2,int,0.5888,1,1,0
22,No,2,pos,0.5889,1,2,1
12,2000,8,neg,0.589,1,1,0
12,100,2,int,0.5891,1,1,0
1,400,4,neg,0.5894,1,1,0
23,100,4,pos,0.5895,1,2,1
7,100,4,neg,0.5897,1,1,0
7,100,2,pos,0.5898,1,2,1
23,100,8,pos,0.5899,1,2,1
4,100,6,pos,0.5901,0,2,0
12,100,4,int,0.5901,1,1,0
12,400,4,neg,0.5904,1,1,0
4,100,8,neg,0.5907,0,1,1
12,100,6,neg,0.5907,1,1,0
4,100,4,pos,0.5909,0,2,0
1,100,2,neg,0.591,1,1,0
14,100,4,neg,0.5911,1,1,0
22,100,4,neg,0.5912,1,1,0
22,100,8,pos,0.5913,1,2,1
22,100,4,pos,0.5913,1,2,1
14,100,6,pos,0.5914,1,2,1
3,100,6,pos,0.5915,0,2,0
7,100,6,int,0.5916,1,1,0
18,100,2,neg,0.5917,1,1,0
6,100,8,pos,0.5917,0,2,0
23,100,2,pos,0.5917,1,2,1
21,100,2,pos,0.5918,1,2,1
18,100,6,int,0.5918,0,1,1
19,100,6,pos,0.5919,1,2,1
21,100,8,pos,0.5919,1,2,1
6,100,8,pos,0.5919,1,2,1
14,100,4,int,0.5919,1,1,0
6,100,2,pos,0.592,0,2,0
6,100,6,neg,0.592,1,1,0
18,100,6,pos,0.592,1,2,1
11,100,2,pos,0.592,1,2,1
15,100,6,neg,0.5921,1,1,0
13,100,6,neg,0.5921,1,1,0
12,100,2,pos,0.5921,1,2,1
22,100,2,neg,0.5921,1,1,0
11,100,2,pos,0.5921,1,2,1
22,No,6,neg,0.5921,1,1,0
7,100,6,neg,0.5921,1,1,0
7,100,2,neg,0.5921,1,1,0
6,100,2,neg,0.5922,1,1,0
6,100,6,int,0.5922,1,1,0
18,100,8,pos,0.5923,1,2,1
12,100,8,pos,0.5924,1,2,1
19,100,4,neg,0.5924,1,1,0
21,100,2,pos,0.5924,1,2,1
6,100,6,neg,0.5924,1,1,0
22,2000,8,neg,0.5924,1,1,0
7,100,6,pos,0.5924,1,2,1
12,2000,2,int,0.5926,1,1,0
6,100,8,neg,0.5926,1,1,0
22,No,8,int,0.593,0,1,1
12,2000,6,pos,0.5931,1,2,1
6,2000,8,pos,0.5932,0,2,0
3,400,8,neg,0.5934,1,1,0
8,2000,4,pos,0.5934,1,2,1
6,No,4,int,0.5934,1,1,0
13,2000,6,neg,0.5935,1,1,0
12,2000,6,int,0.5935,1,1,0
3,No,4,neg,0.5936,1,1,0
15,2000,2,pos,0.5938,1,2,1
22,400,8,neg,0.5938,1,1,0
12,2000,2,pos,0.5939,1,2,1
22,No,8,neg,0.5943,1,1,0
14,400,4,int,0.5943,1,1,0
4,400,2,pos,0.5944,1,2,1
22,400,8,pos,0.5944,1,2,1
14,2000,8,neg,0.5944,1,1,0
22,400,8,pos,0.5945,1,2,1
20,No,2,neg,0.5945,1,1,0
22,400,6,neg,0.5945,1,1,0
7,2000,8,int,0.5945,0,1,1
4,2000,6,pos,0.5946,1,2,1
14,400,6,neg,0.5946,1,1,0
8,2000,8,int,0.5947,1,1,0
14,100,4,int,0.5947,1,1,0
5,No,2,pos,0.5948,1,2,1
13,No,4,pos,0.5948,1,2,1
14,2000,6,pos,0.5949,1,2,1
22,400,4,pos,0.595,1,2,1
14,400,8,int,0.595,1,1,0
16,2000,2,pos,0.595,1,2,1
3,No,2,int,0.5951,1,1,0
19,2000,4,pos,0.5951,1,2,1
22,400,4,int,0.5951,1,1,0
10,400,4,int,0.5951,0,1,1
24,2000,2,pos,0.5951,1,2,1
22,2000,6,int,0.5951,1,1,0
16,400,4,pos,0.5951,1,2,1
5,No,8,int,0.5952,0,1,1
11,400,4,pos,0.5952,1,2,1
23,No,2,pos,0.5953,1,2,1
6,No,8,pos,0.5953,0,2,0
22,No,4,neg,0.5954,1,1,0
11,400,6,pos,0.5954,1,2,1
22,2000,2,pos,0.5954,1,2,1
24,400,6,int,0.5955,0,1,1
11,400,8,neg,0.5955,1,1,0
11,2000,2,neg,0.5955,1,1,0
8,400,8,pos,0.5955,1,2,1
14,400,8,neg,0.5955,1,1,0
23,No,4,pos,0.5955,0,2,0
3,2000,6,pos,0.5956,1,2,1
13,400,4,int,0.5956,1,1,0
12,No,2,pos,0.5956,1,2,1
6,No,6,int,0.5956,1,1,0
6,2000,8,int,0.5956,1,1,0
7,2000,2,pos,0.5956,1,2,1
7,No,2,pos,0.5956,1,2,1
11,400,2,pos,0.5956,1,2,1
21,No,4,pos,0.5956,1,2,1
15,2000,6,pos,0.5957,1,2,1
19,2000,2,int,0.5957,1,1,0
21,No,4,pos,0.5957,1,2,1
14,2000,8,int,0.5957,1,1,0
5,400,4,pos,0.5958,1,2,1
2,2000,8,int,0.5958,1,1,0
23,No,8,pos,0.5958,1,2,1
8,2000,2,neg,0.5958,1,1,0
13,2000,8,int,0.5958,1,1,0
16,400,6,int,0.5958,0,1,1
7,2000,8,int,0.5958,1,1,0
13,400,2,pos,0.5959,1,2,1
12,2000,2,pos,0.5959,1,2,1
22,2000,8,pos,0.5959,1,2,1
3,400,4,int,0.596,1,1,0
15,2000,6,pos,0.596,1,2,1
6,2000,2,int,0.596,1,1,0
11,400,4,pos,0.596,1,2,1
17,400,6,pos,0.596,1,2,1
13,2000,4,neg,0.596,1,1,0
21,400,6,neg,0.596,1,1,0
19,2000,2,pos,0.5961,1,2,1
6,400,2,neg,0.5961,1,1,0
6,2000,4,neg,0.5961,1,1,0
11,2000,6,pos,0.5961,0,2,0
6,400,2,neg,0.5961,1,1,0
13,400,2,neg,0.5961,1,1,0
7,400,2,neg,0.5961,1,1,0
3,2000,2,pos,0.5962,1,2,1
15,400,2,neg,0.5962,1,1,0
15,2000,4,pos,0.5962,1,2,1
6,2000,4,neg,0.5962,1,1,0
17,400,2,pos,0.5962,1,2,1
17,2000,8,pos,0.5962,1,2,1
23,2000,4,pos,0.5962,0,2,0
19,400,2,neg,0.5963,1,1,0
23,400,2,pos,0.5963,1,2,1
23,2000,4,neg,0.5963,1,1,0
17,400,4,pos,0.5963,1,2,1
9,400,2,pos,0.5963,1,2,1
12,400,8,pos,0.5964,1,2,1
12,400,8,neg,0.5964,1,1,0
12,400,2,int,0.5964,1,1,0
6,400,2,neg,0.5964,1,1,0
6,400,2,pos,0.5964,1,2,1
11,2000,2,pos,0.5964,1,2,1
16,2000,2,pos,0.5964,1,2,1
13,2000,6,int,0.5965,1,1,0
21,400,4,pos,0.5965,1,2,1
6,400,4,neg,0.5967,1,1,0
14,400,8,pos,0.5967,1,2,1
22,100,8,pos,0.5975,1,2,1
24,100,6,pos,0.5976,0,2,0
11,100,2,int,0.5977,1,1,0
6,100,2,pos,0.5979,1,2,1
13,400,2,pos,0.5984,1,2,1
5,100,4,pos,0.5985,1,2,1
1,400,2,int,0.5986,1,1,0
22,100,6,pos,0.5988,1,2,1
10,100,2,pos,0.5989,1,2,1
12,100,8,int,0.5989,1,1,0
12,100,2,int,0.5989,1,1,0
22,100,8,neg,0.5989,1,1,0
22,100,4,int,0.5989,1,1,0
22,100,6,int,0.5989,1,1,0
10,100,8,pos,0.599,1,2,1
11,100,4,pos,0.5991,1,2,1
4,100,2,neg,0.5991,0,1,1
22,100,8,pos,0.5991,1,2,1
3,100,2,neg,0.5991,1,1,0
22,100,6,int,0.5993,1,1,0
3,100,2,pos,0.5994,1,2,1
12,100,6,neg,0.5994,1,1,0
8,100,2,neg,0.5994,1,1,0
5,100,2,pos,0.5995,1,2,1
11,100,2,pos,0.5995,1,2,1
23,100,4,neg,0.5996,1,1,0
6,100,8,pos,0.5996,1,2,1
13,100,6,pos,0.5997,1,2,1
24,100,6,neg,0.5997,1,1,0
21,100,6,pos,0.5998,1,2,1
11,100,2,neg,0.5998,1,1,0
5,100,2,pos,0.5999,1,2,1
21,100,2,pos,0.6,1,2,1
8,100,6,pos,0.6001,1,2,1
6,100,2,pos,0.6001,1,2,1
21,100,8,pos,0.6001,1,2,1
6,100,8,pos,0.6002,1,2,1
7,100,2,neg,0.6002,1,1,0
12,100,4,pos,0.6003,1,2,1
7,100,4,int,0.6003,0,1,1
22,100,2,int,0.6004,1,1,0
23,100,4,neg,0.6004,1,1,0
3,100,2,neg,0.6004,1,1,0
9,100,2,pos,0.6004,1,2,1
22,400,4,int,0.6006,1,1,0
22,400,2,int,0.6007,1,1,0
10,400,2,neg,0.601,1,1,0
14,2000,6,neg,0.6013,1,1,0
11,400,4,neg,0.6014,1,1,0
12,2000,6,int,0.6014,1,1,0
24,2000,2,neg,0.6015,1,1,0
4,400,8,neg,0.6015,0,1,1
13,400,4,neg,0.6016,1,1,0
12,400,8,pos,0.6017,1,2,1
24,No,2,pos,0.6017,1,2,1
18,400,2,pos,0.6017,1,2,1
1,400,8,pos,0.6018,1,2,1
12,400,4,int,0.6019,1,1,0
19,400,2,int,0.602,1,1,0
22,2000,4,pos,0.602,1,2,1
8,400,4,pos,0.6021,1,2,1
13,400,2,pos,0.6022,1,2,1
22,400,8,pos,0.6022,1,2,1
22,No,8,pos,0.6024,0,2,0
1,2000,2,pos,0.6025,1,2,1
14,400,8,pos,0.6025,0,2,0
16,2000,2,pos,0.6025,1,2,1
1,400,8,int,0.6026,1,1,0
22,2000,8,int,0.6026,1,1,0
22,400,8,pos,0.6027,0,2,0
22,2000,8,int,0.6027,0,1,1
22,400,8,neg,0.6027,1,1,0
22,No,4,neg,0.6028,1,1,0
14,400,2,pos,0.6028,0,2,0
22,400,6,int,0.6029,1,1,0
22,400,6,int,0.6029,0,1,1
20,No,2,pos,0.6029,1,2,1
22,2000,2,pos,0.6029,1,2,1
14,400,2,neg,0.6029,1,1,0
5,2000,2,pos,0.603,1,2,1
10,2000,2,pos,0.603,1,2,1
19,No,4,neg,0.6031,1,1,0
22,2000,4,neg,0.6031,1,1,0
10,2000,6,int,0.6031,1,1,0
18,No,4,pos,0.6031,1,2,1
7,No,4,neg,0.6031,1,1,0
5,2000,4,pos,0.6032,1,2,1
24,400,4,int,0.6032,1,1,0
11,2000,2,pos,0.6032,1,2,1
8,400,8,neg,0.6032,1,1,0
22,2000,6,int,0.6032,0,1,1
5,400,8,neg,0.6033,0,1,1
19,No,2,neg,0.6033,1,1,0
24,400,2,neg,0.6033,1,1,0
8,400,8,int,0.6033,0,1,1
8,400,6,pos,0.6033,1,2,1
13,2000,8,pos,0.6033,1,2,1
13,No,2,pos,0.6033,1,2,1
16,400,8,pos,0.6033,0,2,0
5,400,4,pos,0.6034,1,2,1
6,2000,6,int,0.6034,1,1,0
7,No,6,pos,0.6034,1,2,1
8,2000,8,int,0.6034,1,1,0
5,2000,2,pos,0.6035,1,2,1
11,400,6,pos,0.6035,1,2,1
8,No,4,pos,0.6035,1,2,1
8,400,8,int,0.6035,1,1,0
14,400,6,pos,0.6035,1,2,1
14,2000,2,pos,0.6035,1,2,1
7,No,8,int,0.6035,1,1,0
19,400,2,pos,0.6036,1,2,1
19,No,8,neg,0.6036,1,1,0
24,400,6,pos,0.6036,1,2,1
7,400,6,neg,0.6036,1,1,0
8,2000,6,neg,0.6036,1,1,0
15,2000,8,neg,0.6037,1,1,0
15,No,6,neg,0.6037,1,1,0
13,No,4,pos,0.6037,1,2,1
7,400,6,int,0.6037,0,1,1
11,2000,2,pos,0.6037,1,2,1
11,2000,4,int,0.6037,1,1,0
6,No,2,pos,0.6037,1,2,1
17,2000,8,neg,0.6037,1,1,0
9,No,2,pos,0.6037,1,2,1
14,2000,2,int,0.6037,1,1,0
7,2000,2,neg,0.6037,1,1,0
7,2000,4,neg,0.6037,1,1,0
1,2000,4,neg,0.6038,1,1,0
13,400,8,neg,0.6038,1,1,0
22,No,4,pos,0.6038,1,2,1
11,2000,6,neg,0.6038,1,1,0
6,No,8,int,0.6038,1,1,0
9,No,4,pos,0.6038,1,2,1
13,2000,4,pos,0.6038,1,2,1
7,2000,4,int,0.6038,1,1,0
19,No,6,pos,0.6039,1,2,1
12,400,4,neg,0.6039,1,1,0
22,2000,6,int,0.6039,0,1,1
20,2000,6,int,0.6039,1,1,0
7,2000,2,neg,0.6039,1,1,0
7,No,6,int,0.6039,1,1,0
21,400,4,neg,0.604,1,1,0
11,400,6,int,0.604,0,1,1
6,2000,2,neg,0.604,1,1,0
3,400,4,pos,0.604,0,2,0
13,400,2,int,0.604,1,1,0
13,2000,4,int,0.604,1,1,0
14,2000,8,pos,0.604,0,2,0
7,400,6,int,0.604,1,1,0
15,2000,4,neg,0.6041,1,1,0
15,2000,4,int,0.6041,1,1,0
20,400,2,pos,0.6041,0,2,0
11,2000,6,pos,0.6041,1,2,1
11,2000,2,pos,0.6041,1,2,1
6,No,6,pos,0.6041,1,2,1
17,400,8,pos,0.6041,1,2,1
17,2000,4,pos,0.6041,1,2,1
13,400,4,neg,0.6041,1,1,0
7,2000,8,int,0.6041,0,1,1
23,400,6,pos,0.6042,1,2,1
23,2000,2,neg,0.6042,1,1,0
12,100,8,int,0.6042,1,1,0
8,400,4,neg,0.6042,1,1,0
8,2000,4,neg,0.6042,1,1,0
6,400,2,pos,0.6042,1,2,1
6,2000,2,neg,0.6042,1,1,0
13,400,4,neg,0.6042,1,1,0
7,2000,4,int,0.6042,1,1,0
21,400,6,pos,0.6042,1,2,1
12,2000,4,pos,0.6043,1,2,1
6,400,6,neg,0.6043,1,1,0
21,2000,6,neg,0.6043,1,1,0
23,2000,2,neg,0.6043,1,1,0
19,400,4,neg,0.6044,1,1,0
19,400,6,neg,0.6045,1,1,0
6,400,2,neg,0.6045,1,1,0
11,400,6,pos,0.6045,1,2,1
11,2000,8,neg,0.6045,1,1,0
21,400,4,pos,0.6045,1,2,1
3,100,2,neg,0.6047,1,1,0
14,400,2,int,0.6047,1,1,0
12,No,4,int,0.6049,1,1,0
24,400,8,int,0.605,1,1,0
12,400,8,neg,0.6053,1,1,0
12,400,4,pos,0.6053,1,2,1
1,No,2,int,0.6054,1,1,0
19,100,2,neg,0.6055,1,1,0
13,100,2,pos,0.6055,1,2,1
23,100,8,pos,0.6058,1,2,1
4,100,6,pos,0.6064,1,2,1
12,100,2,pos,0.6067,1,2,1
12,100,6,int,0.6067,0,1,1
22,100,4,neg,0.6068,1,1,0
4,100,2,neg,0.6068,0,1,1
5,100,4,int,0.6069,0,1,1
5,100,8,pos,0.6069,1,2,1
12,100,2,int,0.6069,1,1,0
12,100,2,neg,0.6071,1,1,0
11,100,8,pos,0.6072,1,2,1
12,100,4,neg,0.6072,1,1,0
16,100,2,pos,0.6072,1,2,1
5,100,8,pos,0.6073,1,2,1
22,100,2,neg,0.6073,1,1,0
22,100,4,int,0.6073,1,1,0
13,100,2,pos,0.6075,1,2,1
22,100,4,neg,0.6075,1,1,0
6,100,4,int,0.6075,1,1,0
5,100,6,int,0.6076,0,1,1
13,100,4,int,0.6076,1,1,0
8,100,2,pos,0.6076,1,2,1
16,100,2,pos,0.6076,1,2,1
17,100,4,pos,0.6077,1,2,1
22,100,8,int,0.6077,0,1,1
13,100,4,pos,0.6078,1,2,1
19,100,4,pos,0.6078,1,2,1
16,100,6,int,0.6078,0,1,1
23,100,2,pos,0.6078,1,2,1
5,100,8,pos,0.6079,1,2,1
13,100,4,pos,0.6079,1,2,1
23,100,2,pos,0.6079,1,2,1
11,100,4,neg,0.6079,1,1,0
7,100,4,neg,0.6079,1,1,0
7,100,4,pos,0.6079,0,2,0
8,100,4,int,0.608,1,1,0
7,100,6,neg,0.608,1,1,0
22,100,8,pos,0.6081,0,2,0
22,100,8,pos,0.6081,1,2,1
22,100,2,pos,0.6082,1,2,1
9,100,2,pos,0.6082,1,2,1
7,100,6,int,0.6082,0,1,1
12,100,4,pos,0.6083,1,2,1
19,100,6,neg,0.6083,1,1,0
18,100,4,pos,0.6083,1,2,1
6,100,2,pos,0.6083,1,2,1
7,100,8,pos,0.6083,1,2,1
22,2000,8,neg,0.6084,1,1,0
12,100,2,int,0.6085,1,1,0
7,100,4,int,0.6085,1,1,0
18,2000,6,pos,0.6086,1,2,1
8,No,2,pos,0.6087,1,2,1
16,100,2,neg,0.6088,0,1,1
24,400,8,neg,0.609,1,1,0
11,2000,8,neg,0.6092,1,1,0
1,No,2,pos,0.6093,1,2,1
12,2000,4,pos,0.6093,1,2,1
6,No,4,pos,0.6094,1,2,1
16,2000,6,pos,0.6094,1,2,1
7,No,6,pos,0.6094,1,2,1
15,2000,6,pos,0.6095,1,2,1
19,No,2,neg,0.6095,1,1,0
14,400,8,pos,0.6095,0,2,0
13,400,6,neg,0.6098,1,1,0
10,400,8,pos,0.6099,1,2,1
12,2000,6,int,0.6101,1,1,0
10,400,6,pos,0.6103,1,2,1
14,400,4,neg,0.6104,1,1,0
13,2000,2,pos,0.6105,1,2,1
5,No,6,pos,0.6106,1,2,1
20,No,2,neg,0.6106,1,1,0
7,No,2,pos,0.6106,1,2,1
22,No,6,int,0.6107,1,1,0
5,400,4,pos,0.6108,1,2,1
14,400,8,neg,0.6108,1,1,0
10,2000,4,neg,0.6109,1,1,0
10,400,4,pos,0.6109,1,2,1
20,400,4,int,0.6109,1,1,0
10,400,4,neg,0.611,1,1,0
7,No,8,neg,0.611,1,1,0
11,2000,2,int,0.611,1,1,0
20,400,6,neg,0.6111,1,1,0
11,400,6,int,0.6111,1,1,0
13,No,6,pos,0.6111,1,2,1
16,2000,6,pos,0.6111,1,2,1
24,2000,6,neg,0.6112,1,1,0
7,2000,6,int,0.6112,0,1,1
7,No,4,pos,0.6112,1,2,1
11,400,8,neg,0.6112,1,1,0
23,2000,2,pos,0.6112,1,2,1
7,2000,6,pos,0.6113,0,2,0
11,2000,6,neg,0.6113,1,1,0
16,400,2,int,0.6113,1,1,0
13,2000,8,int,0.6114,1,1,0
19,2000,4,pos,0.6115,1,2,1
7,400,4,neg,0.6115,1,1,0
8,No,8,neg,0.6115,1,1,0
8,2000,2,pos,0.6115,1,2,1
7,No,4,pos,0.6115,1,2,1
13,2000,4,pos,0.6116,1,2,1
19,2000,8,neg,0.6116,1,1,0
24,2000,2,pos,0.6116,1,2,1
7,400,4,pos,0.6116,1,2,1
7,400,6,neg,0.6116,1,1,0
6,No,6,pos,0.6116,0,2,0
6,400,6,pos,0.6116,0,2,0
17,2000,2,pos,0.6116,1,2,1
16,No,2,pos,0.6116,1,2,1
17,No,4,pos,0.6116,1,2,1
7,400,2,neg,0.6116,1,1,0
3,400,8,neg,0.6117,1,1,0
3,400,2,pos,0.6117,1,2,1
2,2000,6,pos,0.6117,0,2,0
19,2000,8,neg,0.6117,1,1,0
22,No,2,pos,0.6117,1,2,1
24,2000,8,int,0.6117,1,1,0
6,No,4,neg,0.6117,1,1,0
13,2000,8,pos,0.6117,1,2,1
16,400,6,neg,0.6117,1,1,0
13,2000,6,int,0.6118,1,1,0
19,No,2,int,0.6118,1,1,0
23,No,4,pos,0.6118,1,2,1
7,400,8,neg,0.6118,1,1,0
18,2000,2,pos,0.6118,1,2,1
13,400,4,pos,0.6118,1,2,1
21,No,2,pos,0.6118,1,2,1
12,2000,6,int,0.6119,0,1,1
23,No,2,pos,0.6119,1,2,1
21,400,4,pos,0.6119,1,2,1
6,2000,2,pos,0.6119,1,2,1
7,400,2,neg,0.6119,1,1,0
7,400,2,int,0.6119,1,1,0
6,2000,6,neg,0.612,1,1,0
8,No,6,int,0.612,1,1,0
16,400,6,pos,0.612,1,2,1
22,2000,6,pos,0.6121,0,2,0
9,400,2,pos,0.6121,1,2,1
16,400,4,pos,0.6121,1,2,1
3,2000,6,int,0.6122,1,1,0
24,2000,2,pos,0.6122,1,2,1
6,No,2,pos,0.6122,1,2,1
15,2000,4,pos,0.6123,1,2,1
15,2000,4,neg,0.6123,1,1,0
2,400,4,pos,0.6123,1,2,1
19,2000,4,neg,0.6123,1,1,0
9,400,2,int,0.6123,1,1,0
13,400,6,pos,0.6123,1,2,1
23,400,4,neg,0.6124,1,1,0
24,2000,2,pos,0.6124,1,2,1
11,2000,6,pos,0.6124,1,2,1
6,2000,2,int,0.6124,1,1,0
6,2000,8,pos,0.6124,1,2,1
23,2000,8,int,0.6124,0,1,1
6,400,8,neg,0.6125,1,1,0
14,2000,8,pos,0.6125,0,2,0
8,400,6,neg,0.6127,1,1,0
16,400,6,pos,0.6127,1,2,1
23,400,6,pos,0.6127,1,2,1
18,100,8,pos,0.6128,1,2,1
23,2000,8,int,0.6128,1,1,0
11,400,2,pos,0.6129,1,2,1
1,2000,6,pos,0.613,1,2,1
24,100,4,pos,0.6133,1,2,1
12,100,2,pos,0.6133,1,2,1
23,100,4,pos,0.6141,1,2,1
14,100,2,neg,0.6144,1,1,0
14,100,4,neg,0.6149,1,1,0
24,100,8,pos,0.615,1,2,1
22,100,6,neg,0.6151,1,1,0
4,100,8,pos,0.6151,1,2,1
20,100,2,pos,0.6152,1,2,1
6,100,6,int,0.6152,1,1,0
22,100,2,pos,0.6153,1,2,1
22,100,2,int,0.6153,1,1,0
