subj_idx,CSI,size,probe,rt,correct,stim,response
14,2000,2,pos,0.5466,1,2,1
14,No,2,pos,0.5466,1,2,1
4,400,6,pos,0.5468,1,2,1
21,No,6,pos,0.5468,1,2,1
7,No,8,pos,0.5468,1,2,1
18,400,6,pos,0.5469,1,2,1
5,No,8,pos,0.547,1,2,1
10,400,4,pos,0.547,1,2,1
10,400,2,pos,0.547,1,2,1
4,400,6,pos,0.547,1,2,1
22,400,4,pos,0.547,1,2,1
16,No,2,pos,0.547,1,2,1
7,400,2,pos,0.5471,1,2,1
11,2000,2,pos,0.5472,0,2,0
7,No,2,pos,0.5473,1,2,1
8,2000,6,pos,0.5473,1,2,1
5,400,8,int,0.5474,0,1,1
22,400,2,neg,0.5474,1,1,0
13,2000,6,pos,0.5474,1,2,1
13,2000,4,pos,0.5474,1,2,1
3,400,8,pos,0.5475,0,2,0
12,2000,8,neg,0.5475,1,1,0
22,No,2,neg,0.5475,1,1,0
21,400,6,neg,0.5475,1,1,0
6,2000,6,neg,0.5475,1,1,0
13,2000,6,pos,0.5475,1,2,1
24,2000,4,pos,0.5476,1,2,1
23,2000,4,pos,0.5476,1,2,1
7,400,4,pos,0.5476,1,2,1
7,2000,4,pos,0.5476,1,2,1
18,2000,6,pos,0.5476,1,2,1
9,2000,2,pos,0.5476,1,2,1
17,2000,4,pos,0.5476,1,2,1
11,400,6,int,0.5477,1,1,0
11,2000,6,neg,0.5477,1,1,0
19,2000,4,neg,0.5478,1,1,0
19,400,4,int,0.5478,1,1,0
6,2000,2,int,0.5478,1,1,0
8,2000,8,pos,0.5478,1,2,1
13,2000,4,pos,0.5478,1,2,1
7,400,2,int,0.5478,1,1,0
21,No,2,pos,0.5478,1,2,1
3,400,6,pos,0.5479,0,2,0
21,400,2,pos,0.5479,1,2,1
8,400,2,pos,0.5479,1,2,1
17,2000,6,pos,0.5479,1,2,1
7,No,4,pos,0.5479,1,2,1
12,2000,6,pos,0.548,1,2,1
23,2000,4,pos,0.548,1,2,1
6,2000,4,pos,0.548,1,2,1
11,400,4,neg,0.548,1,1,0
6,No,8,pos,0.548,1,2,1
6,2000,2,int,0.548,1,1,0
3,No,8,pos,0.548,0,2,0
13,2000,2,int,0.548,1,1,0
17,No,2,pos,0.548,1,2,1
7,400,8,int,0.548,0,1,1
7,2000,2,pos,0.548,1,2,1
21,2000,4,pos,0.5481,1,2,1
24,No,4,int,0.5481,0,1,1
24,2000,4,neg,0.5481,1,1,0
11,2000,6,neg,0.5481,1,1,0
13,400,2,neg,0.5481,1,1,0
19,2000,2,neg,0.5482,1,1,0
12,400,4,pos,0.5482,1,2,1
24,400,2,neg,0.5482,1,1,0
8,400,4,pos,0.5482,1,2,1
6,400,8,pos,0.5482,1,2,1
3,400,6,neg,0.5482,1,1,0
9,2000,2,pos,0.5482,1,2,1
23,400,4,pos,0.5482,1,2,1
23,2000,6,pos,0.5482,1,2,1
7,400,6,pos,0.5483,1,2,1
15,2000,6,pos,0.5484,1,2,1
12,400,8,neg,0.5484,1,1,0
19,400,6,neg,0.5484,1,1,0
23,2000,2,pos,0.5484,1,2,1
24,400,2,int,0.5484,1,1,0
6,400,4,neg,0.5484,1,1,0
6,2000,2,pos,0.5484,1,2,1
19,400,6,neg,0.5486,1,1,0
3,400,2,int,0.5486,1,1,0
14,400,6,neg,0.5487,1,1,0
11,100,2,neg,0.5488,1,1,0
12,100,8,int,0.5492,1,1,0
19,No,6,pos,0.5501,1,2,1
19,100,2,pos,0.5503,1,2,1
12,100,4,neg,0.5507,1,1,0
14,400,8,int,0.5507,0,1,1
5,100,6,neg,0.551,0,1,1
4,100,6,int,0.5512,0,1,1
6,100,2,neg,0.5512,1,1,0
12,100,6,pos,0.5513,1,2,1
22,100,2,pos,0.5513,1,2,1
14,100,8,neg,0.5513,1,1,0
6,100,6,pos,0.5514,0,2,0
22,100,4,neg,0.5515,1,1,0
22,100,4,int,0.5515,1,1,0
24,100,6,int,0.5517,0,1,1
6,100,2,int,0.5517,1,1,0
12,100,2,neg,0.5517,1,1,0
22,100,6,neg,0.5518,1,1,0
18,100,2,pos,0.5518,1,2,1
11,100,2,neg,0.5518,1,1,0
11,100,8,neg,0.5518,1,1,0
4,2000,6,neg,0.5519,0,1,1
4,400,6,neg,0.5519,0,1,1
1,400,8,pos,0.5519,1,2,1
22,100,8,neg,0.5519,1,1,0
4,400,2,int,0.5519,1,1,0
12,100,6,neg,0.5519,1,1,0
18,100,2,pos,0.552,1,2,1
11,100,2,pos,0.552,1,2,1
22,100,2,pos,0.5521,1,2,1
6,400,4,pos,0.5521,0,2,0
11,100,8,int,0.5521,1,1,0
22,100,2,int,0.5522,1,1,0
6,100,8,neg,0.5522,1,1,0
6,100,2,pos,0.5522,1,2,1
6,100,4,int,0.5522,0,1,1
19,100,6,pos,0.5523,1,2,1
6,100,8,pos,0.5523,0,2,0
17,100,8,pos,0.5523,1,2,1
12,100,4,int,0.5524,1,1,0
12,100,2,pos,0.5524,1,2,1
12,100,2,neg,0.5524,1,1,0
6,100,6,int,0.5524,1,1,0
15,100,4,int,0.5526,1,1,0
7,2000,6,neg,0.5528,1,1,0
6,100,8,int,0.5529,1,1,0
12,400,6,pos,0.5532,1,2,1
8,2000,2,neg,0.5533,1,1,0
14,100,2,pos,0.5533,1,2,1
5,400,4,pos,0.5534,1,2,1
7,100,2,int,0.5534,1,1,0
22,2000,8,pos,0.5536,0,2,0
22,2000,2,neg,0.5537,1,1,0
17,400,2,pos,0.5537,1,2,1
1,400,4,pos,0.5538,1,2,1
19,2000,8,pos,0.5538,1,2,1
10,400,2,int,0.5539,0,1,1
14,400,4,int,0.554,1,1,0
10,400,4,pos,0.5541,1,2,1
21,400,8,pos,0.5541,1,2,1
4,No,6,int,0.5544,0,1,1
4,2000,8,int,0.5544,1,1,0
1,2000,4,pos,0.5544,1,2,1
22,No,2,pos,0.5544,1,2,1
14,400,8,neg,0.5544,1,1,0
24,2000,2,pos,0.5545,1,2,1
14,400,4,neg,0.5546,1,1,0
24,2000,8,pos,0.5548,1,2,1
14,400,8,pos,0.5548,1,2,1
10,400,4,pos,0.5549,1,2,1
24,2000,4,pos,0.5549,1,2,1
22,400,6,neg,0.555,1,1,0
22,400,4,neg,0.555,1,1,0
24,2000,4,pos,0.555,1,2,1
11,400,4,pos,0.5551,1,2,1
22,400,6,pos,0.5551,1,2,1
22,400,8,pos,0.5552,1,2,1
16,400,8,neg,0.5552,0,1,1
7,2000,4,neg,0.5553,1,1,0
11,2000,2,pos,0.5553,1,2,1
3,No,4,pos,0.5553,0,2,0
22,2000,2,int,0.5554,1,1,0
13,2000,8,pos,0.5554,1,2,1
19,No,8,pos,0.5555,1,2,1
7,2000,2,int,0.5555,1,1,0
7,No,2,pos,0.5555,1,2,1
11,400,4,pos,0.5555,1,2,1
11,400,6,pos,0.5555,1,2,1
12,No,4,pos,0.5555,1,2,1
14,2000,4,int,0.5555,0,1,1
16,400,8,neg,0.5555,1,1,0
13,400,2,neg,0.5556,1,1,0
21,2000,6,neg,0.5556,1,1,0
6,2000,8,neg,0.5556,1,1,0
6,2000,8,pos,0.5556,1,2,1
13,No,2,pos,0.5557,1,2,1
22,No,4,int,0.5557,1,1,0
23,No,2,pos,0.5557,1,2,1
22,2000,2,neg,0.5557,1,1,0
8,400,2,int,0.5557,1,1,0
16,400,2,pos,0.5557,1,2,1
13,2000,6,neg,0.5558,1,1,0
19,2000,2,pos,0.5558,1,2,1
19,No,4,neg,0.5558,1,1,0
12,400,2,int,0.5558,1,1,0
19,400,2,neg,0.5558,1,1,0
19,No,2,neg,0.5558,1,1,0
22,2000,8,pos,0.5558,1,2,1
7,2000,2,int,0.5558,1,1,0
11,2000,2,pos,0.5558,1,2,1
3,400,2,neg,0.5558,1,1,0
21,2000,2,pos,0.5559,1,2,1
6,400,6,pos,0.5559,0,2,0
6,2000,4,pos,0.5559,1,2,1
8,400,8,pos,0.5559,1,2,1
6,2000,6,neg,0.5559,1,1,0
13,2000,4,int,0.5559,1,1,0
21,400,6,neg,0.5559,1,1,0
19,2000,4,neg,0.556,1,1,0
12,No,2,neg,0.556,1,1,0
19,400,2,neg,0.556,1,1,0
19,2000,6,pos,0.556,1,2,1
20,2000,4,neg,0.556,1,1,0
22,2000,4,pos,0.556,1,2,1
23,2000,4,neg,0.556,1,1,0
6,400,2,pos,0.556,1,2,1
15,2000,2,neg,0.5561,1,1,0
21,400,2,int,0.5561,1,1,0
8,2000,8,pos,0.5561,1,2,1
11,2000,6,pos,0.5561,1,2,1
9,400,2,pos,0.5561,1,2,1
19,400,8,neg,0.5562,1,1,0
24,2000,4,int,0.5562,1,1,0
6,400,2,pos,0.5562,1,2,1
11,400,6,neg,0.5562,1,1,0
11,400,2,neg,0.5562,1,1,0
13,400,2,neg,0.5562,1,1,0
8,400,8,pos,0.5563,1,2,1
9,2000,4,pos,0.5563,1,2,1
7,400,8,int,0.5563,1,1,0
21,2000,2,pos,0.5563,1,2,1
12,400,6,pos,0.5564,1,2,1
6,400,6,int,0.5564,0,1,1
7,400,6,int,0.5564,1,1,0
7,400,6,neg,0.5565,1,1,0
21,400,4,pos,0.5565,1,2,1
1,2000,4,pos,0.5567,1,2,1
1,400,2,pos,0.5574,1,2,1
7,100,6,pos,0.5581,1,2,1
4,100,8,pos,0.5583,1,2,1
14,100,2,pos,0.5585,1,2,1
14,400,6,pos,0.5587,1,2,1
5,100,8,pos,0.5588,1,2,1
13,100,2,neg,0.5588,1,1,0
14,100,2,int,0.559,1,1,0
22,100,2,neg,0.5591,1,1,0
10,100,2,pos,0.5591,1,2,1
10,100,4,pos,0.5591,1,2,1
22,100,6,pos,0.5591,0,2,0
22,100,6,int,0.5591,1,1,0
14,100,2,pos,0.5591,1,2,1
22,100,4,neg,0.5593,1,1,0
15,100,4,neg,0.5594,0,1,1
1,400,4,neg,0.5595,1,1,0
18,100,2,pos,0.5595,1,2,1
19,100,2,neg,0.5597,1,1,0
18,100,4,pos,0.5597,1,2,1
11,100,2,pos,0.5597,1,2,1
12,2000,8,pos,0.5597,0,2,0
13,100,2,neg,0.5598,1,1,0
22,100,4,pos,0.5598,1,2,1
23,100,8,neg,0.5598,1,1,0
7,100,2,pos,0.5598,1,2,1
5,100,4,pos,0.5599,1,2,1
12,100,6,neg,0.5599,1,1,0
12,100,6,neg,0.5599,1,1,0
18,100,8,pos,0.5599,1,2,1
23,100,6,pos,0.5599,1,2,1
19,100,2,int,0.56,1,1,0
11,100,6,pos,0.56,1,2,1
7,100,8,int,0.56,1,1,0
23,2000,6,pos,0.56,1,2,1
23,100,4,neg,0.56,0,1,1
6,100,8,int,0.5601,0,1,1
12,400,2,neg,0.5601,1,1,0
17,100,2,neg,0.5601,1,1,0
17,100,2,pos,0.5601,1,2,1
13,100,2,pos,0.5601,1,2,1
7,100,2,int,0.5601,1,1,0
21,100,2,pos,0.5602,1,2,1
6,100,2,int,0.5602,1,1,0
18,100,4,pos,0.5603,1,2,1
6,100,4,neg,0.5603,1,1,0
9,100,2,neg,0.5603,0,1,1
12,100,6,neg,0.5604,1,1,0
6,100,4,pos,0.5604,0,2,0
7,100,2,pos,0.5604,1,2,1
7,100,4,neg,0.5604,1,1,0
18,2000,8,pos,0.5605,1,2,1
24,100,6,neg,0.5605,1,1,0
24,100,8,int,0.5605,1,1,0
7,100,6,int,0.5605,1,1,0
23,100,6,neg,0.5606,1,1,0
14,400,2,pos,0.5606,1,2,1
21,100,4,pos,0.5606,1,2,1
24,400,2,pos,0.5608,1,2,1
6,2000,4,pos,0.5608,1,2,1
19,100,8,pos,0.5609,1,2,1
21,400,2,pos,0.561,1,2,1
11,2000,2,pos,0.5611,1,2,1
9,2000,2,neg,0.5612,1,1,0
14,400,4,int,0.5612,1,1,0
1,2000,2,pos,0.5614,1,2,1
11,2000,2,neg,0.5616,1,1,0
14,2000,2,neg,0.5616,1,1,0
1,2000,2,pos,0.5618,1,2,1
12,400,2,int,0.5618,1,1,0
11,400,2,pos,0.5618,1,2,1
12,400,2,pos,0.5619,1,2,1
18,No,4,pos,0.562,1,2,1
4,2000,8,int,0.5625,0,1,1
12,No,4,pos,0.5625,1,2,1
4,400,8,pos,0.5626,1,2,1
12,400,8,pos,0.5626,1,2,1
22,No,4,pos,0.5626,1,2,1
14,400,4,pos,0.5626,1,2,1
20,400,2,pos,0.5627,1,2,1
22,400,4,neg,0.5628,1,1,0
22,400,6,pos,0.5628,1,2,1
11,2000,2,pos,0.563,1,2,1
18,2000,2,pos,0.5631,1,2,1
11,2000,8,pos,0.5631,1,2,1
6,No,6,pos,0.5631,1,2,1
1,400,6,neg,0.5632,1,1,0
22,400,4,neg,0.5632,1,1,0
7,2000,6,pos,0.5632,1,2,1
11,400,2,pos,0.5632,1,2,1
18,No,2,pos,0.5632,1,2,1
22,No,2,neg,0.5632,1,1,0
22,No,2,pos,0.5632,1,2,1
14,2000,6,pos,0.5632,1,2,1
16,2000,4,pos,0.5632,1,2,1
24,2000,8,int,0.5633,1,1,0
16,400,8,pos,0.5633,1,2,1
7,No,4,pos,0.5633,1,2,1
19,400,4,pos,0.5634,1,2,1
19,2000,4,neg,0.5634,1,1,0
8,400,6,pos,0.5634,1,2,1
7,No,2,pos,0.5635,1,2,1
14,No,2,pos,0.5635,1,2,1
7,No,8,pos,0.5635,1,2,1
19,2000,8,neg,0.5636,1,1,0
19,No,8,pos,0.5636,1,2,1
7,2000,2,pos,0.5636,1,2,1
13,400,6,neg,0.5636,1,1,0
13,2000,6,pos,0.5636,1,2,1
17,No,2,neg,0.5636,1,1,0
3,2000,2,neg,0.5637,1,1,0
15,No,2,pos,0.5637,1,2,1
22,No,4,int,0.5637,1,1,0
11,400,8,pos,0.5637,1,2,1
12,400,4,int,0.5637,1,1,0
17,2000,4,pos,0.5637,1,2,1
14,2000,4,int,0.5637,0,1,1
7,400,4,neg,0.5637,1,1,0
15,No,8,neg,0.5638,1,1,0
19,2000,6,pos,0.5638,1,2,1
24,2000,6,pos,0.5638,1,2,1
24,2000,2,neg,0.5638,1,1,0
8,2000,2,int,0.5638,1,1,0
17,2000,2,int,0.5638,1,1,0
13,2000,2,neg,0.5638,1,1,0
21,400,4,pos,0.5639,1,2,1
7,400,2,neg,0.5639,1,1,0
11,400,8,pos,0.5639,1,2,1
11,2000,4,pos,0.5639,1,2,1
6,No,4,pos,0.5639,1,2,1
15,2000,4,pos,0.564,1,2,1
19,2000,6,neg,0.564,1,1,0
19,2000,6,pos,0.564,1,2,1
19,2000,6,pos,0.564,1,2,1
6,400,4,neg,0.564,1,1,0
6,400,2,int,0.564,1,1,0
8,2000,6,pos,0.564,1,2,1
11,2000,4,neg,0.564,0,1,1
6,400,6,neg,0.564,1,1,0
13,400,2,pos,0.564,1,2,1
7,2000,2,int,0.564,1,1,0
21,400,4,pos,0.564,1,2,1
15,2000,4,neg,0.5641,1,1,0
21,2000,6,pos,0.5641,1,2,1
11,2000,6,pos,0.5641,1,2,1
23,2000,4,pos,0.5641,1,2,1
11,400,4,pos,0.5642,0,2,0
18,400,4,pos,0.5642,1,2,1
9,2000,2,neg,0.5642,1,1,0
23,2000,2,int,0.5642,1,1,0
19,2000,2,pos,0.5643,1,2,1
12,2000,6,neg,0.5643,1,1,0
23,400,2,pos,0.5643,1,2,1
23,400,2,int,0.5643,1,1,0
23,400,8,pos,0.5643,1,2,1
23,2000,2,neg,0.5643,1,1,0
6,2000,8,pos,0.5643,0,2,0
6,2000,8,int,0.5643,0,1,1
3,400,8,pos,0.5643,1,2,1
9,400,2,pos,0.5643,1,2,1
19,400,2,int,0.5644,1,1,0
19,400,2,neg,0.5644,1,1,0
12,400,6,neg,0.5644,1,1,0
18,400,2,pos,0.5644,1,2,1
12,400,4,int,0.5645,1,1,0
23,2000,8,pos,0.5645,0,2,0
24,400,4,neg,0.5645,1,1,0
6,400,4,pos,0.5645,1,2,1
3,400,6,pos,0.5645,0,2,0
7,400,8,neg,0.5645,1,1,0
24,400,8,neg,0.5646,1,1,0
24,400,8,neg,0.5646,1,1,0
11,400,6,neg,0.5646,1,1,0
22,100,6,neg,0.5648,1,1,0
22,100,8,neg,0.5652,1,1,0
18,100,4,neg,0.5652,1,1,0
18,100,2,pos,0.5656,1,2,1
11,100,2,pos,0.5656,1,2,1
1,400,2,neg,0.5657,1,1,0
12,2000,4,int,0.5659,1,1,0
22,100,8,neg,0.5664,1,1,0
20,100,2,pos,0.5665,0,2,0
22,100,8,pos,0.5666,0,2,0
22,100,8,pos,0.5666,1,2,1
14,100,2,pos,0.5666,1,2,1
14,100,6,int,0.5667,1,1,0
1,2000,6,neg,0.5669,1,1,0
22,100,8,int,0.5669,1,1,0
22,100,8,pos,0.567,0,2,0
4,100,6,int,0.5671,0,1,1
13,100,2,pos,0.5671,1,2,1
14,100,2,pos,0.5671,1,2,1
22,100,4,neg,0.5672,1,1,0
14,400,4,pos,0.5672,0,2,0
5,100,8,int,0.5673,0,1,1
11,100,2,pos,0.5673,1,2,1
23,100,4,pos,0.5673,1,2,1
4,100,6,pos,0.5674,0,2,0
22,100,2,pos,0.5674,1,2,1
11,100,2,pos,0.5675,0,2,0
13,100,2,neg,0.5677,1,1,0
8,100,6,pos,0.5677,1,2,1
6,100,8,neg,0.5677,0,1,1
13,100,6,pos,0.5678,1,2,1
12,100,4,neg,0.5678,1,1,0
8,100,2,neg,0.5678,1,1,0
11,100,6,int,0.5678,1,1,0
6,100,6,pos,0.5678,1,2,1
23,100,2,pos,0.5679,1,2,1
21,100,4,pos,0.5679,1,2,1
4,400,8,pos,0.568,1,2,1
6,100,6,pos,0.568,1,2,1
8,100,2,neg,0.568,1,1,0
17,100,2,pos,0.568,1,2,1
13,100,2,neg,0.568,1,1,0
19,100,2,pos,0.5681,1,2,1
23,100,6,pos,0.5681,1,2,1
24,100,6,int,0.5681,1,1,0
15,100,8,pos,0.5682,1,2,1
7,100,6,pos,0.5682,1,2,1
15,100,4,neg,0.5683,1,1,0
24,100,4,pos,0.5683,1,2,1
6,100,4,pos,0.5683,1,2,1
11,100,4,pos,0.5683,1,2,1
23,100,2,pos,0.5685,1,2,1
6,400,6,pos,0.5686,0,2,0
22,No,6,int,0.5688,0,1,1
12,2000,2,int,0.5688,1,1,0
3,100,6,pos,0.5688,0,2,0
11,400,8,neg,0.569,1,1,0
13,2000,4,neg,0.5691,1,1,0
22,No,4,int,0.5694,1,1,0
12,2000,8,pos,0.5696,0,2,0
11,2000,2,int,0.5697,1,1,0
12,2000,2,pos,0.5699,1,2,1
10,2000,2,pos,0.5701,1,2,1
1,400,4,pos,0.5702,1,2,1
12,400,6,pos,0.5703,1,2,1
14,400,2,int,0.5704,1,1,0
14,No,4,pos,0.5704,1,2,1
23,2000,2,int,0.5705,1,1,0
14,No,2,pos,0.5706,1,2,1
14,400,6,pos,0.5707,1,2,1
8,2000,2,pos,0.5708,1,2,1
14,400,4,pos,0.5708,1,2,1
22,400,4,pos,0.5709,1,2,1
10,400,4,pos,0.5709,1,2,1
4,400,2,pos,0.5709,1,2,1
22,2000,8,int,0.5709,0,1,1
22,400,8,int,0.5709,1,1,0
14,2000,4,pos,0.5709,1,2,1
15,No,2,neg,0.571,1,1,0
13,2000,6,pos,0.571,1,2,1
22,400,4,pos,0.571,1,2,1
7,No,2,pos,0.571,1,2,1
11,400,4,neg,0.571,1,1,0
14,400,2,pos,0.571,1,2,1
11,2000,2,pos,0.5711,1,2,1
16,400,8,pos,0.5711,1,2,1
6,2000,4,neg,0.5712,1,1,0
3,2000,8,pos,0.5713,0,2,0
7,2000,2,neg,0.5713,1,1,0
17,2000,8,int,0.5713,1,1,0
14,400,4,pos,0.5713,1,2,1
5,No,8,int,0.5714,0,1,1
22,No,8,neg,0.5714,1,1,0
24,2000,6,pos,0.5714,1,2,1
21,400,6,pos,0.5714,1,2,1
17,2000,8,pos,0.5714,1,2,1
13,2000,6,int,0.5714,1,1,0
13,No,2,neg,0.5715,1,1,0
22,No,2,neg,0.5715,1,1,0
9,No,4,pos,0.5715,1,2,1
14,400,6,pos,0.5715,0,2,0
7,2000,4,pos,0.5715,1,2,1
13,400,6,neg,0.5716,1,1,0
13,2000,4,int,0.5716,1,1,0
6,2000,8,pos,0.5716,1,2,1
11,2000,4,int,0.5716,1,1,0
11,400,4,pos,0.5716,1,2,1
23,No,4,pos,0.5716,0,2,0
22,2000,6,neg,0.5717,0,1,1
11,2000,8,int,0.5717,0,1,1
7,400,6,neg,0.5717,1,1,0
20,400,2,pos,0.5718,1,2,1
23,400,4,pos,0.5718,1,2,1
7,400,2,int,0.5718,1,1,0
18,2000,8,pos,0.5718,1,2,1
11,2000,2,pos,0.5718,1,2,1
7,2000,2,int,0.5718,1,1,0
21,400,4,pos,0.5718,1,2,1
3,400,4,neg,0.5719,1,1,0
3,400,6,pos,0.5719,0,2,0
13,2000,2,neg,0.5719,1,1,0
19,400,2,neg,0.5719,1,1,0
21,400,8,neg,0.5719,1,1,0
24,400,4,int,0.5719,1,1,0
18,2000,2,pos,0.5719,1,2,1
8,400,2,pos,0.5719,1,2,1
13,2000,2,neg,0.5719,1,1,0
13,2000,6,pos,0.572,1,2,1
19,400,4,pos,0.572,1,2,1
19,400,8,int,0.572,1,1,0
19,2000,2,neg,0.572,1,1,0
24,2000,6,pos,0.572,0,2,0
6,No,2,pos,0.572,1,2,1
8,400,2,pos,0.572,1,2,1
13,400,4,pos,0.572,1,2,1
19,400,2,pos,0.5721,1,2,1
24,2000,6,pos,0.5721,1,2,1
6,400,8,pos,0.5721,0,2,0
6,2000,6,neg,0.5721,1,1,0
8,400,6,neg,0.5721,1,1,0
11,400,2,int,0.5721,1,1,0
6,2000,8,neg,0.5721,1,1,0
9,2000,4,pos,0.5721,1,2,1
13,400,4,pos,0.5721,1,2,1
21,400,8,pos,0.5721,1,2,1
19,2000,6,neg,0.5722,1,1,0
22,2000,4,int,0.5722,1,1,0
23,400,2,pos,0.5722,1,2,1
21,400,6,neg,0.5722,1,1,0
8,400,4,int,0.5722,1,1,0
6,No,2,int,0.5722,1,1,0
17,400,2,pos,0.5722,1,2,1
15,2000,6,int,0.5723,1,1,0
23,400,2,neg,0.5723,1,1,0
24,400,8,pos,0.5723,1,2,1
24,2000,8,neg,0.5723,1,1,0
6,2000,6,neg,0.5723,1,1,0
11,400,6,int,0.5723,0,1,1
19,2000,2,pos,0.5724,1,2,1
19,400,6,pos,0.5724,1,2,1
23,2000,4,int,0.5724,1,1,0
6,400,2,int,0.5724,1,1,0
12,400,8,neg,0.5725,1,1,0
14,400,8,neg,0.5725,1,1,0
3,400,6,pos,0.5728,0,2,0
1,400,2,pos,0.5732,1,2,1
10,100,2,pos,0.5736,1,2,1
14,2000,8,pos,0.5738,1,2,1
12,100,8,neg,0.5739,1,1,0
5,100,4,pos,0.574,1,2,1
8,100,6,pos,0.574,1,2,1
12,2000,6,neg,0.5742,1,1,0
17,100,2,pos,0.5744,1,2,1
10,100,2,pos,0.5748,1,2,1
12,400,8,pos,0.5748,1,2,1
14,100,4,neg,0.5748,1,1,0
11,100,4,neg,0.575,1,1,0
22,100,4,neg,0.5753,1,1,0
22,No,8,int,0.5756,1,1,0
16,100,2,int,0.5756,1,1,0
11,100,2,neg,0.5757,1,1,0
5,100,4,pos,0.5758,1,2,1
15,100,2,pos,0.5758,1,2,1
11,100,4,neg,0.5759,1,1,0
17,100,2,pos,0.5759,1,2,1
7,100,4,pos,0.5759,1,2,1
5,100,4,pos,0.576,1,2,1
22,100,2,pos,0.576,1,2,1
7,100,6,neg,0.576,1,1,0
24,100,4,pos,0.5761,1,2,1
6,100,4,neg,0.5761,1,1,0
14,400,6,neg,0.5761,1,1,0
7,100,2,pos,0.5761,1,2,1
7,100,2,neg,0.5761,1,1,0
21,100,2,pos,0.5762,1,2,1
6,100,6,neg,0.5762,1,1,0
23,100,2,int,0.5763,1,1,0
7,100,6,pos,0.5763,0,2,0
24,100,2,pos,0.5764,1,2,1
11,100,6,int,0.5764,1,1,0
6,100,4,pos,0.5764,1,2,1
12,100,4,neg,0.5765,1,1,0
21,No,4,pos,0.5765,1,2,1
6,100,8,pos,0.5765,1,2,1
1,2000,4,pos,0.5766,1,2,1
19,100,4,pos,0.5766,1,2,1
3,100,4,pos,0.5766,1,2,1
12,2000,6,pos,0.5768,1,2,1
7,2000,2,pos,0.5771,1,2,1
16,400,6,pos,0.5772,1,2,1
23,No,2,pos,0.5773,1,2,1
19,No,2,pos,0.5775,1,2,1
8,2000,2,pos,0.5775,1,2,1
14,400,8,pos,0.5776,0,2,0
14,400,6,neg,0.5778,1,1,0
1,400,6,int,0.5779,1,1,0
22,No,6,pos,0.578,1,2,1
12,400,6,pos,0.5781,1,2,1
12,2000,2,neg,0.5781,1,1,0
14,400,2,pos,0.5781,1,2,1
7,400,2,neg,0.5782,1,1,0
4,400,8,pos,0.5785,1,2,1
10,400,4,pos,0.5785,1,2,1
22,No,4,pos,0.5785,1,2,1
14,No,4,neg,0.5785,1,1,0
10,400,4,pos,0.5786,1,2,1
10,400,8,int,0.5786,1,1,0
12,400,4,pos,0.5786,1,2,1
22,No,8,int,0.5786,1,1,0
22,No,6,neg,0.5787,1,1,0
14,400,8,int,0.5787,0,1,1
22,No,2,pos,0.5788,1,2,1
14,400,4,neg,0.5788,1,1,0
16,No,2,neg,0.5788,1,1,0
22,No,8,int,0.5789,1,1,0
22,2000,8,pos,0.5789,1,2,1
22,400,6,pos,0.5789,1,2,1
22,400,6,pos,0.5789,1,2,1
16,2000,8,neg,0.5789,1,1,0
11,2000,2,int,0.579,1,1,0
13,400,8,pos,0.579,1,2,1
14,400,8,neg,0.579,1,1,0
23,2000,2,pos,0.579,1,2,1
5,400,6,pos,0.5791,1,2,1
24,2000,2,pos,0.5792,1,2,1
8,2000,6,pos,0.5792,1,2,1
13,2000,4,pos,0.5792,1,2,1
23,No,2,pos,0.5793,1,2,1
6,No,6,pos,0.5793,1,2,1
12,400,6,pos,0.5793,1,2,1
13,2000,6,pos,0.5794,1,2,1
13,No,6,neg,0.5794,1,1,0
18,400,8,pos,0.5794,1,2,1
24,400,2,neg,0.5794,1,1,0
8,400,4,neg,0.5794,1,1,0
16,2000,2,neg,0.5794,1,1,0
7,2000,2,int,0.5794,1,1,0
5,No,8,neg,0.5795,0,1,1
13,2000,2,pos,0.5795,1,2,1
20,400,2,pos,0.5795,1,2,1
7,2000,2,pos,0.5795,1,2,1
7,2000,8,int,0.5795,1,1,0
6,No,8,neg,0.5795,1,1,0
17,No,2,int,0.5795,0,1,1
3,2000,4,int,0.5796,1,1,0
5,No,6,neg,0.5796,0,1,1
23,No,4,pos,0.5796,1,2,1
7,400,4,pos,0.5796,1,2,1
11,2000,6,pos,0.5796,1,2,1
7,2000,6,neg,0.5796,1,1,0
7,No,2,neg,0.5796,1,1,0
20,2000,4,int,0.5797,1,1,0
23,No,2,neg,0.5797,1,1,0
24,No,2,int,0.5797,1,1,0
11,400,2,pos,0.5797,1,2,1
20,No,2,pos,0.5798,1,2,1
22,2000,6,pos,0.5798,1,2,1
4,2000,4,pos,0.5798,1,2,1
11,400,8,neg,0.5798,1,1,0
13,2000,8,int,0.5798,1,1,0
17,2000,2,pos,0.5798,1,2,1
3,2000,6,pos,0.5799,1,2,1
13,2000,4,pos,0.5799,1,2,1
20,2000,4,int,0.5799,1,1,0
24,400,4,neg,0.5799,1,1,0
6,2000,8,pos,0.5799,0,2,0
6,2000,2,pos,0.5799,1,2,1
6,2000,2,neg,0.5799,1,1,0
7,400,2,int,0.5799,1,1,0
7,No,4,pos,0.5799,1,2,1
22,No,2,pos,0.58,1,2,1
22,2000,8,pos,0.58,0,2,0
6,2000,8,int,0.58,1,1,0
11,400,4,neg,0.58,1,1,0
